"","vivienda","hogar","ind","Tiempo_labores_no_rem"
"8609",7978,1,2,80
"8610",7979,1,1,25
"8611",7979,1,2,325
"8612",7980,1,1,45
"8613",7980,1,2,0
"8614",7980,1,5,185
"8615",7982,1,1,180
"8616",7983,1,1,40
"8617",7983,1,2,120
"8618",7987,1,1,240
"8619",7989,1,1,40
"8620",7989,1,2,15
"8621",7991,1,1,110
"8622",7991,1,2,10
"8623",7994,1,1,60
"8624",7994,1,2,420
"8625",7995,1,1,70
"8626",7995,1,2,0
"8627",7996,1,1,615
"8628",7996,1,2,20
"8629",7996,1,6,40
"8630",7997,1,1,0
"8631",7997,1,2,480
"8632",7997,1,3,35
"8633",7997,1,4,0
"8634",7998,1,1,0
"8635",7998,1,2,960
"8636",7998,1,4,70
"8637",7998,1,5,175
"8638",8002,1,1,395
"8639",8002,1,2,0
"8640",8003,1,1,235
"8641",8003,1,2,518
"8642",8003,1,3,0
"8643",8004,1,1,0
"8644",8004,1,2,330
"8645",8004,1,3,0
"8646",8004,1,4,0
"8647",8007,1,1,120
"8648",8007,1,2,60
"8649",8007,1,3,15
"8650",8010,1,1,0
"8651",8010,1,2,110
"8652",8010,1,3,360
"8653",8010,1,4,0
"8654",8011,1,1,0
"8655",8011,1,2,510
"8656",8012,1,1,118
"8657",8014,1,1,0
"8658",8014,1,2,305
"8659",8014,1,3,0
"8660",8014,1,4,0
"8661",8015,1,1,240
"8662",8015,1,2,180
"8663",8015,1,3,200
"8664",8015,1,4,300
"8665",8015,1,5,60
"8666",8016,1,1,360
"8667",8016,1,2,210
"8668",8017,1,1,300
"8669",8017,1,2,135
"8670",8019,1,1,110
"8671",8019,1,2,45
"8672",8019,1,3,330
"8673",8020,1,1,0
"8674",8020,1,2,5
"8675",8020,1,3,5
"8676",8020,1,4,525
"8677",8021,1,1,0
"8678",8021,1,2,420
"8679",8021,1,3,0
"8680",8021,1,4,0
"8681",8021,1,5,240
"8682",8025,1,1,140
"8683",8025,1,2,390
"8684",8027,1,1,0
"8685",8027,1,2,385
"8686",8027,1,3,60
"8687",8029,1,1,60
"8688",8030,1,1,0
"8689",8030,1,2,720
"8690",8030,1,3,0
"8691",8030,1,4,0
"8692",8031,1,1,80
"8693",8031,1,2,250
"8694",8031,1,3,30
"8695",8031,1,4,210
"8696",8031,1,5,135
"8697",8031,1,7,260
"8698",8032,1,1,0
"8699",8032,1,2,120
"8700",8032,1,3,0
"8701",8032,1,6,0
"8702",8033,1,1,55
"8703",8037,1,1,240
"8704",8039,1,1,360
"8705",8039,1,2,0
"8706",8039,1,3,0
"8707",8039,1,4,0
"8708",8039,1,5,0
"8709",8040,1,1,525
"8710",8040,1,2,0
"8711",8040,1,3,0
"8712",8041,1,1,345
"8713",8041,1,2,60
"8714",8042,1,1,120
"8715",8042,1,2,300
"8716",8043,1,1,183
"8717",8043,1,2,15
"8718",8045,1,1,0
"8719",8045,1,2,345
"8720",8045,1,3,40
"8721",8047,1,1,240
"8722",8048,1,1,0
"8723",8048,1,2,0
"8724",8048,1,3,0
"8725",8048,1,4,0
"8726",8051,1,1,10
"8727",8051,1,2,240
"8728",8052,1,1,270
"8729",8052,1,2,660
"8730",8054,1,1,0
"8731",8054,1,2,0
"8732",8056,1,1,35
"8733",8057,1,1,25
"8734",8057,1,2,610
"8735",8057,1,3,60
"8736",8059,1,1,0
"8737",8059,1,2,0
"8738",8060,1,1,110
"8739",8060,1,2,380
"8740",8060,1,3,60
"8741",8060,1,4,30
"8742",8063,1,1,205
"8743",8063,1,2,400
"8744",8065,1,1,150
"8745",8065,1,2,0
"8746",8065,1,3,0
"8747",8065,1,4,250
"8748",8065,1,5,150
"8749",8070,1,1,150
"8750",8070,1,2,210
"8751",8070,1,4,0
"8752",8071,1,1,0
"8753",8071,1,2,0
"8754",8071,1,3,390
"8755",8072,1,1,0
"8756",8072,1,2,181
"8757",8076,1,1,300
"8758",8076,1,2,230
"8759",8076,1,3,0
"8760",8082,1,1,30
"8761",8082,1,2,90
"8762",8083,1,1,0
"8763",8085,1,1,120
"8764",8085,1,2,240
"8765",8085,1,3,0
"8766",8085,1,4,0
"8767",8088,1,1,440
"8768",8088,1,2,180
"8769",8088,1,3,120
"8770",8088,1,4,0
"8771",8090,1,1,150
"8772",8090,1,2,45
"8773",8090,1,3,0
"8774",8091,1,1,45
"8775",8091,1,2,240
"8776",8091,1,3,75
"8777",8092,1,1,475
"8778",8092,1,2,0
"8779",8093,1,1,90
"8780",8093,1,2,240
"8781",8093,1,3,0
"8782",8093,1,4,36
"8783",8093,1,5,80
"8784",8097,1,1,235
"8785",8097,1,2,0
"8786",8097,1,5,25
"8787",8098,1,1,150
"8788",8098,1,2,370
"8789",8100,1,1,0
"8790",8100,1,2,260
"8791",8101,1,1,330
"8792",8101,1,2,0
"8793",8102,1,1,30
"8794",8102,1,2,360
"8795",8102,1,4,20
"8796",8104,1,1,20
"8797",8104,1,2,150
"8798",8104,1,3,170
"8799",8109,1,1,120
"8800",8109,1,2,760
"8801",8109,1,3,0
"8802",8109,1,4,20
"8803",8112,1,1,100
"8804",8112,1,2,0
"8805",8112,1,3,0
"8806",8113,1,1,0
"8807",8113,1,2,410
"8808",8113,1,3,460
"8809",8113,1,4,605
"8810",8115,1,1,360
"8811",8115,1,2,0
"8812",8115,1,3,0
"8813",8119,1,1,175
"8814",8119,1,2,0
"8815",8120,1,1,90
"8816",8120,1,2,80
"8817",8121,1,1,140
"8818",8121,1,2,130
"8819",8125,1,1,940
"8820",8125,1,2,70
"8821",8125,1,3,15
"8822",8131,1,1,60
"8823",8131,1,2,215
"8824",8131,1,3,110
"8825",8131,1,4,30
"8826",8131,1,5,200
"8827",8132,1,1,30
"8828",8132,1,2,200
"8829",8134,1,1,380
"8830",8134,1,2,450
"8831",8135,1,1,270
"8832",8144,1,1,270
"8833",8144,1,2,60
"8834",8145,1,1,0
"8835",8145,1,2,240
"8836",8145,1,3,60
"8837",8145,1,4,0
"8838",8145,1,5,0
"8839",8151,1,1,0
"8840",8151,1,2,330
"8841",8152,1,1,570
"8842",8152,1,2,120
"8843",8156,1,1,0
"8844",8156,1,2,105
"8845",8156,1,3,260
"8846",8160,1,1,15
"8847",8160,1,2,480
"8848",8160,1,3,30
"8849",8160,1,4,30
"8850",8160,1,5,30
"8851",8161,1,1,50
"8852",8161,1,2,50
"8853",8161,1,3,30
"8854",8164,1,1,0
"8855",8166,1,1,530
"8856",8166,1,2,120
"8857",8166,1,3,0
"8858",8166,1,4,60
"8859",8166,1,5,60
"8860",8170,1,1,140
"8861",8172,1,1,0
"8862",8172,1,2,180
"8863",8172,1,3,0
"8864",8172,1,4,0
"8865",8172,1,5,0
"8866",8177,1,1,135
"8867",8177,1,2,0
"8868",8178,1,1,465
"8869",8178,1,2,10
"8870",8180,1,1,260
"8871",8180,1,2,75
"8872",8181,1,1,165
"8873",8181,1,2,0
"8874",8181,1,3,15
"8875",8181,1,4,20
"8876",8187,1,1,140
"8877",8187,1,2,70
"8878",8187,1,3,130
"8879",8188,1,1,0
"8880",8188,1,2,0
"8881",8188,1,3,120
"8882",8188,1,4,0
"8883",8196,1,1,200
"8884",8200,1,1,150
"8885",8200,1,2,210
"8886",8201,1,1,210
"8887",8201,1,2,10
"8888",8202,1,1,340
"8889",8202,1,2,25
"8890",8203,1,1,120
"8891",8203,1,2,160
"8892",8203,1,3,0
"8893",8203,1,4,0
"8894",8203,1,5,0
"8895",8208,1,1,300
"8896",8211,1,1,60
"8897",8211,1,2,270
"8898",8211,1,3,50
"8899",8213,1,1,195
"8900",8218,1,1,150
"8901",8218,1,2,120
"8902",8220,1,1,75
"8903",8220,1,2,200
"8904",8222,1,1,510
"8905",8222,1,2,0
"8906",8223,1,1,220
"8907",8223,1,2,0
"8908",8223,1,3,30
"8909",8228,1,1,180
"8910",8228,1,2,100
"8911",8228,1,3,155
"8912",8229,1,1,20
"8913",8229,1,2,0
"8914",8229,1,3,240
"8915",8229,1,4,0
"8916",8229,1,5,210
"8917",8230,1,1,240
"8918",8230,1,2,120
"8919",8231,1,1,300
"8920",8231,1,2,0
"8921",8231,1,3,0
"8922",8233,1,1,0
"8923",8233,1,2,300
"8924",8233,1,3,20
"8925",8233,1,4,0
"8926",8233,1,5,20
"8927",8234,1,1,35
"8928",8237,1,1,50
"8929",8237,1,2,0
"8930",8237,1,3,85
"8931",8240,1,1,210
"8932",8241,1,1,0
"8933",8241,1,2,250
"8934",8241,1,3,170
"8935",8241,1,4,0
"8936",8241,1,5,80
"8937",8243,1,1,15
"8938",8243,1,2,285
"8939",8243,1,3,0
"8940",8248,1,1,0
"8941",8248,1,2,261
"8942",8248,1,3,0
"8943",8255,1,1,130
"8944",8257,1,1,60
"8945",8257,1,2,360
"8946",8257,1,3,0
"8947",8257,1,4,300
"8948",8257,1,5,0
"8949",8257,1,6,0
"8950",8257,1,7,0
"8951",8257,1,8,0
"8952",8260,1,1,75
"8953",8260,1,3,340
"8954",8261,1,1,450
"8955",8261,1,2,0
"8956",8264,1,1,60
"8957",8264,1,2,0
"8958",8264,1,3,405
"8959",8265,1,1,0
"8960",8265,1,2,300
"8961",8265,1,3,15
"8962",8265,1,4,0
"8963",8267,1,1,0
"8964",8267,1,2,190
"8965",8269,1,1,35
"8966",8269,1,2,140
"8967",8269,1,3,35
"8968",8269,1,4,45
"8969",8269,1,5,265
"8970",8270,1,1,75
"8971",8270,1,2,210
"8972",8271,1,1,0
"8973",8271,1,2,410
"8974",8272,1,1,480
"8975",8272,1,2,60
"8976",8272,1,3,0
"8977",8273,1,1,90
"8978",8273,1,2,180
"8979",8273,1,3,60
"8980",8273,1,4,180
"8981",8276,1,1,180
"8982",8276,1,2,0
"8983",8276,1,3,540
"8984",8276,1,4,0
"8985",8277,1,1,300
"8986",8277,1,2,145
"8987",8277,1,3,30
"8988",8277,1,5,300
"8989",8277,1,6,30
"8990",8278,1,1,60
"8991",8278,1,2,390
"8992",8283,1,1,285
"8993",8283,1,2,210
"8994",8287,1,1,140
"8995",8287,1,3,420
"8996",8289,1,1,240
"8997",8289,1,2,180
"8998",8290,1,1,110
"8999",8290,1,2,70
"9000",8290,1,3,265
"9001",8290,1,4,25
"9002",8290,1,5,135
"9003",8290,1,6,50
"9004",8291,1,1,180
"9005",8291,1,2,0
"9006",8291,1,3,170
"9007",8292,1,1,0
"9008",8292,1,2,210
"9009",8293,1,1,0
"9010",8293,1,2,0
"9011",8293,1,3,570
"9012",8295,1,1,0
"9013",8302,1,1,0
"9014",8302,1,2,520
"9015",8307,1,1,240
"9016",8311,1,1,0
"9017",8311,1,2,150
"9018",8313,1,1,270
"9019",8313,1,2,80
"9020",8313,1,3,55
"9021",8313,1,4,225
"9022",8313,1,5,160
"9023",8314,1,1,0
"9024",8314,1,2,420
"9025",8314,1,3,0
"9026",8314,1,4,200
"9027",8315,1,1,80
"9028",8315,1,2,160
"9029",8316,1,1,300
"9030",8316,1,2,240
"9031",8316,1,3,150
"9032",8318,1,1,40
"9033",8318,1,2,80
"9034",8320,1,1,20
"9035",8320,1,2,105
"9036",8320,1,3,45
"9037",8322,1,1,0
"9038",8322,1,2,250
"9039",8330,1,1,90
"9040",8330,1,2,270
"9041",8330,1,3,90
"9042",8335,1,1,10
"9043",8335,1,2,210
"9044",8335,1,3,450
"9045",8335,1,4,10
"9046",8343,1,1,0
"9047",8343,1,2,240
"9048",8343,1,3,0
"9049",8344,1,1,0
"9050",8344,1,2,0
"9051",8344,1,5,110
"9052",8344,1,6,10
"9053",8346,1,1,60
"9054",8346,1,2,210
"9055",8353,1,1,120
"9056",8353,1,2,0
"9057",8356,1,1,0
"9058",8356,1,2,270
"9059",8359,1,1,210
"9060",8363,1,1,290
"9061",8366,1,1,365
"9062",8366,1,2,540
"9063",8370,1,1,0
"9064",8372,1,1,300
"9065",8372,1,2,35
"9066",8372,1,3,170
"9067",8374,1,1,0
"9068",8374,1,2,300
"9069",8374,1,3,0
"9070",8375,1,1,45
"9071",8375,1,2,0
"9072",8375,1,3,0
"9073",8375,1,4,540
"9074",8377,1,1,80
"9075",8377,1,2,600
"9076",8377,1,3,285
"9077",8377,1,4,0
"9078",8377,1,5,0
"9079",8377,1,6,0
"9080",8377,1,7,0
"9081",8380,1,1,140
"9082",8380,1,2,270
"9083",8388,1,1,0
"9084",8389,1,1,60
"9085",8389,1,2,360
"9086",8390,1,1,100
"9087",8391,1,1,260
"9088",8391,1,2,295
"9089",8391,1,3,45
"9090",8392,1,1,180
"9091",8393,1,1,0
"9092",8394,1,1,215
"9093",8394,1,2,20
"9094",8395,1,1,0
"9095",8396,1,1,310
"9096",8396,2,1,0
"9097",8396,3,1,25
"9098",8397,1,1,85
"9099",8397,1,2,140
"9100",8397,1,3,0
"9101",8397,1,4,0
"9102",8398,1,1,20
"9103",8398,1,2,85
"9104",8398,1,3,195
"9105",8398,1,4,225
"9106",8400,1,1,410
"9107",8400,1,2,90
"9108",8400,1,3,90
"9109",8400,1,4,0
"9110",8400,2,1,220
"9111",8400,2,2,0
"9112",8402,1,1,60
"9113",8402,1,2,113
"9114",8402,1,3,80
"9115",8402,1,4,20
"9116",8404,1,1,0
"9117",8404,1,2,240
"9118",8404,1,3,120
"9119",8404,1,4,0
"9120",8405,1,1,470
"9121",8405,1,2,145
"9122",8405,1,3,0
"9123",8406,1,1,235
"9124",8406,1,2,155
"9125",8406,1,3,90
"9126",8407,1,1,480
"9127",8407,1,3,150
"9128",8408,1,1,0
"9129",8408,1,2,420
"9130",8408,1,3,300
"9131",8409,1,1,15
"9132",8409,1,2,290
"9133",8409,1,3,85
"9134",8410,1,1,140
"9135",8410,1,2,90
"9136",8411,1,1,415
"9137",8411,1,2,165
"9138",8413,1,1,20
"9139",8413,1,2,180
"9140",8413,1,3,10
"9141",8414,1,1,120
"9142",8414,1,2,270
"9143",8414,1,3,60
"9144",8417,1,1,60
"9145",8418,1,1,0
"9146",8418,1,2,210
"9147",8418,1,3,60
"9148",8419,1,1,240
"9149",8421,1,1,360
"9150",8421,1,2,180
"9151",8421,1,3,0
"9152",8422,1,1,45
"9153",8422,1,2,170
"9154",8423,1,1,75
"9155",8423,1,2,250
"9156",8423,1,3,40
"9157",8423,1,4,230
"9158",8423,1,5,160
"9159",8424,1,1,0
"9160",8424,1,2,265
"9161",8425,1,1,0
"9162",8425,1,2,140
"9163",8425,1,3,75
"9164",8425,1,4,15
"9165",8428,1,1,25
"9166",8428,1,2,290
"9167",8429,1,1,0
"9168",8429,1,2,60
"9169",8430,1,1,355
"9170",8430,1,2,30
"9171",8430,1,3,60
"9172",8430,1,4,210
"9173",8431,1,1,125
"9174",8433,1,1,340
"9175",8433,1,2,60
"9176",8433,1,3,65
"9177",8434,1,1,360
"9178",8434,1,2,150
"9179",8434,1,3,60
"9180",8434,1,4,60
"9181",8434,1,5,60
"9182",8437,1,1,0
"9183",8437,1,2,195
"9184",8437,1,3,60
"9185",8437,1,4,90
"9186",8437,1,5,120
"9187",8437,1,6,30
"9188",8439,1,1,120
"9189",8439,1,2,270
"9190",8440,1,1,240
"9191",8440,1,2,480
"9192",8440,1,3,70
"9193",8441,1,1,0
"9194",8442,1,1,60
"9195",8442,1,2,0
"9196",8443,1,1,60
"9197",8443,1,2,270
"9198",8443,1,3,0
"9199",8443,1,4,0
"9200",8443,1,5,240
"9201",8444,1,1,690
"9202",8444,1,2,75
"9203",8445,1,1,215
"9204",8446,1,1,60
"9205",8446,1,2,330
"9206",8447,1,1,225
"9207",8447,1,2,0
"9208",8448,1,1,480
"9209",8448,1,2,0
"9210",8448,1,3,36
"9211",8449,1,1,0
"9212",8449,1,2,190
"9213",8449,1,3,220
"9214",8450,1,1,0
"9215",8450,1,2,60
"9216",8450,1,3,0
"9217",8450,1,4,240
"9218",8452,1,1,15
"9219",8452,1,2,300
"9220",8454,1,1,150
"9221",8455,1,1,0
"9222",8455,1,2,160
"9223",8456,1,1,180
"9224",8457,1,1,540
"9225",8457,1,2,270
"9226",8457,1,3,0
"9227",8458,1,1,295
"9228",8458,1,2,180
"9229",8459,1,1,180
"9230",8459,1,2,240
"9231",8461,1,1,280
"9232",8461,1,2,40
"9233",8462,1,1,60
"9234",8462,1,2,420
"9235",8462,1,3,90
"9236",8463,1,1,180
"9237",8463,1,2,240
"9238",8464,1,1,120
"9239",8465,1,1,0
"9240",8465,1,2,282
"9241",8466,1,1,225
"9242",8467,1,1,90
"9243",8467,1,2,200
"9244",8468,1,1,440
"9245",8468,1,2,62
"9246",8468,1,3,13
"9247",8470,1,1,25
"9248",8470,1,2,145
"9249",8471,1,1,0
"9250",8471,1,2,250
"9251",8473,1,1,0
"9252",8473,1,2,600
"9253",8474,1,1,330
"9254",8474,1,2,0
"9255",8474,1,3,435
"9256",8475,1,1,165
"9257",8475,1,2,60
"9258",8475,1,3,60
"9259",8475,1,4,45
"9260",8476,1,1,255
"9261",8476,1,2,35
"9262",8477,1,1,240
"9263",8477,1,2,166
"9264",8477,1,3,10
"9265",8479,1,1,210
"9266",8479,1,2,0
"9267",8480,1,1,210
"9268",8480,1,4,180
"9269",8480,1,5,60
"9270",8481,1,1,300
"9271",8482,1,1,0
"9272",8482,1,2,180
"9273",8484,1,1,0
"9274",8484,1,2,140
"9275",8484,1,3,0
"9276",8485,1,1,120
"9277",8485,1,2,120
"9278",8486,1,1,390
"9279",8486,1,2,60
"9280",8488,1,1,120
"9281",8491,1,1,0
"9282",8491,1,2,60
"9283",8491,1,3,60
"9284",8491,1,4,305
"9285",8492,1,1,210
"9286",8492,1,2,60
"9287",8492,1,4,380
"9288",8496,1,1,60
"9289",8496,1,2,300
"9290",8496,1,3,120
"9291",8497,1,1,215
"9292",8497,1,2,160
"9293",8498,1,1,60
"9294",8498,1,2,395
"9295",8498,1,3,3
"9296",8498,1,4,4
"9297",8498,1,5,5
"9298",8499,1,1,260
"9299",8499,1,2,30
"9300",8500,1,1,0
"9301",8500,1,2,225
"9302",8500,1,3,60
"9303",8502,1,1,50
"9304",8502,1,2,0
"9305",8502,1,3,0
"9306",8504,1,1,100
"9307",8506,1,1,150
"9308",8506,1,2,0
"9309",8506,1,3,0
"9310",8506,1,4,40
"9311",8506,1,5,70
"9312",8506,1,7,10
"9313",8507,1,1,45
"9314",8507,1,2,165
"9315",8508,1,1,30
"9316",8509,1,1,60
"9317",8509,1,2,225
"9318",8510,1,1,0
"9319",8510,1,2,140
"9320",8511,1,1,210
"9321",8511,1,2,240
"9322",8511,1,3,180
"9323",8512,1,1,0
"9324",8512,1,2,735
"9325",8512,1,3,0
"9326",8512,1,4,0
"9327",8514,1,1,300
"9328",8514,1,2,120
"9329",8514,1,3,0
"9330",8514,1,4,240
"9331",8514,1,5,330
"9332",8515,1,1,450
"9333",8515,1,2,5
"9334",8516,1,1,345
"9335",8516,1,2,50
"9336",8516,1,3,240
"9337",8516,1,4,0
"9338",8517,1,1,310
"9339",8517,1,2,50
"9340",8517,1,3,10
"9341",8519,1,1,330
"9342",8519,1,2,60
"9343",8520,1,1,160
"9344",8520,1,2,270
"9345",8520,1,3,30
"9346",8521,1,1,0
"9347",8521,1,2,495
"9348",8521,1,3,0
"9349",8523,1,1,315
"9350",8524,1,1,0
"9351",8524,1,2,170
"9352",8524,1,3,15
"9353",8525,1,1,0
"9354",8525,1,2,330
"9355",8525,1,3,90
"9356",8526,1,1,300
"9357",8526,1,2,165
"9358",8526,1,3,12
"9359",8528,1,1,65
"9360",8528,1,2,20
"9361",8529,1,1,120
"9362",8529,1,2,540
"9363",8529,1,3,260
"9364",8529,1,4,0
"9365",8531,1,1,420
"9366",8531,1,2,105
"9367",8532,1,1,0
"9368",8532,1,2,150
"9369",8532,1,3,30
"9370",8533,1,1,345
"9371",8533,2,1,0
"9372",8533,2,2,180
"9373",8534,1,1,20
"9374",8534,1,2,0
"9375",8534,1,3,20
"9376",8534,1,4,0
"9377",8535,1,1,0
"9378",8535,1,2,265
"9379",8538,1,1,120
"9380",8538,1,2,390
"9381",8539,1,1,50
"9382",8539,1,2,310
"9383",8539,1,3,0
"9384",8540,1,1,360
"9385",8540,1,2,0
"9386",8540,1,3,0
"9387",8540,1,4,155
"9388",8541,1,1,0
"9389",8541,1,2,80
"9390",8541,1,3,0
"9391",8541,1,5,180
"9392",8542,1,1,140
"9393",8542,1,2,135
"9394",8543,1,1,330
"9395",8543,1,2,60
"9396",8546,1,1,530
"9397",8546,1,2,90
"9398",8546,1,3,30
"9399",8549,1,1,0
"9400",8549,1,2,140
"9401",8549,1,3,165
"9402",8549,1,4,90
"9403",8550,1,1,60
"9404",8550,1,2,230
"9405",8550,1,4,130
"9406",8550,1,5,150
"9407",8551,1,1,270
"9408",8552,1,1,10
"9409",8552,1,2,295
"9410",8553,1,1,120
"9411",8553,1,2,420
"9412",8553,1,3,120
"9413",8554,1,1,120
"9414",8554,1,2,90
"9415",8554,1,3,30
"9416",8556,1,1,60
"9417",8556,1,2,180
"9418",8556,1,3,120
"9419",8556,1,4,120
"9420",8556,1,5,0
"9421",8558,1,1,120
"9422",8558,1,2,120
"9423",8558,1,3,0
"9424",8560,1,1,420
"9425",8560,1,2,60
"9426",8560,1,3,60
"9427",8560,1,4,0
"9428",8561,1,1,180
"9429",8561,1,2,405
"9430",8562,1,1,240
"9431",8562,1,2,60
"9432",8562,1,3,60
"9433",8563,1,1,255
"9434",8564,1,1,90
"9435",8565,1,1,60
"9436",8566,1,1,0
"9437",8566,1,2,10
"9438",8566,1,3,180
"9439",8567,1,1,0
"9440",8567,1,2,255
"9441",8567,1,3,75
"9442",8567,1,4,0
"9443",8568,1,1,90
"9444",8568,1,2,180
"9445",8569,1,1,0
"9446",8569,1,2,90
"9447",8569,1,3,60
"9448",8570,1,1,105
"9449",8571,1,1,70
"9450",8571,1,2,270
"9451",8571,1,3,82
"9452",8572,1,1,0
"9453",8572,1,2,240
"9454",8572,1,3,180
"9455",8573,1,1,40
"9456",8573,1,2,360
"9457",8573,1,3,60
"9458",8573,1,4,180
"9459",8574,1,1,150
"9460",8574,1,2,0
"9461",8574,1,3,90
"9462",8577,1,1,360
"9463",8577,1,2,90
"9464",8578,1,1,0
"9465",8578,1,2,315
"9466",8579,1,1,240
"9467",8580,1,1,0
"9468",8580,1,2,0
"9469",8581,1,1,230
"9470",8582,1,1,156
"9471",8582,1,2,0
"9472",8582,1,3,0
"9473",8584,1,1,50
"9474",8584,1,2,190
"9475",8585,1,1,270
"9476",8585,1,2,210
"9477",8585,1,3,120
"9478",8585,1,4,120
"9479",8585,1,5,60
"9480",8586,1,1,0
"9481",8586,1,2,180
"9482",8586,1,3,0
"9483",8586,1,4,360
"9484",8586,1,5,300
"9485",8587,1,1,1
"9486",8587,1,2,120
"9487",8587,1,3,22
"9488",8589,1,1,140
"9489",8589,1,2,0
"9490",8589,1,3,0
"9491",8589,1,4,20
"9492",8589,1,5,0
"9493",8591,1,1,300
"9494",8591,1,2,0
"9495",8592,1,1,120
"9496",8592,1,2,360
"9497",8593,1,1,240
"9498",8593,1,2,60
"9499",8594,1,1,135
"9500",8595,1,1,250
"9501",8596,1,1,55
"9502",8596,1,2,160
"9503",8596,1,3,50
"9504",8596,1,4,45
"9505",8597,1,1,0
"9506",8597,1,2,350
"9507",8597,1,3,40
"9508",8597,1,4,140
"9509",8598,1,1,310
"9510",8599,1,1,120
"9511",8599,1,2,15
"9512",8599,1,3,0
"9513",8599,1,5,0
"9514",8600,1,1,30
"9515",8600,1,2,210
"9516",8600,1,3,120
"9517",8600,1,4,60
"9518",8601,1,1,240
"9519",8601,1,2,200
"9520",8603,1,1,280
"9521",8604,1,1,240
"9522",8605,1,1,60
"9523",8605,1,2,210
"9524",8605,1,3,30
"9525",8605,1,4,20
"9526",8606,1,1,240
"9527",8607,1,1,365
"9528",8607,1,2,0
"9529",8607,1,3,200
"9530",8607,1,4,70
"9531",8608,1,1,0
"9532",8608,1,2,70
"9533",8608,1,3,505
"9534",8608,1,4,15
"9535",8609,1,1,0
"9536",8609,1,2,400
"9537",8611,1,1,180
"9538",8611,1,2,170
"9539",8612,1,1,350
"9540",8613,1,1,210
"9541",8613,1,2,240
"9542",8614,1,1,75
"9543",8614,1,2,465
"9544",8614,1,3,0
"9545",8615,1,1,10
"9546",8616,1,1,360
"9547",8616,1,2,180
"9548",8618,1,1,55
"9549",8620,1,1,15
"9550",8620,1,2,0
"9551",8622,1,1,0
"9552",8622,1,2,75
"9553",8622,1,3,0
"9554",8622,1,5,45
"9555",8622,1,8,30
"9556",8622,1,9,30
"9557",8622,1,10,170
"9558",8622,1,11,30
"9559",8622,1,12,40
"9560",8623,1,1,165
"9561",8623,1,2,25
"9562",8624,1,1,300
"9563",8624,1,2,390
"9564",8625,1,1,475
"9565",8627,1,1,15
"9566",8629,1,1,0
"9567",8629,1,2,240
"9568",8629,1,3,0
"9569",8630,1,1,60
"9570",8630,1,2,60
"9571",8630,1,3,80
"9572",8631,1,1,712
"9573",8632,1,1,260
"9574",8633,1,1,0
"9575",8633,1,2,0
"9576",8633,1,3,450
"9577",8634,1,1,155
"9578",8635,1,1,10
"9579",8635,1,2,370
"9580",8635,1,3,5
"9581",8636,1,1,0
"9582",8636,1,2,90
"9583",8636,1,3,90
"9584",8636,1,4,15
"9585",8636,1,5,45
"9586",8637,1,1,220
"9587",8638,1,1,0
"9588",8639,1,1,30
"9589",8639,1,2,135
"9590",8639,1,3,0
"9591",8639,1,4,70
"9592",8640,1,1,0
"9593",8640,1,2,0
"9594",8643,1,1,410
"9595",8645,1,1,15
"9596",8645,1,2,165
"9597",8645,1,3,75
"9598",8645,1,4,110
"9599",8646,1,1,280
"9600",8648,1,1,0
"9601",8648,1,2,230
"9602",8648,1,3,0
"9603",8651,1,1,150
"9604",8652,1,1,0
"9605",8652,1,2,220
"9606",8652,1,3,220
"9607",8652,1,4,0
"9608",8654,1,1,0
"9609",8654,1,2,265
"9610",8654,1,3,30
"9611",8655,1,1,60
"9612",8655,1,2,660
"9613",8655,1,3,0
"9614",8655,1,4,180
"9615",8656,1,1,220
"9616",8656,1,2,60
"9617",8658,1,1,140
"9618",8659,1,1,120
"9619",8659,1,2,0
"9620",8659,1,3,0
"9621",8660,1,1,120
"9622",8660,1,2,0
"9623",8660,1,3,0
"9624",8660,1,4,0
"9625",8661,1,1,30
"9626",8661,1,2,20
"9627",8662,1,1,300
"9628",8663,1,1,10
"9629",8663,1,2,380
"9630",8664,1,1,0
"9631",8664,1,2,150
"9632",8664,1,3,65
"9633",8664,1,4,40
"9634",8665,1,1,60
"9635",8665,1,2,690
"9636",8667,1,1,0
"9637",8667,1,2,0
"9638",8667,1,3,0
"9639",8667,1,4,480
"9640",8668,1,1,225
"9641",8668,1,2,140
"9642",8668,1,3,35
"9643",8668,1,4,290
"9644",8669,1,1,0
"9645",8669,1,2,170
"9646",8669,1,3,0
"9647",8669,1,4,30
"9648",8670,1,1,180
"9649",8670,1,2,120
"9650",8671,1,1,145
"9651",8671,1,2,135
"9652",8672,1,1,320
"9653",8672,1,2,140
"9654",8673,1,1,85
"9655",8679,1,1,110
"9656",8681,1,1,120
"9657",8682,1,1,108
"9658",8682,1,2,0
"9659",8682,1,3,22
"9660",8683,1,1,300
"9661",8683,1,2,195
"9662",8683,1,3,0
"9663",8684,1,1,0
"9664",8685,1,1,0
"9665",8685,1,2,60
"9666",8685,1,3,110
"9667",8685,1,4,10
"9668",8685,1,5,10
"9669",8686,1,1,180
"9670",8686,1,3,360
"9671",8687,1,1,30
"9672",8687,1,2,240
"9673",8688,1,1,0
"9674",8688,1,2,300
"9675",8688,1,3,0
"9676",8688,1,4,0
"9677",8689,1,1,40
"9678",8689,1,2,60
"9679",8689,1,3,145
"9680",8689,1,4,55
"9681",8690,1,1,0
"9682",8691,1,1,180
