"","vivienda","hogar","ind","Tiempo_labores_no_rem"
"95185",58537,1,2,230
"95186",58539,1,1,160
"95187",58540,1,1,0
"95188",58540,1,2,330
"95189",58542,1,1,20
"95190",58542,1,2,330
"95191",58543,1,1,0
"95192",58543,1,2,90
"95193",58543,1,3,180
"95194",58543,1,4,60
"95195",58544,1,1,350
"95196",58544,1,2,120
"95197",58544,1,3,0
"95198",58544,1,4,0
"95199",58544,1,5,0
"95200",58545,1,1,218
"95201",58545,1,2,60
"95202",58546,1,1,80
"95203",58546,1,2,200
"95204",58546,1,3,0
"95205",58546,1,4,0
"95206",58547,1,1,410
"95207",58547,1,2,0
"95208",58547,1,3,90
"95209",58548,1,1,240
"95210",58548,1,2,190
"95211",58548,1,3,60
"95212",58548,1,4,60
"95213",58548,1,5,30
"95214",58549,1,1,0
"95215",58549,1,2,428
"95216",58549,1,3,240
"95217",58550,1,1,315
"95218",58551,1,1,0
"95219",58551,1,2,290
"95220",58551,1,3,10
"95221",58551,1,4,60
"95222",58551,1,5,0
"95223",58552,1,1,0
"95224",58552,1,2,120
"95225",58553,1,1,120
"95226",58553,1,3,480
"95227",58554,1,1,0
"95228",58554,1,2,60
"95229",58554,1,3,145
"95230",58554,1,4,165
"95231",58555,1,1,0
"95232",58555,1,2,240
"95233",58556,1,1,380
"95234",58556,1,2,0
"95235",58556,1,3,90
"95236",58557,1,1,310
"95237",58559,1,1,35
"95238",58559,1,2,195
"95239",58560,1,1,95
"95240",58560,1,2,120
"95241",58560,1,3,120
"95242",58561,1,1,360
"95243",58561,1,2,60
"95244",58561,1,3,100
"95245",58562,1,1,0
"95246",58562,1,2,0
"95247",58562,1,3,160
"95248",58562,1,4,0
"95249",58563,1,1,345
"95250",58563,1,2,230
"95251",58563,1,3,100
"95252",58564,1,1,420
"95253",58564,1,2,120
"95254",58565,1,1,0
"95255",58565,1,2,210
"95256",58565,1,3,0
"95257",58566,1,1,10
"95258",58566,1,2,185
"95259",58567,1,1,300
"95260",58567,1,2,8
"95261",58568,1,1,100
"95262",58570,1,1,40
"95263",58570,1,2,150
"95264",58570,1,3,90
"95265",58571,1,1,90
"95266",58571,1,2,225
"95267",58571,1,3,190
"95268",58572,1,1,240
"95269",58572,1,2,295
"95270",58572,1,3,15
"95271",58572,1,4,80
"95272",58575,1,1,50
"95273",58575,1,2,245
"95274",58575,1,3,45
"95275",58575,1,4,180
"95276",58576,1,1,180
"95277",58576,1,2,60
"95278",58576,1,4,0
"95279",58577,1,1,160
"95280",58578,1,1,120
"95281",58578,1,2,0
"95282",58578,1,3,480
"95283",58578,1,4,220
"95284",58579,1,1,0
"95285",58579,1,2,0
"95286",58579,1,3,180
"95287",58579,1,4,270
"95288",58580,1,1,0
"95289",58580,1,2,360
"95290",58580,1,3,60
"95291",58581,1,1,250
"95292",58581,1,2,195
"95293",58582,1,1,135
"95294",58583,1,1,0
"95295",58583,1,2,160
"95296",58583,1,3,300
"95297",58583,1,4,0
"95298",58584,1,1,50
"95299",58584,1,2,180
"95300",58585,1,1,260
"95301",58585,1,2,60
"95302",58585,1,3,60
"95303",58586,1,1,60
"95304",58586,1,2,180
"95305",58587,1,1,0
"95306",58587,1,2,0
"95307",58587,1,3,120
"95308",58588,1,1,330
"95309",58588,1,2,0
"95310",58589,1,1,0
"95311",58589,1,2,230
"95312",58589,1,3,155
"95313",58590,1,1,120
"95314",58590,1,2,420
"95315",58590,1,3,120
"95316",58591,1,1,70
"95317",58591,1,2,150
"95318",58591,1,3,90
"95319",58592,1,1,60
"95320",58592,1,2,360
"95321",58593,1,1,0
"95322",58593,1,2,165
"95323",58593,1,3,240
"95324",58593,1,4,240
"95325",58596,1,1,145
"95326",58596,1,2,175
"95327",58596,1,3,120
"95328",58596,1,4,65
"95329",58596,1,5,65
"95330",58597,1,1,170
"95331",58598,1,1,0
"95332",58599,1,1,150
"95333",58599,1,2,90
"95334",58600,1,1,80
"95335",58600,1,2,100
"95336",58600,1,3,60
"95337",58601,1,1,255
"95338",58601,1,2,0
"95339",58602,1,1,160
"95340",58602,1,2,5
"95341",58603,1,1,290
"95342",58603,1,2,0
"95343",58603,1,3,30
"95344",58604,1,1,180
"95345",58604,1,2,105
"95346",58604,1,3,10
"95347",58606,1,1,160
"95348",58606,1,2,30
"95349",58607,1,1,0
"95350",58607,1,2,330
"95351",58607,1,3,60
"95352",58607,1,4,0
"95353",58608,1,1,0
"95354",58608,1,2,60
"95355",58608,1,3,0
"95356",58608,1,4,60
"95357",58608,1,5,60
"95358",58609,1,1,30
"95359",58609,1,2,540
"95360",58609,1,3,20
"95361",58610,1,1,40
"95362",58613,1,1,0
"95363",58613,1,2,150
"95364",58613,1,4,120
"95365",58614,1,1,0
"95366",58614,1,2,220
"95367",58615,1,1,420
"95368",58615,1,2,10
"95369",58616,1,1,245
"95370",58616,1,2,90
"95371",58616,1,3,0
"95372",58618,1,1,210
"95373",58618,1,3,330
"95374",58620,1,1,420
"95375",58621,1,1,0
"95376",58621,1,2,180
"95377",58621,1,3,0
"95378",58622,1,1,300
"95379",58622,1,2,60
"95380",58623,1,1,0
"95381",58623,1,2,300
"95382",58624,1,1,30
"95383",58624,1,2,330
"95384",58624,1,3,60
"95385",58624,1,4,75
"95386",58625,1,1,120
"95387",58625,1,2,60
"95388",58625,1,3,120
"95389",58625,1,4,130
"95390",58625,1,5,30
"95391",58626,1,1,150
"95392",58626,1,2,90
"95393",58627,1,1,390
"95394",58628,1,1,135
"95395",58628,2,1,0
"95396",58628,2,2,230
"95397",58628,2,3,0
"95398",58629,1,1,130
"95399",58629,1,2,90
"95400",58630,1,1,0
"95401",58630,1,2,300
"95402",58631,1,1,120
"95403",58631,1,2,90
"95404",58632,1,1,70
"95405",58633,1,1,150
"95406",58633,1,2,120
"95407",58634,1,1,30
"95408",58634,1,2,150
"95409",58635,1,1,25
"95410",58635,1,2,355
"95411",58636,1,1,360
"95412",58637,1,1,155
"95413",58638,1,1,120
"95414",58638,1,2,210
"95415",58639,1,1,200
"95416",58640,1,1,230
"95417",58640,1,2,50
"95418",58641,1,1,0
"95419",58641,1,2,0
"95420",58641,1,3,90
"95421",58641,1,4,0
"95422",58641,1,5,60
"95423",58642,1,1,30
"95424",58642,1,2,210
"95425",58643,1,1,110
"95426",58643,1,2,390
"95427",58644,1,1,12
"95428",58644,1,2,3
"95429",58644,1,3,150
"95430",58645,1,1,120
"95431",58645,1,2,60
"95432",58646,1,1,45
"95433",58646,1,2,40
"95434",58646,1,3,0
"95435",58647,1,1,130
"95436",58647,1,2,375
"95437",58647,1,3,265
"95438",58647,1,4,140
"95439",58647,1,5,75
"95440",58648,1,1,0
"95441",58648,1,2,170
"95442",58648,1,3,0
"95443",58650,1,1,300
"95444",58650,1,2,390
"95445",58650,1,3,210
"95446",58651,1,1,275
"95447",58651,1,2,30
"95448",58651,1,3,0
"95449",58651,1,4,20
"95450",58652,1,1,145
"95451",58653,1,1,270
"95452",58653,1,2,260
"95453",58653,1,4,30
"95454",58654,1,1,140
"95455",58654,1,2,20
"95456",58654,1,3,0
"95457",58654,1,5,0
"95458",58656,1,1,360
"95459",58657,1,1,120
"95460",58657,1,2,0
"95461",58659,1,1,420
"95462",58659,1,2,0
"95463",58659,1,3,60
"95464",58661,1,1,135
"95465",58662,1,1,450
"95466",58662,1,2,0
"95467",58664,1,1,150
"95468",58664,1,2,90
"95469",58664,1,3,30
"95470",58665,1,1,0
"95471",58665,1,2,180
"95472",58666,1,1,315
"95473",58666,1,2,10
"95474",58667,1,1,155
"95475",58667,1,2,160
"95476",58668,1,1,0
"95477",58668,1,2,30
"95478",58669,1,1,480
"95479",58669,1,2,20
"95480",58670,1,1,90
"95481",58671,1,1,0
"95482",58671,1,2,0
"95483",58671,1,3,300
"95484",58671,1,6,420
"95485",58672,1,1,10
"95486",58672,1,2,0
"95487",58672,1,3,0
"95488",58672,1,4,25
"95489",58672,1,5,0
"95490",58673,1,1,160
"95491",58673,1,2,170
"95492",58673,1,3,30
"95493",58673,1,4,30
"95494",58674,1,1,90
"95495",58674,1,2,500
"95496",58674,1,3,60
"95497",58674,1,4,30
"95498",58675,1,1,470
"95499",58675,1,2,300
"95500",58675,1,3,0
"95501",58675,1,4,140
"95502",58676,1,1,480
"95503",58676,1,2,20
"95504",58676,1,3,20
"95505",58676,1,4,100
"95506",58677,1,1,160
"95507",58677,1,2,150
"95508",58677,1,5,210
"95509",58678,1,1,60
"95510",58678,1,2,120
"95511",58679,1,1,0
"95512",58679,1,2,240
"95513",58679,1,3,0
"95514",58680,1,1,220
"95515",58682,1,1,600
"95516",58682,1,2,420
"95517",58682,1,3,240
"95518",58682,1,4,0
"95519",58683,1,1,180
"95520",58683,1,2,330
"95521",58683,1,3,0
"95522",58683,1,4,240
"95523",58684,1,1,95
"95524",58684,1,2,145
"95525",58684,1,3,20
"95526",58685,1,1,0
"95527",58685,1,2,90
"95528",58685,1,3,0
"95529",58685,1,4,100
"95530",58686,1,1,0
"95531",58686,1,2,240
"95532",58686,1,4,0
"95533",58686,2,1,0
"95534",58686,2,2,90
"95535",58687,1,1,210
"95536",58687,1,2,0
"95537",58688,1,1,365
"95538",58688,1,3,30
"95539",58689,1,1,75
"95540",58690,1,1,0
"95541",58690,1,2,180
"95542",58690,1,3,0
"95543",58690,1,4,0
"95544",58691,1,1,345
"95545",58692,1,1,130
"95546",58694,1,1,0
"95547",58695,1,1,0
"95548",58695,1,2,230
"95549",58696,1,1,60
"95550",58696,1,2,280
"95551",58696,1,3,30
"95552",58697,1,1,0
"95553",58697,1,2,135
"95554",58697,1,3,150
"95555",58698,1,1,120
"95556",58699,1,1,60
"95557",58699,1,4,180
"95558",58700,1,1,425
"95559",58701,1,1,345
"95560",58701,1,2,65
"95561",58703,1,1,0
"95562",58703,1,2,120
"95563",58703,1,3,120
"95564",58703,1,4,120
"95565",58704,1,1,155
"95566",58705,1,1,0
"95567",58705,1,2,450
"95568",58705,1,3,100
"95569",58705,1,4,30
"95570",58706,1,1,120
"95571",58706,1,2,150
"95572",58706,1,3,0
"95573",58707,1,1,110
"95574",58707,1,2,60
"95575",58708,1,1,240
"95576",58709,1,1,210
"95577",58710,1,1,270
"95578",58710,1,2,45
"95579",58711,1,1,155
"95580",58711,1,2,0
"95581",58711,1,3,40
"95582",58711,1,4,20
"95583",58712,1,1,0
"95584",58712,1,3,480
"95585",58713,1,1,130
"95586",58713,1,2,335
"95587",58713,1,3,0
"95588",58713,1,4,0
"95589",58714,1,1,720
"95590",58714,1,2,0
"95591",58715,1,1,0
"95592",58715,1,2,240
"95593",58715,1,3,0
"95594",58716,1,1,105
"95595",58716,1,2,15
"95596",58716,2,1,165
"95597",58716,2,2,0
"95598",58716,2,3,80
"95599",58717,1,1,480
"95600",58717,1,2,0
"95601",58717,1,3,120
"95602",58717,1,5,60
"95603",58718,1,1,30
"95604",58718,1,2,310
"95605",58718,1,3,0
"95606",58718,1,4,0
"95607",58718,1,5,35
"95608",58719,1,1,240
"95609",58720,1,1,120
"95610",58721,1,1,0
"95611",58721,1,2,365
"95612",58721,1,3,0
"95613",58722,1,1,420
"95614",58722,1,2,0
"95615",58722,1,3,120
"95616",58723,1,1,120
"95617",58723,1,2,0
"95618",58723,1,3,30
"95619",58724,1,1,0
"95620",58724,1,2,120
"95621",58725,1,1,60
"95622",58725,1,2,0
"95623",58726,1,1,420
"95624",58727,1,1,170
"95625",58727,1,2,5
"95626",58728,1,1,120
"95627",58728,1,2,190
"95628",58728,1,3,0
"95629",58729,1,1,240
"95630",58729,1,2,20
"95631",58729,1,3,40
"95632",58730,1,1,495
"95633",58730,1,2,0
"95634",58730,1,3,0
"95635",58732,1,1,420
"95636",58733,1,1,275
"95637",58734,1,1,70
"95638",58734,1,2,350
"95639",58735,1,1,360
"95640",58735,1,2,450
"95641",58736,1,1,0
"95642",58736,1,2,345
"95643",58736,1,3,0
"95644",58737,1,1,0
"95645",58737,1,2,150
"95646",58738,1,1,310
"95647",58738,1,2,200
"95648",58738,1,3,300
"95649",58740,1,1,170
"95650",58741,1,1,230
"95651",58741,1,2,180
"95652",58741,1,3,0
"95653",58741,1,4,20
"95654",58742,1,1,150
"95655",58742,1,2,390
"95656",58743,1,1,150
"95657",58744,1,1,0
"95658",58744,1,2,390
"95659",58745,1,1,0
"95660",58745,1,2,420
"95661",58746,1,1,460
"95662",58746,1,2,90
"95663",58746,1,3,210
"95664",58747,1,1,0
"95665",58747,1,2,515
"95666",58747,1,3,0
"95667",58749,1,1,185
"95668",58749,1,2,40
"95669",58749,1,3,0
"95670",58750,1,1,0
"95671",58750,1,2,150
"95672",58751,1,1,0
"95673",58751,1,2,180
"95674",58751,1,3,80
"95675",58751,1,5,100
"95676",58752,1,1,75
"95677",58752,1,2,0
"95678",58753,1,1,0
"95679",58753,1,2,390
"95680",58754,1,1,120
"95681",58754,1,2,300
"95682",58755,1,1,0
"95683",58755,1,2,290
"95684",58756,1,1,330
"95685",58757,1,1,0
"95686",58757,1,2,480
"95687",58758,1,1,240
"95688",58758,1,2,360
"95689",58759,1,1,140
"95690",58761,1,1,75
"95691",58762,1,1,60
"95692",58762,1,2,180
"95693",58762,1,3,23
"95694",58762,1,4,40
"95695",58763,1,1,0
"95696",58763,1,2,200
"95697",58763,1,3,60
"95698",58764,1,1,250
"95699",58764,1,2,10
"95700",58764,1,3,10
"95701",58764,1,4,240
"95702",58765,1,1,120
"95703",58765,1,2,600
"95704",58766,1,1,0
"95705",58766,1,2,140
"95706",58766,1,3,40
"95707",58767,1,1,240
"95708",58767,1,2,210
"95709",58768,1,1,240
"95710",58768,1,2,540
"95711",58768,1,4,480
"95712",58769,1,1,0
"95713",58769,1,2,240
"95714",58770,1,1,135
"95715",58770,1,2,105
"95716",58771,1,1,0
"95717",58771,1,2,420
"95718",58772,1,1,0
"95719",58772,1,2,240
"95720",58773,1,1,0
"95721",58773,1,2,285
"95722",58774,1,1,70
"95723",58774,1,2,180
"95724",58775,1,1,0
"95725",58775,1,2,360
"95726",58776,1,1,30
"95727",58777,1,1,0
"95728",58777,1,2,420
"95729",58778,1,1,90
"95730",58778,1,2,400
"95731",58779,1,1,200
"95732",58779,1,2,120
"95733",58780,1,1,300
"95734",58780,1,2,0
"95735",58780,1,3,30
"95736",58780,1,4,75
"95737",58780,1,5,15
"95738",58782,1,1,0
"95739",58782,1,2,195
"95740",58782,1,3,110
"95741",58783,1,1,205
"95742",58783,1,2,230
"95743",58783,1,3,0
"95744",58783,1,4,0
"95745",58784,1,1,210
"95746",58785,1,1,210
"95747",58785,1,2,0
"95748",58786,1,1,0
"95749",58786,1,2,60
"95750",58787,1,1,60
"95751",58787,1,2,435
"95752",58787,1,3,0
"95753",58787,1,4,0
"95754",58788,1,1,0
"95755",58788,1,2,180
"95756",58788,1,3,360
"95757",58788,1,4,40
"95758",58790,1,1,200
"95759",58792,1,1,250
"95760",58793,1,1,0
"95761",58793,1,2,405
"95762",58793,1,3,0
"95763",58794,1,1,30
"95764",58794,1,2,150
"95765",58796,1,1,420
"95766",58796,1,2,120
"95767",58796,1,3,120
"95768",58796,1,4,390
"95769",58797,1,1,0
"95770",58797,1,2,0
"95771",58798,1,1,300
"95772",58798,1,2,10
"95773",58798,1,3,30
"95774",58799,1,1,270
"95775",58799,1,2,20
"95776",58800,1,1,390
"95777",58800,1,3,0
"95778",58803,1,1,20
"95779",58803,1,2,195
"95780",58803,1,3,0
"95781",58804,1,1,600
"95782",58804,1,2,135
"95783",58804,1,3,130
"95784",58805,1,1,100
"95785",58806,1,1,120
"95786",58806,1,2,300
"95787",58806,1,3,60
"95788",58807,1,1,0
"95789",58807,1,2,330
"95790",58808,1,1,0
"95791",58808,1,2,360
"95792",58809,1,1,5
"95793",58809,1,2,0
"95794",58810,1,1,0
"95795",58810,1,2,460
"95796",58811,1,1,420
"95797",58811,1,2,0
"95798",58812,1,1,0
"95799",58812,1,2,480
"95800",58812,1,3,600
"95801",58813,1,1,240
"95802",58813,1,2,330
"95803",58813,1,3,120
"95804",58814,1,1,0
"95805",58814,1,2,240
"95806",58816,1,1,105
"95807",58817,1,1,65
"95808",58818,1,1,120
"95809",58818,1,2,150
"95810",58818,1,3,90
"95811",58818,1,4,210
"95812",58819,1,1,240
"95813",58819,1,2,0
"95814",58820,1,1,0
"95815",58820,1,2,165
"95816",58820,1,3,30
"95817",58821,1,1,40
"95818",58821,1,2,180
"95819",58821,1,3,0
"95820",58821,1,4,30
"95821",58822,1,1,390
"95822",58823,1,1,115
"95823",58823,1,2,0
"95824",58823,1,3,0
"95825",58824,1,1,90
"95826",58824,1,2,0
"95827",58824,1,3,10
"95828",58824,1,4,35
"95829",58825,1,1,0
"95830",58825,1,2,240
"95831",58825,1,3,60
"95832",58826,1,1,60
"95833",58826,1,2,130
"95834",58826,1,3,80
"95835",58827,1,1,540
"95836",58827,1,2,300
"95837",58827,1,3,450
"95838",58827,1,4,240
"95839",58827,1,5,0
"95840",58828,1,1,330
"95841",58828,1,2,0
"95842",58828,1,3,90
"95843",58829,1,1,270
"95844",58829,1,2,300
"95845",58829,1,3,195
"95846",58830,1,1,120
"95847",58830,1,2,600
"95848",58830,1,3,0
"95849",58830,1,4,180
"95850",58831,1,1,450
"95851",58831,1,2,65
"95852",58832,1,1,0
"95853",58832,1,2,230
"95854",58833,1,1,345
"95855",58834,1,1,240
"95856",58834,1,2,0
"95857",58834,1,3,60
"95858",58835,1,1,0
"95859",58835,1,2,554
"95860",58835,1,3,0
"95861",58836,1,1,0
"95862",58837,1,1,220
"95863",58837,1,2,82
"95864",58837,1,3,58
"95865",58838,1,1,20
"95866",58838,1,2,315
"95867",58838,1,3,325
"95868",58839,1,1,25
"95869",58839,1,2,260
"95870",58840,1,1,208
"95871",58840,1,2,0
"95872",58841,1,1,150
"95873",58842,1,1,180
"95874",58842,1,2,480
"95875",58842,1,3,240
"95876",58842,1,4,30
"95877",58843,1,1,0
"95878",58843,1,2,275
"95879",58844,1,1,60
"95880",58844,1,2,120
"95881",58844,1,3,180
"95882",58845,1,1,290
"95883",58845,1,2,0
"95884",58845,1,3,95
"95885",58846,1,1,0
"95886",58846,1,2,165
"95887",58847,1,1,440
"95888",58848,1,1,0
"95889",58849,1,1,30
"95890",58849,1,2,95
"95891",58850,1,1,105
"95892",58851,1,1,210
"95893",58852,1,1,90
"95894",58854,1,1,80
"95895",58854,1,3,0
"95896",58855,1,1,265
"95897",58855,1,2,120
"95898",58856,1,1,30
"95899",58856,1,2,130
"95900",58857,1,1,90
"95901",58857,1,2,240
"95902",58857,1,3,50
"95903",58857,1,4,180
"95904",58858,1,1,105
"95905",58858,1,2,45
"95906",58859,1,1,0
"95907",58859,1,2,300
"95908",58860,1,1,230
"95909",58860,1,2,0
"95910",58860,1,3,35
"95911",58860,1,4,0
"95912",58860,1,5,100
"95913",58861,1,1,190
"95914",58862,1,1,645
"95915",58862,1,2,75
"95916",58863,1,1,0
"95917",58863,1,2,455
"95918",58864,1,1,140
"95919",58864,1,2,420
"95920",58864,1,3,20
"95921",58864,1,4,90
"95922",58864,1,5,0
"95923",58865,1,1,240
"95924",58865,1,2,60
"95925",58865,1,3,0
"95926",58866,1,1,180
"95927",58866,1,2,225
"95928",58866,1,3,90
"95929",58866,1,4,30
"95930",58867,1,1,55
"95931",58867,1,2,210
"95932",58867,1,3,70
"95933",58868,1,1,30
"95934",58868,1,2,390
"95935",58869,1,1,150
"95936",58869,1,2,150
"95937",58869,1,3,0
"95938",58869,1,4,120
"95939",58869,1,5,90
"95940",58870,1,1,0
"95941",58871,1,1,390
"95942",58871,1,2,360
"95943",58872,1,1,200
"95944",58873,1,1,0
"95945",58873,1,2,240
"95946",58875,1,1,70
"95947",58875,1,2,185
"95948",58875,1,3,70
"95949",58876,1,1,190
"95950",58876,1,2,90
"95951",58876,1,3,35
"95952",58877,1,1,360
"95953",58877,1,2,180
"95954",58878,1,1,320
"95955",58879,1,1,40
"95956",58880,1,1,40
"95957",58880,1,2,45
"95958",58882,1,1,275
"95959",58884,1,1,150
"95960",58884,1,3,100
"95961",58885,1,1,60
"95962",58885,1,2,60
"95963",58885,1,4,140
"95964",58885,1,5,0
"95965",58885,1,7,0
"95966",58885,1,8,240
"95967",58887,1,1,0
"95968",58887,1,2,295
"95969",58887,1,3,40
"95970",58887,1,4,45
"95971",58887,1,5,75
"95972",58887,1,6,30
"95973",58888,1,1,60
"95974",58889,1,1,60
"95975",58889,1,2,180
"95976",58889,1,3,180
"95977",58890,1,1,260
"95978",58890,1,2,10
"95979",58890,1,3,0
"95980",58891,1,1,480
"95981",58891,1,2,0
"95982",58891,1,3,0
"95983",58892,1,1,180
"95984",58892,1,2,240
"95985",58893,1,1,80
"95986",58895,1,1,240
"95987",58895,1,2,360
"95988",58895,1,3,60
"95989",58895,1,4,30
"95990",58896,1,1,120
"95991",58896,1,2,570
"95992",58896,1,3,70
"95993",58897,1,1,270
"95994",58898,1,1,20
"95995",58898,1,2,540
"95996",58898,1,3,30
"95997",58898,1,4,50
"95998",58899,1,1,240
"95999",58899,1,2,300
"96000",58899,1,3,0
"96001",58900,1,1,0
"96002",58900,1,2,60
"96003",58901,1,1,155
"96004",58901,1,2,50
"96005",58902,1,1,0
"96006",58902,1,2,420
"96007",58903,1,1,430
"96008",58903,1,2,15
"96009",58904,1,1,60
"96010",58904,1,2,28
"96011",58904,1,3,130
"96012",58904,1,4,140
"96013",58905,1,1,165
"96014",58905,1,2,90
"96015",58905,1,3,0
"96016",58905,2,1,0
"96017",58905,2,2,195
"96018",58906,1,1,135
"96019",58907,1,1,175
"96020",58907,1,2,0
"96021",58907,1,3,0
"96022",58907,1,4,0
"96023",58907,1,5,0
"96024",58907,1,6,0
"96025",58908,1,1,150
"96026",58908,1,2,40
"96027",58908,1,3,90
"96028",58910,1,1,80
"96029",58910,1,2,0
"96030",58912,1,1,150
"96031",58913,1,1,150
"96032",58913,1,2,500
"96033",58913,1,3,60
"96034",58913,1,4,180
"96035",58914,1,1,240
"96036",58914,1,2,0
"96037",58915,1,1,845
"96038",58915,1,2,0
"96039",58916,1,1,0
"96040",58916,1,2,140
"96041",58916,1,3,30
"96042",58917,1,1,185
"96043",58917,1,2,105
"96044",58917,1,3,0
"96045",58917,1,4,0
"96046",58917,1,5,40
"96047",58918,1,1,60
"96048",58918,1,2,330
"96049",58919,1,1,290
"96050",58919,1,2,210
"96051",58920,1,1,135
"96052",58921,1,1,225
"96053",58921,1,2,90
"96054",58922,1,1,0
"96055",58922,1,2,450
"96056",58922,1,3,360
"96057",58922,1,4,0
"96058",58922,1,5,630
"96059",58922,1,7,0
"96060",58923,1,1,85
"96061",58923,1,2,0
"96062",58924,1,1,375
"96063",58924,1,2,0
"96064",58924,1,3,150
"96065",58925,1,1,225
"96066",58925,1,2,246
"96067",58925,1,3,0
"96068",58926,1,1,175
"96069",58926,1,2,15
"96070",58927,1,1,80
"96071",58927,1,2,450
"96072",58927,1,3,50
"96073",58927,1,4,105
"96074",58927,1,5,20
"96075",58928,1,1,45
"96076",58928,1,2,135
"96077",58929,1,1,0
"96078",58929,1,2,330
"96079",58930,1,1,60
"96080",58930,1,2,355
"96081",58930,1,3,80
"96082",58931,1,1,0
"96083",58931,1,2,210
"96084",58932,1,1,480
"96085",58932,1,2,120
"96086",58932,1,3,600
"96087",58934,1,1,90
"96088",58935,1,1,180
"96089",58935,1,2,550
"96090",58935,1,3,30
"96091",58936,1,1,0
"96092",58936,1,2,280
"96093",58936,1,3,0
"96094",58936,1,4,0
"96095",58937,1,1,300
"96096",58937,1,2,510
"96097",58937,1,3,0
"96098",58937,1,4,120
"96099",58937,1,5,100
"96100",58939,1,1,330
"96101",58940,1,1,10
"96102",58940,1,2,240
"96103",58940,1,3,20
"96104",58940,1,4,35
"96105",58940,1,5,35
"96106",58941,1,1,355
"96107",58941,1,2,0
"96108",58941,1,3,60
"96109",58941,1,4,50
"96110",58941,1,5,20
"96111",58941,1,7,0
"96112",58942,1,1,360
"96113",58942,1,2,60
"96114",58942,1,3,180
"96115",58943,1,1,220
"96116",58943,1,2,0
"96117",58943,1,3,50
"96118",58943,1,4,55
"96119",58946,1,1,60
"96120",58946,1,2,65
"96121",58947,1,1,235
"96122",58947,1,2,10
"96123",58948,1,1,0
"96124",58948,1,2,360
"96125",58948,1,6,120
"96126",58949,1,1,0
"96127",58949,1,2,240
"96128",58950,1,1,240
"96129",58951,1,1,70
"96130",58951,1,2,80
"96131",58952,1,1,0
"96132",58952,1,2,90
"96133",58952,1,3,90
"96134",58953,1,1,0
"96135",58953,1,2,155
"96136",58954,1,1,325
"96137",58954,1,2,0
"96138",58955,1,1,270
"96139",58956,1,1,30
"96140",58956,1,2,435
"96141",58956,1,3,0
"96142",58956,1,4,140
"96143",58956,1,6,225
"96144",58957,1,1,0
"96145",58957,1,2,0
"96146",58958,1,1,0
"96147",58958,1,2,100
"96148",58959,1,1,120
"96149",58959,1,2,240
"96150",58960,1,1,300
"96151",58960,1,2,210
"96152",58960,1,4,60
"96153",58961,1,1,0
"96154",58961,1,2,160
"96155",58961,1,3,10
"96156",58962,1,1,300
"96157",58962,1,2,360
"96158",58963,1,1,0
"96159",58963,1,2,460
"96160",58964,1,1,90
"96161",58965,1,1,370
"96162",58965,1,2,50
"96163",58965,1,3,0
"96164",58965,1,4,160
"96165",58966,1,1,210
"96166",58966,1,2,0
"96167",58966,1,3,240
"96168",58967,1,1,60
"96169",58967,1,2,245
"96170",58967,1,3,0
"96171",58968,1,1,110
"96172",58969,1,1,420
"96173",58970,1,1,240
"96174",58970,1,2,360
"96175",58971,1,1,170
"96176",58971,1,2,120
"96177",58973,1,1,210
"96178",58975,1,1,0
"96179",58975,1,2,360
"96180",58975,1,4,0
"96181",58975,1,5,120
"96182",58975,1,7,0
"96183",58976,1,1,10
"96184",58976,1,2,400
"96185",58976,1,3,0
"96186",58977,1,1,0
"96187",58977,1,2,240
"96188",58977,1,3,0
"96189",58978,1,1,35
"96190",58978,1,2,555
"96191",58978,1,3,0
"96192",58978,1,4,15
"96193",58978,1,5,0
"96194",58979,1,1,65
"96195",58980,1,1,0
"96196",58980,1,2,360
"96197",58981,1,1,70
"96198",58981,1,2,165
"96199",58982,1,1,225
"96200",58982,1,2,0
"96201",58983,1,1,420
"96202",58983,1,2,240
"96203",58984,1,1,0
"96204",58984,1,2,90
"96205",58985,1,1,240
"96206",58985,1,2,555
"96207",58986,1,1,265
"96208",58986,1,2,0
"96209",58986,1,3,20
"96210",58986,1,4,150
"96211",58986,1,5,0
"96212",58987,1,1,320
"96213",58987,1,3,0
"96214",58988,1,1,240
"96215",58988,1,2,60
"96216",58988,1,3,260
"96217",58989,1,1,270
"96218",58989,1,2,0
"96219",58991,1,1,20
"96220",58991,1,2,300
"96221",58992,1,1,30
"96222",58992,1,2,285
"96223",58992,1,3,20
"96224",58993,1,1,0
"96225",58993,1,2,390
"96226",58994,1,1,110
"96227",58995,1,1,0
"96228",58995,1,2,0
"96229",58995,1,3,300
"96230",58995,1,4,0
"96231",58995,1,5,0
"96232",58995,1,6,30
"96233",58996,1,1,50
"96234",58996,1,2,470
"96235",58997,1,1,125
"96236",58997,1,2,0
"96237",58997,1,3,10
"96238",58997,1,4,360
"96239",58997,1,5,10
"96240",58998,1,1,0
"96241",58998,1,2,290
"96242",58999,1,1,150
"96243",58999,1,2,30
"96244",58999,1,3,30
"96245",59000,1,1,330
"96246",59000,1,2,60
"96247",59000,1,3,205
"96248",59000,1,4,30
"96249",59000,1,5,70
"96250",59001,1,1,20
"96251",59002,1,1,188
"96252",59002,1,2,10
"96253",59002,1,3,0
"96254",59003,1,1,15
"96255",59003,1,2,340
"96256",59003,1,3,90
"96257",59004,1,1,100
"96258",59004,1,2,100
