"","vivienda","hogar","tipo_ocupacion","subsidio","lavadora","secadora","nevera","licuadora","plancha","estufa","horno","lava_platos","aspiradora","automovil","motocicleta","servicio_dom"
"22330",38991,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0
"22331",38992,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0
"22332",38993,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0
"22333",38994,1,3,0,1,0,1,1,0,1,0,0,0,0,1,0
"22334",38995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"22335",38996,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0
"22336",38997,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22337",38998,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"22338",38999,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0
"22339",39000,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0
"22340",39001,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
"22341",39002,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"22342",39003,1,3,0,1,0,1,1,0,1,0,0,0,0,1,0
"22343",39004,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
"22344",39006,1,3,1,1,0,1,1,1,1,0,0,0,0,0,0
"22345",39009,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"22346",39011,1,3,0,0,0,1,1,0,1,0,0,0,0,1,0
"22347",39012,1,4,0,0,0,1,1,0,0,0,0,0,0,1,0
"22348",39013,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"22349",39014,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"22350",39015,1,3,0,0,0,1,1,0,1,0,0,0,0,1,0
"22351",39016,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0
"22352",39017,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0
"22353",39018,1,4,0,1,0,1,1,0,1,0,0,0,0,1,0
"22354",39020,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
"22355",39021,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"22356",39022,1,3,0,1,0,1,1,1,1,0,0,0,1,1,0
"22357",39023,1,3,0,1,0,1,1,1,1,1,0,0,0,1,0
"22358",39025,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"22359",39026,1,3,0,1,0,1,1,1,1,1,0,1,0,1,0
"22360",39027,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0
"22361",39028,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"22362",39029,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0
"22363",39030,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
"22364",39031,1,3,0,1,1,0,1,0,1,0,0,0,0,0,0
"22365",39032,1,3,0,1,0,1,1,1,1,0,1,0,0,0,0
"22366",39033,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1
"22367",39034,1,3,0,1,0,1,1,1,1,0,0,0,0,1,0
"22368",39035,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"22369",39037,1,4,0,1,0,1,1,0,1,0,0,0,0,0,0
"22370",39038,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"22371",39039,1,4,0,0,0,1,1,1,1,0,0,0,0,0,0
"22372",39040,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0
"22373",39041,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0
"22374",39042,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0
"22375",39043,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0
"22376",39046,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
"22377",39047,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"22378",39048,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0
"22379",39049,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
"22380",39050,1,3,0,1,0,1,1,1,1,1,0,0,1,0,0
"22381",39051,1,5,0,1,0,1,1,0,1,0,0,0,0,0,0
"22382",39052,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22383",39053,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0
"22384",39054,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22385",39056,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0
"22386",39058,1,3,0,1,0,1,0,0,1,0,0,0,0,0,0
"22387",39059,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0
"22388",39060,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"22389",39061,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22390",39062,1,3,0,1,0,1,1,1,1,1,0,0,1,0,1
"22391",39063,1,3,0,1,0,1,1,1,1,1,0,0,0,1,0
"22392",39064,1,3,0,1,1,1,1,1,1,0,0,0,0,1,0
"22393",39065,1,3,0,1,0,1,1,0,1,0,0,0,0,0,0
"22394",39066,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0
"22395",39067,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"22396",39068,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22397",39069,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0
"22398",39070,1,4,0,1,0,1,1,1,1,0,0,0,0,1,0
"22399",39071,1,3,0,1,0,1,1,0,1,1,0,0,0,0,0
"22400",39072,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22401",39073,1,3,0,1,0,1,1,1,1,1,0,0,0,1,0
"22402",39075,1,4,0,0,0,1,1,1,1,0,0,0,0,0,0
"22403",39076,3,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"22404",39076,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0
"22405",39076,4,3,0,0,0,0,1,1,0,0,0,0,0,0,0
"22406",39076,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22407",39077,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"22408",39078,1,3,0,1,1,1,1,0,1,0,0,0,0,1,0
"22409",39079,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"22410",39081,1,3,0,1,0,1,1,1,1,1,0,0,0,0,1
"22411",39082,1,3,1,1,0,1,1,1,1,0,0,0,0,1,0
"22412",39083,1,3,0,1,0,1,1,0,1,1,0,0,0,0,0
"22413",39084,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22414",39086,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"22415",39088,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0
"22416",39089,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"22417",39090,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"22418",39091,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"22419",39094,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0
"22420",39096,1,5,0,1,0,1,1,0,1,0,0,0,0,0,0
"22421",39097,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"22422",39098,1,3,0,1,0,1,1,1,1,0,0,1,1,0,0
"22423",39100,1,4,0,1,0,1,1,1,1,1,0,1,1,0,0
"22424",39101,1,3,0,1,0,1,1,1,1,0,0,0,0,1,0
"22425",39102,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"22426",39103,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"22427",39104,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
"22428",39105,1,3,1,0,0,0,0,1,1,0,0,0,0,0,0
"22429",39106,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"22430",39107,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0
"22431",39108,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0
"22432",39109,1,3,0,1,1,1,1,1,1,1,1,1,0,0,0
"22433",39110,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"22434",39111,1,3,1,0,0,1,0,1,1,0,0,0,0,0,0
"22435",39112,1,4,0,1,0,1,1,1,1,0,0,0,0,0,0
"22436",39113,1,3,0,0,0,1,1,1,0,0,0,0,0,0,0
"22437",39114,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0
"22438",39115,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
"22439",39116,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0
"22440",39117,1,5,0,1,0,1,1,1,1,0,0,0,0,0,0
"22441",39118,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0
"22442",39119,1,2,0,1,0,1,1,1,1,1,0,0,1,0,0
"22443",39120,1,3,0,0,0,1,1,0,1,0,0,0,0,1,0
"22444",39121,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"22445",39123,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"22446",39124,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"22447",39125,1,3,0,1,1,1,1,1,1,1,0,1,0,0,0
"22448",39126,1,3,0,1,0,1,1,0,1,1,0,0,1,0,0
"22449",39127,1,3,0,1,0,1,1,0,1,0,0,0,0,0,0
"22450",39129,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"22451",39130,1,3,0,1,0,1,1,1,1,0,0,0,1,0,0
"22452",39131,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"22453",39132,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1
"22454",39133,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"22455",39135,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0
"22456",39137,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22457",39138,1,3,0,1,1,1,1,1,1,1,0,1,1,0,1
"22458",39139,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"22459",39140,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
"22460",39141,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0
"22461",39142,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
"22462",39143,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"22463",39145,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"22464",39146,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0
"22465",39147,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"22466",39149,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
"22467",39151,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0
"22468",39153,1,2,0,1,0,1,1,0,1,0,0,0,0,1,0
"22469",39154,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"22470",39155,1,3,0,1,0,1,1,1,1,0,0,0,0,1,0
"22471",39157,1,3,0,1,0,1,1,1,0,0,0,0,0,0,0
"22472",39158,1,4,0,1,0,1,1,1,1,0,0,0,0,1,0
"22473",39159,1,3,0,0,0,1,1,0,1,0,0,0,0,1,0
"22474",39160,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22475",39162,1,3,0,1,1,1,1,1,1,1,0,0,0,1,0
"22476",39163,1,3,0,1,1,1,1,1,1,0,0,0,0,1,0
"22477",39164,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0
"22478",39165,1,3,0,1,0,1,1,0,1,0,0,0,0,0,0
"22479",39166,1,4,0,0,0,0,1,1,1,0,0,0,0,0,0
"22480",39167,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22481",39168,1,3,0,1,0,1,1,0,1,1,0,0,0,1,0
"22482",39169,1,4,0,1,0,1,1,1,1,0,0,0,0,0,0
"22483",39170,1,3,0,1,0,1,1,1,1,1,0,0,0,0,0
"22484",39172,1,3,0,1,0,1,1,0,1,1,0,1,1,0,0
"22485",39173,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
"22486",39174,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0
"22487",39175,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
"22488",39176,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
"22489",39177,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"22490",39178,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0
"22491",39181,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22492",39182,1,2,0,1,0,1,1,1,1,1,0,0,1,0,0
"22493",39183,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
"22494",39184,1,3,0,1,0,1,1,1,1,0,0,0,1,0,0
"22495",39186,1,3,0,1,0,1,1,0,1,0,0,0,0,0,0
"22496",39190,1,3,1,0,0,1,1,1,1,1,0,0,0,0,0
"22497",39193,1,3,0,1,0,1,1,1,1,1,0,1,1,0,0
"22498",39195,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
"22499",39196,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
"22500",39197,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0
"22501",39198,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"22502",39200,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0
"22503",39201,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0
"22504",39202,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"22505",39203,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"22506",39204,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0
"22507",39205,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0
"22508",39206,1,3,0,1,0,1,1,1,1,1,0,0,0,0,0
"22509",39207,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0
"22510",39209,1,5,0,1,0,1,1,1,1,0,0,0,0,0,0
"22511",39210,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22512",39212,1,3,0,1,0,1,1,0,1,0,0,0,0,0,0
"22513",39213,1,3,0,1,0,1,1,0,1,0,0,0,0,1,0
"22514",39214,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22515",39215,1,3,0,1,0,1,1,1,1,1,0,0,0,1,0
"22516",39217,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"22517",39218,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
"22518",39220,1,3,0,1,0,1,1,1,1,1,0,0,0,1,0
"22519",39221,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"22520",39222,1,3,1,0,0,1,1,0,1,0,0,0,0,0,0
"22521",39223,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
"22522",39225,1,3,0,1,0,1,1,1,1,0,0,0,1,0,0
"22523",39226,1,3,0,1,0,1,1,1,1,0,0,0,0,1,0
"22524",39227,1,5,0,0,0,1,1,1,1,0,0,0,0,0,0
"22525",39228,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22526",39229,1,3,0,1,0,1,1,1,1,0,0,0,0,1,0
"22527",39230,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22528",39231,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0
"22529",39232,1,3,0,1,0,1,1,1,1,1,0,0,1,0,0
"22530",39234,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"22531",39235,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0
"22532",39236,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22533",39237,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0
"22534",39238,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"22535",39240,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0
"22536",39241,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1
"22537",39242,1,2,0,1,0,1,1,1,1,0,0,0,0,0,0
"22538",39243,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22539",39244,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0
"22540",39245,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1
"22541",39247,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22542",39248,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"22543",39249,1,3,0,1,0,1,1,1,1,0,0,0,0,1,0
"22544",39253,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22545",39254,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"22546",39255,1,3,1,1,0,1,1,1,1,1,0,0,0,0,0
"22547",39258,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"22548",39259,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
"22549",39261,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0
"22550",39262,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
"22551",39263,1,2,0,0,0,1,1,1,1,0,0,0,0,0,0
"22552",39264,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22553",39266,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0
"22554",39267,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0
"22555",39269,1,5,0,0,0,1,1,0,0,0,0,0,0,0,0
"22556",39270,1,3,0,1,0,1,1,1,1,0,0,0,1,0,1
"22557",39271,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1
"22558",39273,1,4,0,1,0,1,1,1,1,0,0,0,0,1,0
"22559",39274,1,3,0,1,0,1,1,1,1,1,0,0,0,0,0
"22560",39275,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0
"22561",39276,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0
"22562",39279,1,4,0,0,0,1,1,0,1,0,0,0,0,0,0
"22563",39280,1,3,0,1,0,1,1,0,1,0,0,0,0,1,0
"22564",39281,1,3,1,1,0,1,0,0,1,0,0,0,0,0,0
"22565",39282,1,3,0,1,0,1,0,0,1,0,0,0,0,0,0
"22566",39283,1,3,0,1,0,1,1,1,1,1,0,1,0,1,0
"22567",39285,1,4,0,0,0,1,1,1,1,0,0,0,0,1,0
"22568",39286,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
"22569",39287,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"22570",39288,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
"22571",39290,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"22572",39291,1,3,0,1,0,1,1,1,1,0,0,0,0,1,0
"22573",39292,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"22574",39295,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"22575",39296,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"22576",39296,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
"22577",39299,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0
"22578",39300,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"22579",39301,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"22580",39302,1,3,0,1,0,1,0,0,1,0,0,0,0,0,0
"22581",39304,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0
"22582",39305,1,3,0,1,0,1,1,1,1,0,0,0,1,0,0
"22583",39306,1,3,0,1,0,1,1,1,1,0,0,0,0,1,0
"22584",39309,1,4,0,1,0,1,1,1,1,0,0,0,1,0,0
"22585",39310,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"22586",39312,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"22587",39314,1,3,0,1,1,1,1,1,1,0,0,0,0,1,0
"22588",39315,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0
"22589",39317,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"22590",39319,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
"22591",39321,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0
"22592",39324,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0
"22593",39325,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
"22594",39326,1,4,0,1,0,1,1,1,1,1,0,0,0,0,0
"22595",39327,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0
"22596",39328,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"22597",39329,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22598",39330,1,3,0,1,0,1,1,0,1,0,0,0,0,0,0
"22599",39331,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0
"22600",39332,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0
"22601",39334,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"22602",39337,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0
"22603",39338,1,4,0,1,0,1,1,0,1,0,0,0,0,0,0
"22604",39339,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
"22605",39340,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"22606",39341,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0
"22607",39342,1,3,0,1,0,1,1,1,1,0,0,0,0,1,0
"22608",39344,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1
"22609",39345,1,3,0,1,1,1,1,1,1,0,0,0,0,0,0
"22610",39346,1,4,1,0,0,1,1,1,1,0,0,0,0,0,0
"22611",39347,1,4,1,0,0,1,1,0,1,0,0,0,0,0,0
"22612",39348,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"22613",39349,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
"22614",39350,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"22615",39353,2,4,1,0,0,1,1,1,1,0,0,0,0,1,0
"22616",39353,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"22617",39354,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0
"22618",39355,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0
"22619",39356,1,3,0,1,0,1,1,1,1,0,0,0,0,1,0
"22620",39358,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
"22621",39359,1,3,0,1,1,1,1,1,1,1,0,1,1,0,1
"22622",39361,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
"22623",39362,1,3,0,1,1,1,1,1,1,0,0,0,0,0,0
"22624",39363,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22625",39364,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
"22626",39365,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"22627",39366,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
"22628",39368,1,4,0,0,0,1,1,1,1,0,0,0,0,0,0
"22629",39369,1,3,1,0,0,1,0,0,1,0,0,0,0,0,0
"22630",39370,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0
"22631",39371,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"22632",39372,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
"22633",39373,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0
"22634",39374,1,4,0,1,0,1,1,1,1,0,0,0,0,0,0
"22635",39378,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0
"22636",39379,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
"22637",39380,1,4,0,1,1,1,1,1,1,1,0,0,0,0,0
"22638",39384,1,4,0,0,0,1,1,1,0,0,0,0,0,0,0
"22639",39385,1,3,0,1,0,1,1,1,1,1,0,1,1,0,0
"22640",39387,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"22641",39388,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"22642",39389,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"22643",39391,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0
"22644",39392,1,4,0,1,0,1,1,1,1,0,0,0,0,0,0
"22645",39394,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"22646",39395,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1
"22647",39396,1,3,0,1,0,1,1,0,1,0,0,0,0,1,0
"22648",39397,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"22649",39398,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
"22650",39399,1,4,1,1,0,1,1,1,0,0,0,0,0,0,0
"22651",39400,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22652",39401,1,3,0,1,1,1,1,1,1,1,0,1,1,1,1
"22653",39402,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0
"22654",39404,1,3,0,0,1,1,1,1,1,0,0,0,0,1,0
"22655",39407,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"22656",39408,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0
"22657",39410,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0
"22658",39413,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1
"22659",39414,1,3,0,1,0,1,1,1,1,1,0,1,1,0,0
"22660",39415,1,2,0,1,0,1,1,1,1,0,0,0,0,0,0
"22661",39416,1,3,0,1,0,1,1,1,1,0,0,0,0,1,0
"22662",39417,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
"22663",39418,1,3,0,1,0,1,1,1,1,1,0,0,0,0,0
"22664",39419,1,4,1,1,0,1,1,0,1,0,0,0,0,0,0
"22665",39420,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
"22666",39423,1,2,0,1,0,1,1,0,1,0,0,0,1,1,0
"22667",39424,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0
"22668",39425,1,3,0,1,0,1,1,1,1,1,0,0,0,0,0
"22669",39426,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0
"22670",39427,1,2,0,1,0,1,1,1,1,1,0,0,0,1,0
"22671",39428,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22672",39429,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"22673",39430,1,4,0,1,0,1,1,0,1,1,0,0,1,0,0
"22674",39431,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"22675",39432,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"22676",39434,1,4,0,0,0,1,1,1,1,0,0,0,0,1,0
"22677",39435,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0
"22678",39438,1,5,1,0,0,1,1,1,0,0,0,0,0,0,0
"22679",39439,1,5,0,1,0,1,1,1,1,1,0,0,0,0,0
"22680",39443,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
"22681",39446,1,3,0,1,0,1,1,1,1,1,0,0,1,1,0
"22682",39447,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"22683",39449,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0
"22684",39450,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1
"22685",39452,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"22686",39453,1,2,0,1,0,1,1,0,1,0,0,0,0,0,0
"22687",39455,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22688",39456,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"22689",39457,1,2,0,1,0,1,1,1,1,0,0,0,0,0,0
"22690",39458,1,4,0,1,0,1,1,1,1,0,0,0,0,0,0
"22691",39461,1,3,0,0,1,0,0,1,1,0,0,0,0,0,0
"22692",39462,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
"22693",39463,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"22694",39464,1,3,0,1,0,1,1,0,1,0,0,0,0,0,0
"22695",39465,1,3,0,1,0,1,1,1,1,0,0,0,0,1,0
"22696",39467,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"22697",39469,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"22698",39470,1,4,0,1,1,1,1,1,1,0,0,0,0,0,0
"22699",39471,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
"22700",39473,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
"22701",39474,1,4,1,0,0,1,1,0,1,0,0,0,0,0,0
"22702",39475,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"22703",39476,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"22704",39477,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
"22705",39478,1,4,0,0,0,1,1,1,1,0,0,0,0,0,0
