"","vivienda","hogar","tipo_ocupacion","subsidio","lavadora","secadora","nevera","licuadora","plancha","estufa","horno","lava_platos","aspiradora","automovil","motocicleta","servicio_dom"
"1",3,1,3,0,1,0,1,1,0,1,0,0,0,1,0,0
"2",7,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
"3",11,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0
"4",14,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0
"5",17,1,3,0,0,0,1,1,1,1,0,0,0,0,0,1
"6",20,1,2,0,1,0,1,1,1,1,1,0,0,1,0,0
"7",23,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"8",26,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"9",27,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
"10",31,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"11",38,1,3,0,0,0,1,1,1,1,0,0,0,0,1,0
"12",46,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"13",54,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"14",59,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
"15",59,2,4,0,0,0,1,1,1,1,0,0,0,0,1,0
"16",60,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"17",65,1,3,1,0,0,1,1,0,1,0,0,0,0,0,0
"18",68,1,2,0,1,0,1,1,1,1,0,0,0,0,0,0
"19",70,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"20",73,1,3,0,1,0,1,1,0,1,0,0,0,0,1,0
"21",76,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"22",77,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1
"23",78,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0
"24",80,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
"25",84,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"26",87,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0
"27",88,1,4,1,0,0,1,1,0,1,0,0,0,0,0,0
"28",92,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0
"29",94,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
"30",96,1,4,0,1,1,1,1,1,1,1,0,0,0,0,0
"31",100,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
"32",101,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0
"33",103,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
"34",104,1,3,0,1,0,1,1,1,1,0,0,0,0,1,0
"35",106,1,4,0,1,0,1,1,1,1,0,0,0,0,0,0
"36",107,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0
"37",114,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
"38",115,1,3,0,1,1,1,1,1,1,1,0,0,0,0,1
"39",118,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0
"40",125,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
"41",131,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"42",135,1,4,0,1,0,1,1,1,1,0,0,0,0,0,0
"43",136,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"44",140,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"45",143,1,3,0,1,1,1,1,0,1,0,0,0,1,1,0
"46",144,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0
"47",146,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"48",147,1,3,0,1,0,1,1,1,1,0,0,0,1,1,0
"49",150,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"50",151,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
"51",158,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"52",160,1,3,1,1,0,1,1,0,1,0,0,0,0,0,0
"53",167,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0
"54",178,1,4,0,1,0,1,1,1,1,0,0,0,0,0,0
"55",179,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"56",180,1,3,0,1,1,1,1,1,1,1,0,0,1,0,0
"57",181,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
"58",183,1,3,0,1,0,1,1,1,0,0,0,0,0,0,0
"59",186,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"60",187,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"61",188,1,4,1,0,0,1,0,0,1,0,0,0,0,0,0
"62",189,1,4,0,0,0,1,1,0,1,0,0,0,0,1,0
"63",193,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",194,1,3,0,1,0,1,0,1,1,0,0,0,0,0,0
"65",197,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"66",200,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
"67",204,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"68",208,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"69",210,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"70",214,1,3,0,1,0,1,1,1,1,1,0,0,1,0,0
"71",216,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0
"72",219,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"73",223,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
"74",224,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",227,1,3,0,1,0,1,1,1,1,1,0,0,0,1,0
"76",229,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0
"77",230,1,5,1,0,0,1,0,0,1,0,0,0,0,0,0
"78",232,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
"79",239,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",241,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"81",242,1,5,0,0,0,1,0,0,1,0,0,0,0,0,0
"82",243,1,3,0,0,0,1,1,1,1,0,0,0,0,1,0
"83",245,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"84",246,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",251,1,3,0,1,1,1,1,0,1,0,0,0,0,1,0
"86",252,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0
"87",253,1,4,0,1,0,1,1,1,1,0,0,0,0,1,0
"88",256,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0
"89",259,1,2,0,1,0,1,1,1,1,1,0,0,1,0,0
"90",263,1,3,1,1,0,0,1,0,1,0,0,0,0,0,0
"91",266,1,3,0,1,1,1,1,1,1,0,0,0,0,0,0
"92",267,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"93",268,1,3,0,0,0,0,1,1,1,0,0,0,0,0,0
"94",272,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
"95",275,1,2,0,1,0,1,1,1,1,0,0,0,1,0,0
"96",277,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"97",278,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0
"98",282,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0
"99",285,1,3,0,1,0,1,1,1,1,0,0,0,0,1,0
"100",288,1,3,0,1,0,1,1,1,1,0,0,0,1,0,0
"101",290,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0
"102",293,1,3,0,1,0,1,1,0,1,0,0,0,0,1,0
"103",294,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0
"104",309,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"105",310,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0
"106",312,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"107",315,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"108",319,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0
"109",321,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0
"110",324,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0
"111",326,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"112",327,1,3,0,1,0,1,1,1,1,1,0,0,1,0,0
"113",328,1,2,0,1,0,1,1,1,1,0,0,1,0,1,0
"114",329,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"115",330,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
"116",333,1,3,0,1,0,1,0,1,1,0,0,0,0,0,0
"117",334,1,2,0,1,0,1,1,1,1,1,0,0,0,0,0
"118",341,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
"119",345,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"120",347,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1
"121",349,1,4,1,1,0,1,1,0,1,0,0,0,0,1,0
"122",350,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"123",351,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"124",353,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0
"125",354,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0
"126",358,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
"127",360,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
"128",364,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
"129",368,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"130",369,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"131",370,1,3,0,1,1,1,1,0,1,0,0,0,0,1,1
"132",371,1,4,0,0,0,1,1,0,1,0,0,0,0,0,0
"133",374,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"134",375,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0
"135",378,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",380,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"137",383,1,3,0,1,1,1,1,1,1,0,0,0,0,1,0
"138",387,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0
"139",396,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
"140",397,1,4,0,0,0,1,1,1,1,0,0,0,0,1,0
"141",398,1,5,0,0,0,1,1,0,1,0,0,0,0,0,0
"142",400,1,3,1,1,1,1,1,0,1,0,0,0,1,1,0
"143",403,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"144",404,1,4,0,1,0,0,1,1,1,0,0,0,0,0,0
"145",409,1,3,1,1,0,0,0,1,1,0,0,0,0,0,0
"146",411,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
"147",416,1,4,0,1,1,1,1,1,1,0,0,0,0,0,0
"148",416,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"149",416,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0
"150",417,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"151",418,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
"152",420,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"153",421,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0
"154",426,1,3,0,1,1,1,1,0,1,1,0,0,1,1,0
"155",429,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"156",431,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
"157",437,1,3,0,1,0,1,0,1,1,0,0,0,0,0,0
"158",439,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"159",440,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"160",441,1,3,0,1,0,1,1,1,1,0,0,0,0,1,0
"161",443,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"162",446,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"163",447,1,3,1,1,0,1,1,0,1,1,0,0,0,0,0
"164",449,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0
"165",451,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0
"166",452,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0
"167",453,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"168",455,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0
"169",460,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"170",462,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
"171",464,1,4,1,0,0,0,0,0,1,0,0,0,0,1,0
"172",465,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"173",466,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"174",467,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
"175",469,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
"176",470,1,3,0,1,0,1,1,0,1,0,0,0,0,0,0
"177",471,1,3,1,1,1,1,1,1,1,0,0,0,0,1,0
"178",472,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0
"179",474,1,2,0,1,1,1,1,1,1,1,0,0,1,0,0
"180",477,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"181",478,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0
"182",484,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"183",488,1,3,0,0,0,1,1,0,1,0,0,0,0,1,0
"184",491,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"185",494,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"186",495,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"187",496,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"188",498,1,2,0,1,0,1,1,1,1,0,0,0,0,0,0
"189",507,1,3,0,1,1,1,1,1,1,1,0,1,1,1,1
"190",508,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
"191",511,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0
"192",512,1,3,0,0,0,0,1,1,1,0,0,0,0,0,0
"193",513,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"194",517,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0
"195",518,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
"196",525,1,4,1,0,0,0,1,1,1,0,0,0,0,0,0
"197",530,1,3,0,1,0,1,0,0,1,0,0,0,0,0,0
"198",534,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0
"199",535,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"200",536,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0
"201",542,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0
"202",546,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0
"203",549,1,4,1,1,0,1,1,1,1,0,0,0,1,0,0
"204",552,1,2,1,1,0,1,1,0,1,0,0,0,0,0,0
"205",553,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0
"206",555,1,3,0,1,1,1,1,1,1,1,0,0,0,1,0
"207",557,1,3,1,0,0,1,1,1,1,0,0,0,0,0,0
"208",563,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
"209",567,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0
"210",568,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"211",569,1,3,0,1,1,1,1,1,1,0,0,0,1,1,0
"212",577,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
"213",579,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"214",583,1,2,0,1,0,1,1,0,1,0,0,0,1,1,0
"215",585,1,3,0,1,0,1,1,1,1,0,0,0,0,1,0
"216",587,1,3,0,1,0,0,1,1,1,0,0,0,0,0,0
"217",589,1,3,0,1,1,1,1,1,1,0,0,0,0,0,0
"218",592,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"219",596,1,3,0,1,1,1,1,1,1,0,0,0,0,1,0
"220",597,1,2,0,1,0,1,0,0,1,0,0,0,0,1,0
"221",598,1,3,0,1,1,1,0,0,1,0,0,0,0,0,1
"222",599,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0
"223",601,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0
"224",604,1,2,0,1,1,1,1,1,1,1,0,0,1,0,1
"225",608,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0
"226",612,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0
"227",616,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0
"228",622,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"229",626,1,5,0,1,1,1,0,0,1,0,0,0,0,1,0
"230",629,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
"231",635,1,5,0,0,0,1,1,1,1,0,0,0,0,0,0
"232",638,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"233",643,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"234",644,1,3,0,0,0,1,1,1,1,0,0,0,0,1,0
"235",646,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
"236",648,1,4,0,0,0,1,1,0,1,0,0,0,0,0,0
"237",649,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
"238",651,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0
"239",655,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
"240",658,1,3,0,1,0,1,1,1,1,1,0,0,0,0,0
"241",662,1,3,0,1,0,1,1,0,1,0,0,0,1,0,0
"242",665,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"243",669,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"244",671,1,2,0,1,0,1,1,1,1,0,0,0,0,1,0
"245",672,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"246",673,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"247",675,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0
"248",677,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"249",682,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
"250",684,1,2,0,1,0,1,1,1,1,0,0,0,1,0,0
"251",685,1,3,0,1,0,1,1,1,1,0,0,0,1,0,0
"252",686,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
"253",688,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
"254",693,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"255",696,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0
"256",697,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0
"257",699,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
"258",704,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0
"259",710,1,2,1,0,0,1,1,0,1,0,0,0,0,0,0
"260",712,1,3,0,1,1,1,1,1,1,1,0,0,0,0,0
"261",713,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"262",714,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0
"263",717,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0
"264",719,1,5,0,0,0,1,1,0,0,0,0,0,0,0,0
"265",722,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0
"266",727,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"267",1413,1,4,0,0,0,1,0,1,1,0,0,0,0,0,0
"268",1414,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"269",1416,1,3,0,1,0,1,1,1,1,1,0,0,1,1,1
"270",1417,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
"271",1418,1,4,1,0,0,0,0,0,0,0,0,0,1,1,0
"272",1421,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0
"273",1423,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"274",1424,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
"275",1425,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"276",1426,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0
"277",1429,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0
"278",1431,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
"279",1434,1,3,0,1,0,1,1,1,1,1,0,0,0,0,0
"280",1435,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"281",1441,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"282",1442,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"283",1444,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"284",1449,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
"285",1450,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"286",1453,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0
"287",1454,1,3,0,0,0,1,1,0,1,0,0,0,0,0,1
"288",1456,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0
"289",1457,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
"290",1460,1,4,0,0,0,1,0,1,0,0,0,0,0,1,0
"291",1461,1,3,1,1,1,1,0,0,1,0,0,0,0,0,0
"292",1462,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"293",1465,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"294",1469,1,3,0,0,0,0,1,1,1,0,0,0,0,0,0
"295",1470,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0
"296",1477,1,3,1,1,0,1,1,1,1,0,0,0,0,1,0
"297",1478,1,4,0,1,0,1,1,1,1,0,0,0,0,0,0
"298",1479,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"299",1483,1,4,0,0,0,1,1,0,1,0,0,0,0,1,0
"300",1484,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0
"301",1487,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0
"302",1490,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"303",1491,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"304",1492,1,4,0,1,1,0,1,0,1,0,0,0,0,1,0
"305",1495,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"306",1501,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
"307",1502,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"308",1503,1,4,0,0,0,1,1,0,1,0,0,0,0,0,0
"309",1505,1,3,0,1,1,1,1,1,1,1,0,0,0,0,0
"310",1506,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"311",1510,1,3,0,1,0,1,1,0,1,0,0,0,0,0,0
"312",1511,1,3,0,1,1,1,1,0,1,0,0,0,0,1,1
"313",1512,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0
"314",1517,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0
"315",1519,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"316",1520,1,3,1,1,0,1,1,0,1,0,0,0,0,0,0
"317",1521,1,4,0,1,1,1,1,1,1,0,0,0,1,1,0
"318",1526,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"319",1528,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"320",1529,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"321",1531,1,3,0,1,0,1,1,1,1,1,0,0,1,0,0
"322",1532,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"323",1534,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0
"324",1538,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"325",1539,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0
"326",1543,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"327",1544,1,4,1,0,0,1,1,0,1,0,0,0,0,0,0
"328",1546,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"329",1547,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"330",1549,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0
"331",1551,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1
"332",1552,1,3,0,1,0,1,1,1,1,0,0,0,0,1,0
"333",1553,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1
"334",1555,1,3,0,1,0,1,1,1,1,1,0,0,1,0,0
"335",1557,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"336",1559,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"337",1562,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0
"338",1565,1,3,0,1,0,1,1,1,1,0,0,0,0,1,0
"339",1566,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
"340",1567,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"341",1569,1,2,0,1,0,1,1,1,1,0,0,0,0,0,0
"342",1570,1,5,0,1,0,1,1,1,1,0,0,0,0,1,0
"343",1571,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0
"344",1577,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0
"345",1579,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0
"346",1581,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0
"347",1585,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0
"348",1586,1,4,0,0,0,1,1,0,1,0,0,1,0,0,0
"349",1587,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"350",1589,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0
"351",1591,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0
"352",1592,1,3,1,1,0,1,1,1,1,0,0,0,0,1,0
"353",1597,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"354",1600,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
"355",1601,1,3,0,1,0,0,1,1,1,0,0,0,0,0,0
"356",1604,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0
"357",1605,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
"358",1606,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"359",1607,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0
"360",1610,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
"361",1612,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0
"362",1614,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"363",1615,1,3,0,1,0,1,0,1,1,0,0,0,0,0,0
"364",1616,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"365",1620,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0
"366",1622,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0
"367",1623,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0
"368",1624,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0
"369",1626,1,3,0,1,0,1,1,1,1,0,0,0,0,1,0
"370",1627,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"371",1628,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"372",1629,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"373",1630,1,3,0,1,0,1,1,1,1,1,0,0,0,0,0
"374",1631,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0
"375",1632,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
"376",1635,1,2,0,1,0,1,1,0,1,1,0,0,0,1,0
"377",1636,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0
"378",1638,1,3,0,1,0,1,1,0,1,0,0,0,0,0,0
"379",1643,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0
"380",1644,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"381",1647,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"382",1648,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0
"383",1651,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0
"384",1652,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"385",1654,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0
"386",1658,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"387",1661,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"388",1662,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
"389",1663,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"390",1664,1,3,0,1,0,1,0,0,1,0,0,0,0,0,0
"391",1665,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0
"392",1667,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
"393",1669,1,3,0,1,1,1,1,1,1,1,0,0,0,0,0
