"","vivienda","hogar","ind","jardin","tiempo_jardin","tiempo_esparcimiento_ninos"
"2076",19004,1,4,0,0,0
"2077",19020,1,4,0,0,0
"2078",19024,1,5,0,0,0
"2079",19024,1,6,0,0,0
"2080",19034,1,7,1,0,0
"2081",19034,1,8,1,0,0
"2082",19034,1,9,1,0,0
"2083",19046,1,3,0,0,0
"2084",19048,1,3,0,0,0
"2085",19051,1,3,0,0,0
"2086",19051,1,4,0,0,0
"2087",19057,1,3,0,0,0
"2088",19089,1,3,1,0,0
"2089",19089,1,4,0,0,0
"2090",19093,1,4,1,0,0
"2091",19100,1,4,1,0,0
"2092",19109,1,6,0,0,0
"2093",19113,1,3,0,0,0
"2094",19116,1,4,0,0,0
"2095",19116,1,5,0,0,0
"2096",19130,1,3,0,0,0
"2097",19133,1,4,0,0,0
"2098",19147,1,4,0,0,0
"2099",19158,1,5,1,0,0
"2100",19158,1,6,0,0,0
"2101",19158,1,7,0,0,0
"2102",19159,1,4,0,0,0
"2103",19160,2,2,0,0,0
"2104",19160,2,3,0,0,0
"2105",19191,1,6,0,0,0
"2106",19193,1,4,0,0,0
"2107",19195,1,3,0,0,0
"2108",19198,1,6,0,0,0
"2109",19198,1,7,0,0,0
"2110",19209,1,4,0,0,0
"2111",19210,1,3,0,0,0
"2112",19223,1,3,0,0,0
"2113",19239,1,3,0,0,0
"2114",19239,1,4,0,0,0
"2115",19247,1,6,0,0,0
"2116",19248,1,8,0,0,0
"2117",19248,2,5,1,0,0
"2118",19248,2,6,0,0,0
"2119",19266,1,3,0,0,0
"2120",19273,1,5,1,2,0
"2121",19275,1,4,0,0,0
"2122",19276,1,4,1,0,0
"2123",19278,1,3,0,0,0
"2124",19286,1,3,1,0,0
"2125",19286,1,4,1,0,0
"2126",19294,1,4,1,0,0
"2127",19296,1,3,1,0,0
"2128",19299,1,3,1,2,0
"2129",19299,1,4,0,0,0
"2130",19330,1,3,0,0,24
"2131",19331,1,4,1,0,0
"2132",19332,1,5,0,0,0
"2133",19338,1,4,0,0,24
"2134",19340,1,8,0,0,0
"2135",19344,1,7,0,0,0
"2136",19350,1,3,0,0,0
"2137",19360,1,3,0,0,0
"2138",19371,1,3,0,0,0
"2139",19373,1,5,0,0,0
"2140",19376,1,3,0,0,0
"2141",19385,1,5,1,0,0
"2142",19392,1,3,0,0,0
"2143",19402,1,7,0,0,0
"2144",19411,1,5,0,0,0
"2145",19424,1,4,0,0,0
"2146",19433,1,4,0,0,0
"2147",19434,1,3,0,0,0
"2148",19436,1,3,0,0,24
"2149",19436,1,4,0,0,0
"2150",19445,1,5,0,0,0
"2151",19447,1,5,1,0,0
"2152",19449,1,4,1,0,0
"2153",19464,1,3,1,0,0
"2154",19487,1,3,0,0,0
"2155",19502,1,3,0,0,0
"2156",19511,1,4,0,0,0
"2157",19517,1,4,0,0,0
"2158",19523,1,2,0,0,0
"2159",19524,1,6,0,0,0
"2160",19531,1,3,0,0,0
"2161",19539,1,8,0,0,0
"2162",19548,1,6,1,0,0
"2163",19548,1,7,0,0,0
"2164",19563,1,5,0,0,0
"2165",19567,1,5,0,0,0
"2166",19578,1,6,0,0,0
"2167",19586,1,6,0,0,0
"2168",19596,1,5,1,0,0
"2169",19596,1,6,1,0,0
"2170",19607,1,7,0,0,0
"2171",19625,1,4,1,0,0
"2172",19626,1,3,0,0,0
"2173",19633,1,5,0,0,0
"2174",19638,1,3,0,0,0
"2175",19639,1,4,1,0,0
"2176",19641,1,4,0,0,0
"2177",19655,1,4,0,0,0
"2178",19658,1,5,0,0,0
"2179",19661,1,6,0,0,0
"2180",19664,1,4,1,0,0
"2181",19665,1,4,0,0,0
"2182",19665,1,6,0,0,0
"2183",19683,1,5,0,0,0
"2184",19684,1,5,1,2,0
"2185",19687,1,2,0,0,0
"2186",19689,1,3,0,0,0
"2187",19695,1,5,0,0,0
"2188",19699,1,3,0,0,0
"2189",19699,1,4,0,0,0
"2190",19716,1,4,1,0,0
"2191",19722,1,3,0,0,0
"2192",19723,1,5,0,0,0
"2193",19724,1,5,0,0,0
"2194",19725,1,4,0,0,0
"2195",19734,1,4,0,0,0
"2196",19737,1,5,0,0,0
"2197",19741,1,4,1,0,0
"2198",19748,1,3,0,0,0
"2199",19748,1,4,0,0,0
"2200",19750,1,9,0,0,0
"2201",19750,1,11,0,0,0
"2202",19750,1,12,1,0,0
"2203",19760,1,6,1,0,0
"2204",19774,1,6,0,0,0
"2205",19785,1,5,0,0,0
"2206",19789,1,3,0,0,0
"2207",19791,1,4,1,0,0
"2208",19798,1,3,0,0,0
"2209",19806,1,4,0,0,0
"2210",19807,1,5,1,0,0
"2211",19814,1,5,1,0,0
"2212",19815,1,5,0,0,0
"2213",19816,1,3,0,0,0
"2214",19835,1,3,1,0,0
"2215",19844,1,3,1,0,0
"2216",19859,1,3,0,0,0
"2217",19862,1,5,0,0,0
"2218",19863,1,8,0,0,0
"2219",19867,1,6,0,0,0
"2220",19867,1,8,0,0,0
"2221",19869,1,4,0,0,0
"2222",19869,1,7,0,0,0
"2223",19878,1,3,0,0,0
"2224",19878,1,4,0,0,0
"2225",19885,1,5,0,0,0
"2226",19895,1,3,0,0,0
"2227",19897,1,5,0,0,0
"2228",19897,2,3,0,0,0
"2229",19897,2,4,0,0,0
"2230",19902,1,5,0,0,0
"2231",19902,1,6,0,0,0
"2232",19902,1,7,0,0,0
"2233",19904,1,6,1,0,0
"2234",19906,1,7,0,0,0
"2235",19906,1,8,0,0,0
"2236",19910,1,4,0,0,0
"2237",19925,1,2,0,0,0
"2238",19946,1,3,1,0,0
"2239",19948,1,5,0,0,0
"2240",19969,1,4,1,0,0
"2241",19970,1,4,0,0,0
"2242",19971,1,5,1,0,0
"2243",19987,1,5,0,0,0
"2244",19988,1,3,1,0,0
"2245",20002,1,3,0,0,0
"2246",20016,1,4,1,0,0
"2247",20022,1,4,0,0,0
"2248",20026,1,6,0,0,0
"2249",20029,1,5,0,0,0
"2250",20031,1,4,0,0,0
"2251",20049,1,4,0,0,0
"2252",20060,1,2,1,4,0
"2253",20066,1,2,1,0,0
"2254",20067,1,5,0,0,0
"2255",20071,1,4,1,0,0
"2256",20071,1,5,1,0,0
"2257",20083,1,6,1,0,0
"2258",20086,1,3,0,0,0
"2259",20094,1,6,0,0,0
"2260",20100,1,4,1,0,0
"2261",20103,1,5,0,0,0
"2262",20112,1,5,1,0,0
"2263",20115,1,3,0,0,0
"2264",20115,1,4,0,0,0
"2265",20134,1,3,0,0,0
"2266",20134,1,5,0,0,0
"2267",20139,1,2,0,0,0
"2268",20155,1,3,0,0,0
"2269",20159,1,5,0,0,0
"2270",20160,1,4,0,0,0
"2271",20165,1,4,0,0,0
"2272",20171,1,3,1,4,0
"2273",20171,1,4,0,0,0
"2274",20172,1,4,0,0,0
"2275",20181,1,3,0,0,0
"2276",20188,1,2,0,0,24
"2277",20190,1,3,1,0,0
"2278",21210,1,5,1,2,0
"2279",21214,1,3,0,0,0
"2280",21215,1,3,0,0,0
"2281",21218,1,4,0,0,0
"2282",21220,1,3,1,0,0
"2283",21226,1,3,1,0,0
"2284",21235,1,6,0,0,0
"2285",21235,1,8,0,0,0
"2286",21244,1,4,0,0,0
"2287",21270,1,3,0,0,0
"2288",21281,1,3,0,0,0
"2289",21286,1,2,1,4,0
"2290",21305,1,2,1,0,0
"2291",21312,1,2,0,0,0
"2292",21316,1,5,1,0,0
"2293",21325,1,3,0,0,0
"2294",21334,1,5,0,0,0
"2295",21337,1,3,0,0,0
"2296",21349,1,3,0,0,0
"2297",21358,1,3,0,0,0
"2298",21366,1,3,0,0,0
"2299",21373,1,3,0,0,0
"2300",21379,1,3,1,0,0
"2301",21380,1,4,0,0,0
"2302",21385,1,5,0,0,0
"2303",21394,1,3,0,0,0
"2304",21401,1,3,0,0,0
"2305",21403,1,4,1,0,0
"2306",21410,1,6,0,0,0
"2307",21415,1,3,0,0,0
"2308",21421,1,5,0,0,0
"2309",21425,1,5,1,0,0
"2310",21430,1,4,0,0,0
"2311",21434,1,4,0,0,0
"2312",21438,1,4,0,0,0
"2313",21441,1,2,0,0,0
"2314",21445,1,5,0,0,0
"2315",21459,1,5,0,0,0
"2316",21509,1,3,0,0,0
"2317",21510,1,3,0,0,0
"2318",21510,1,4,0,0,0
"2319",21511,1,3,0,0,0
"2320",21523,1,4,0,0,0
"2321",21525,1,6,0,0,201
"2322",21525,1,7,0,0,0
"2323",21526,1,3,0,0,0
"2324",21526,1,4,0,0,0
"2325",21544,1,6,0,0,0
"2326",21546,1,6,0,0,0
"2327",21577,1,3,0,0,0
"2328",21580,1,3,0,0,0
"2329",21580,1,4,0,0,0
"2330",21585,1,4,1,0,0
"2331",21594,1,3,0,0,0
"2332",21599,1,4,0,0,0
"2333",21603,1,6,0,0,0
"2334",21606,1,6,0,0,0
"2335",21611,1,3,0,0,0
"2336",21613,1,6,0,0,0
"2337",21615,1,4,0,0,0
"2338",21620,1,4,0,0,0
"2339",21623,1,6,0,0,0
"2340",21627,1,3,1,0,0
"2341",21633,1,3,1,0,0
"2342",21636,1,3,1,0,0
"2343",21661,1,5,1,0,0
"2344",21675,1,3,0,0,0
"2345",21684,1,4,0,0,0
"2346",21685,1,3,1,0,0
"2347",21692,1,3,1,0,0
"2348",21692,1,6,1,0,0
"2349",21695,1,4,0,0,0
"2350",21695,1,5,0,0,0
"2351",21695,1,10,0,0,0
"2352",21714,1,3,1,0,0
"2353",21750,1,4,0,0,0
"2354",21755,1,3,0,0,0
"2355",21772,1,4,0,0,0
"2356",21778,1,5,0,0,0
"2357",21787,1,6,0,0,0
"2358",21802,1,2,0,0,0
"2359",21808,1,3,0,0,0
"2360",21810,1,4,0,0,0
"2361",21817,1,3,0,0,0
"2362",21826,1,3,0,0,0
"2363",21834,1,3,1,0,0
"2364",21836,1,5,0,0,0
"2365",21849,1,3,0,0,0
"2366",21849,1,4,0,0,0
"2367",21850,1,5,1,0,0
"2368",21859,1,3,1,0,0
"2369",21859,1,4,0,0,0
"2370",21865,1,6,0,0,0
"2371",21866,1,3,0,0,0
"2372",21867,1,6,0,0,0
"2373",21868,1,5,0,0,0
"2374",21871,1,5,0,0,0
"2375",21879,1,3,0,0,0
"2376",21891,1,4,1,0,0
"2377",21895,1,5,1,0,0
"2378",21901,1,3,0,0,0
"2379",21902,1,5,0,0,0
"2380",21910,1,5,0,0,0
"2381",21918,1,3,0,0,0
"2382",21918,1,4,0,0,0
"2383",21922,1,6,1,0,0
"2384",21941,1,3,0,0,0
"2385",21954,1,4,0,0,0
"2386",21960,1,3,1,0,0
"2387",21960,1,4,0,0,0
"2388",21963,1,4,0,0,0
"2389",21978,1,2,0,0,0
"2390",21979,1,5,0,0,0
"2391",21981,1,6,0,0,0
"2392",21996,1,4,0,0,0
"2393",21999,1,4,0,0,0
"2394",21999,1,5,0,0,0
"2395",22010,1,6,1,0,0
"2396",22016,1,2,0,0,0
"2397",22020,1,6,0,0,0
"2398",22035,1,3,1,0,0
"2399",22048,1,4,0,0,0
"2400",22054,1,6,0,0,0
"2401",22070,1,3,0,0,0
"2402",22071,1,3,0,0,0
"2403",22077,1,3,0,0,0
"2404",22083,1,5,0,0,0
"2405",22087,1,4,0,0,0
"2406",22109,1,4,1,0,0
"2407",22121,1,5,1,0,0
"2408",22126,1,3,0,0,0
"2409",22131,1,5,0,0,0
"2410",22138,1,4,0,0,0
"2411",22143,1,3,0,0,0
"2412",22151,1,5,1,0,0
"2413",22151,1,6,0,0,0
"2414",22156,1,3,0,0,0
"2415",22171,1,5,1,0,0
"2416",22171,1,6,0,0,0
"2417",22180,1,5,0,0,0
"2418",22183,1,4,0,0,0
"2419",22202,1,3,0,0,0
"2420",22209,1,5,0,0,0
"2421",22216,1,5,1,0,0
"2422",22221,1,3,1,0,0
"2423",22227,1,5,0,0,0
"2424",22241,1,3,1,0,0
"2425",22245,1,4,1,0,0
"2426",22246,1,4,0,0,0
"2427",22246,1,5,0,0,0
"2428",22247,1,4,0,0,0
"2429",22252,1,3,1,0,0
"2430",22257,1,6,1,0,0
"2431",22257,1,7,0,0,0
"2432",22269,1,7,0,0,0
"2433",22269,1,8,0,0,0
"2434",22273,1,4,0,0,0
"2435",22275,1,3,0,0,0
"2436",22281,1,4,0,0,0
"2437",22285,1,5,0,0,0
"2438",22286,1,4,0,0,0
"2439",22287,1,7,0,0,0
"2440",22291,1,6,0,0,0
"2441",22298,1,4,0,0,0
"2442",22310,1,6,0,0,0
"2443",22325,1,4,1,0,0
"2444",22329,1,3,1,0,0
"2445",22330,1,3,0,0,0
"2446",22330,1,4,0,0,0
"2447",22331,1,5,1,0,0
"2448",22332,1,4,0,0,0
"2449",22332,1,5,0,0,0
"2450",22333,1,3,0,0,0
"2451",22341,1,3,1,0,0
"2452",22341,1,6,0,0,0
"2453",22342,1,3,0,0,0
"2454",22342,1,4,0,0,0
"2455",22345,1,4,0,0,0
"2456",22362,1,5,0,0,0
"2457",22367,1,3,0,0,0
"2458",22382,1,5,0,0,0
"2459",22387,1,4,0,0,0
"2460",22392,1,4,0,0,0
"2461",22394,1,3,1,0,0
"2462",22413,1,3,1,0,0
"2463",22426,1,4,0,0,0
"2464",22438,1,4,1,0,0
"2465",22438,1,7,0,0,0
"2466",22451,1,4,0,0,0
"2467",22453,1,4,0,0,0
"2468",22460,2,3,0,0,0
"2469",22460,3,2,0,0,0
"2470",22479,1,3,0,0,0
"2471",22482,1,3,0,0,0
"2472",22482,1,4,0,0,0
"2473",22487,1,4,0,0,0
"2474",22489,1,9,0,0,0
"2475",22523,1,3,1,0,0
"2476",22530,1,4,0,0,0
"2477",22538,1,6,1,0,0
"2478",22541,1,4,0,0,0
"2479",22541,1,5,0,0,0
"2480",22548,1,4,1,0,0
"2481",22558,1,4,0,0,0
"2482",22562,1,4,0,0,0
"2483",22567,1,3,0,0,0
"2484",22571,1,3,0,0,0
"2485",22572,1,3,0,0,0
"2486",22572,1,4,0,0,0
"2487",22579,1,4,0,0,0
"2488",22581,1,4,0,0,0
"2489",22581,1,5,0,0,0
"2490",22584,1,4,0,0,0
"2491",22584,1,5,0,0,0
"2492",22591,1,3,0,0,0
"2493",22603,1,4,0,0,0
"2494",22604,1,3,1,8,0
"2495",22611,1,5,0,0,0
"2496",22611,1,6,0,0,0
"2497",22619,1,4,0,0,0
"2498",22626,1,2,0,0,0
"2499",22660,1,4,0,0,0
"2500",22663,1,5,1,0,0
"2501",22665,1,4,0,0,0
"2502",22669,1,3,1,0,0
"2503",22670,1,3,0,0,0
"2504",22674,1,3,0,0,0
"2505",22675,1,4,0,0,0
"2506",22686,1,3,1,0,0
"2507",22694,1,3,1,0,0
"2508",22698,1,3,0,0,0
"2509",22703,1,3,0,0,0
"2510",22710,1,5,0,0,0
"2511",22716,1,3,1,0,0
"2512",22716,1,4,0,0,0
"2513",22722,1,3,0,0,0
"2514",22737,1,5,1,0,0
"2515",22738,1,3,0,0,0
"2516",22744,1,3,0,0,0
"2517",22747,1,4,0,0,0
"2518",22752,1,4,1,0,0
"2519",22758,1,4,0,0,0
"2520",22764,1,5,1,0,0
"2521",22764,1,6,0,0,0
"2522",22778,1,4,1,0,0
"2523",22779,1,12,0,0,0
"2524",22784,1,2,1,0,0
"2525",22788,1,4,0,0,0
"2526",22791,1,2,0,0,0
"2527",22794,1,5,0,0,0
"2528",22800,1,5,0,0,0
"2529",22805,1,4,0,0,0
"2530",22806,1,5,0,0,0
"2531",22814,1,3,0,0,0
"2532",22821,1,7,0,0,0
"2533",22831,1,4,0,0,0
"2534",22831,1,5,0,0,0
"2535",22831,1,6,0,0,0
"2536",22837,1,4,0,0,0
"2537",22843,1,4,0,0,0
"2538",22860,1,3,0,0,0
"2539",22865,1,6,1,0,0
"2540",22865,1,7,0,0,0
"2541",22870,1,6,0,0,0
"2542",22870,1,7,0,0,0
"2543",22878,1,5,0,0,0
"2544",22881,1,4,0,0,0
"2545",22884,1,4,0,0,0
"2546",22891,1,3,1,4,0
"2547",22898,1,4,0,0,0
"2548",22917,1,6,0,0,0
"2549",22919,1,4,0,0,0
"2550",22938,1,7,0,0,0
"2551",22938,1,9,0,0,0
"2552",22941,1,4,0,0,0
"2553",22949,2,4,0,0,0
"2554",22953,1,3,0,0,0
"2555",22957,1,3,1,0,53
"2556",22959,1,6,0,0,0
"2557",22965,1,3,0,0,0
"2558",22974,1,4,0,0,0
"2559",22988,1,3,1,0,0
"2560",22998,1,4,1,0,0
"2561",23000,1,3,0,0,0
"2562",23002,1,12,0,0,0
"2563",23004,1,6,0,0,0
"2564",23008,1,3,0,0,0
"2565",23010,1,6,0,0,0
"2566",23011,1,3,1,0,0
"2567",23018,1,2,1,0,0
"2568",23029,1,3,0,0,0
"2569",23039,2,3,0,0,0
"2570",23041,1,5,0,0,0
"2571",23045,1,4,0,0,0
"2572",23047,1,3,1,0,0
"2573",23047,1,4,1,0,0
"2574",23059,1,4,1,4,0
"2575",23068,1,4,0,0,0
"2576",23085,1,6,1,0,0
"2577",23086,1,3,0,0,0
"2578",23092,1,4,0,0,0
"2579",23092,1,6,1,0,0
"2580",23094,1,3,0,0,0
"2581",23103,1,2,0,0,0
"2582",23106,1,4,0,0,0
"2583",23118,1,4,1,0,0
"2584",23120,1,8,1,0,0
"2585",23130,1,6,0,0,0
"2586",23139,1,3,0,0,0
"2587",23147,1,3,0,0,0
"2588",23157,1,7,0,0,0
"2589",23157,1,8,0,0,0
"2590",23159,1,3,0,0,0
"2591",23164,1,5,0,0,0
"2592",23171,1,13,1,0,0
"2593",23179,1,4,0,0,0
"2594",23183,1,2,1,0,0
"2595",23188,1,4,0,0,0
"2596",23190,1,4,0,0,0
"2597",23195,1,3,0,0,0
"2598",23204,1,3,0,0,0
"2599",23209,1,3,1,0,0
"2600",23212,1,5,1,0,0
"2601",23232,1,3,1,0,0
"2602",23236,1,2,0,0,0
"2603",23239,1,3,0,0,0
"2604",23241,1,3,0,0,0
"2605",23241,1,6,0,0,0
"2606",23247,1,3,0,0,0
"2607",23253,1,6,0,0,0
"2608",23262,1,3,1,0,0
"2609",23268,1,4,0,0,0
"2610",23277,1,4,0,0,0
"2611",23291,1,4,0,0,0
"2612",23292,1,7,1,0,0
"2613",23297,1,3,0,0,0
"2614",23301,1,3,1,0,0
"2615",23306,1,4,0,0,0
"2616",23311,1,3,0,0,0
"2617",23314,1,4,0,0,0
"2618",23315,1,3,1,0,0
"2619",23318,1,3,0,0,0
"2620",23325,1,3,0,0,0
"2621",23325,1,4,0,0,0
"2622",23333,1,3,1,0,0
"2623",23338,1,3,0,0,0
"2624",23339,1,4,0,0,0
"2625",23345,1,4,1,0,0
"2626",23347,1,3,0,0,0
"2627",23347,1,7,0,0,0
"2628",23347,1,8,0,0,0
"2629",23349,1,3,0,0,0
"2630",23392,1,3,0,0,0
"2631",23393,1,3,1,0,0
"2632",23404,1,5,1,0,0
"2633",23413,1,4,0,0,0
"2634",23415,1,6,0,0,0
"2635",23418,1,3,0,0,0
"2636",23418,1,4,0,0,0
"2637",23421,1,4,1,0,0
"2638",23435,1,3,0,0,0
"2639",23440,1,3,0,0,0
"2640",23445,1,3,0,0,0
"2641",23452,1,2,0,0,0
"2642",23454,1,3,0,0,0
"2643",23456,1,3,0,0,0
"2644",23466,1,6,0,0,0
"2645",23470,1,5,0,0,0
"2646",23475,1,3,1,0,0
"2647",23475,1,4,0,0,0
"2648",23483,1,3,0,0,0
"2649",23496,1,4,0,0,0
"2650",23505,1,4,0,0,0
"2651",23516,1,4,0,0,0
"2652",23522,1,5,0,0,0
"2653",23522,1,6,0,0,0
"2654",23529,1,3,0,0,0
"2655",23530,1,3,0,0,0
"2656",23542,1,5,0,0,0
"2657",23551,1,4,1,0,0
"2658",23551,1,5,0,0,0
"2659",23567,1,5,0,0,0
"2660",23567,1,6,0,0,0
"2661",23569,1,4,1,0,0
"2662",23570,1,2,0,0,0
"2663",23576,1,4,0,0,0
"2664",23596,1,4,0,0,0
"2665",23603,1,4,1,0,0
"2666",23608,1,2,0,0,0
"2667",23614,1,5,0,0,0
"2668",23614,1,6,0,0,0
"2669",23615,1,4,0,0,0
"2670",23615,1,5,0,0,0
"2671",23621,1,4,1,0,0
"2672",23626,1,4,0,0,0
"2673",23657,1,6,0,0,0
"2674",23662,1,3,0,0,0
"2675",23689,1,4,0,0,0
"2676",23692,1,2,0,0,0
"2677",23725,1,3,1,0,0
"2678",23735,1,6,0,0,0
"2679",23743,1,4,0,0,0
"2680",23751,1,3,0,0,0
"2681",23756,1,3,1,0,0
"2682",23766,1,2,0,0,0
"2683",23781,1,3,0,0,0
"2684",23781,1,4,0,0,0
"2685",23787,1,3,1,0,0
"2686",23791,1,2,0,0,0
"2687",23798,1,2,0,0,0
"2688",23801,1,3,1,0,0
"2689",23809,1,4,0,0,0
"2690",23815,1,3,1,0,0
"2691",23820,1,6,1,0,0
"2692",23820,1,7,1,0,0
"2693",23820,1,8,0,0,0
"2694",23832,1,3,0,0,0
"2695",23832,1,4,0,0,0
"2696",23835,1,4,1,1,0
"2697",23862,1,4,0,0,0
"2698",23862,2,3,0,0,0
"2699",23863,1,3,0,0,0
"2700",23876,1,3,0,0,0
"2701",23895,1,3,0,0,0
"2702",23897,1,4,1,0,0
"2703",23904,1,4,0,0,0
"2704",23907,1,6,0,0,0
"2705",23909,1,2,0,0,0
"2706",23918,1,3,0,0,0
"2707",23930,1,4,0,0,0
"2708",23936,1,4,0,0,0
"2709",23943,1,7,0,0,0
"2710",23944,1,4,0,0,0
"2711",23945,1,9,0,0,0
"2712",23949,1,2,0,0,0
"2713",23958,1,3,0,0,0
"2714",23962,1,5,0,0,0
"2715",23962,1,6,0,0,0
"2716",23963,1,2,0,0,0
"2717",23969,1,4,0,0,24
"2718",23993,1,6,1,0,0
"2719",24006,1,5,0,0,0
"2720",24007,1,3,0,0,0
"2721",24008,1,5,1,0,0
"2722",24011,1,3,0,0,0
"2723",24012,1,4,0,0,0
"2724",24013,1,4,0,0,0
"2725",24014,1,3,0,0,0
"2726",24029,1,4,0,0,0
"2727",24043,1,6,0,0,0
"2728",24061,1,4,0,0,0
"2729",24065,1,4,0,0,0
"2730",24072,1,4,0,0,0
"2731",24083,1,3,1,0,0
"2732",24089,1,3,0,0,0
"2733",24093,1,3,0,0,0
"2734",24097,1,4,1,0,0
"2735",24104,1,2,1,0,0
"2736",24107,1,4,0,0,0
"2737",24111,1,5,0,0,0
"2738",24113,1,3,0,0,0
"2739",24121,1,5,0,0,0
"2740",24126,1,3,0,0,0
"2741",24126,1,6,0,0,0
"2742",24141,1,4,1,0,0
"2743",24144,1,3,0,0,0
"2744",24147,1,4,1,0,0
"2745",24160,1,3,0,0,0
"2746",24162,1,6,0,0,0
"2747",24170,1,4,0,0,0
"2748",24174,1,5,0,0,0
"2749",24179,1,4,1,0,0
"2750",24185,1,4,0,0,0
"2751",24187,1,8,0,0,0
"2752",24190,1,8,0,0,0
"2753",24216,1,3,0,0,0
"2754",24220,1,3,0,0,0
"2755",24223,1,2,0,0,0
"2756",24238,1,4,0,0,0
"2757",24253,1,3,0,0,0
"2758",24253,1,4,0,0,0
"2759",24269,1,2,0,0,0
"2760",24271,1,3,0,0,0
"2761",24271,1,4,0,0,0
"2762",24299,1,3,0,0,0
"2763",24305,1,3,0,0,0
"2764",24305,1,6,0,0,0
"2765",24305,1,9,0,0,0
"2766",24314,1,6,0,0,0
"2767",24317,1,4,0,0,0
"2768",24318,1,2,0,0,0
"2769",24322,1,3,0,0,0
"2770",24333,1,3,0,0,0
"2771",24333,1,4,0,0,0
"2772",24340,1,2,1,0,0
"2773",24343,1,3,0,0,0
"2774",24353,1,3,0,0,0
"2775",24354,1,4,0,0,0
"2776",24354,1,5,0,0,0
"2777",24360,1,4,0,0,0
"2778",24365,1,3,0,0,0
"2779",24365,1,4,0,0,0
"2780",24367,1,6,0,0,0
"2781",24372,1,3,0,0,0
"2782",24379,1,4,0,0,0
"2783",24404,1,3,0,0,0
"2784",24413,1,5,0,0,0
"2785",24415,1,3,1,0,0
"2786",24417,1,2,0,0,0
"2787",24427,1,3,0,0,0
"2788",24430,1,3,0,0,0
"2789",24436,1,3,0,0,0
"2790",24436,1,4,0,0,0
"2791",24464,1,3,0,0,0
"2792",24496,1,4,1,0,0
"2793",24522,1,5,0,0,0
"2794",24544,1,4,0,0,0
"2795",24546,1,4,1,0,0
"2796",24546,1,5,0,0,0
"2797",24548,1,4,0,0,0
"2798",24559,1,4,0,0,0
"2799",24563,1,2,0,0,0
"2800",24564,1,4,0,0,0
"2801",24567,1,5,1,0,0
"2802",24576,1,4,1,0,0
"2803",24576,1,5,0,0,0
"2804",24583,1,3,0,0,0
"2805",24588,1,2,0,0,0
"2806",24589,1,3,0,0,0
"2807",24594,1,3,1,0,0
"2808",24611,1,3,0,0,0
"2809",24623,1,5,0,0,0
"2810",24625,1,5,0,0,0
"2811",24629,1,6,0,0,0
"2812",24630,1,5,0,0,0
"2813",24632,1,3,0,0,0
"2814",24669,1,5,0,0,0
"2815",24686,1,5,0,0,0
"2816",24689,1,3,0,0,0
"2817",24689,1,4,0,0,0
"2818",24690,1,4,0,0,0
"2819",24690,1,5,0,0,0
"2820",24698,1,9,0,0,0
"2821",24701,1,5,0,0,0
"2822",24707,1,3,1,0,0
"2823",24715,1,5,0,0,0
"2824",24719,1,4,0,0,0
"2825",24726,1,2,1,0,0
"2826",24727,1,5,0,0,0
"2827",24732,1,5,0,0,0
"2828",24735,1,3,0,0,0
"2829",24743,1,4,0,0,0
"2830",24748,1,4,0,0,0
"2831",24754,1,2,0,0,0
"2832",24755,1,6,0,0,0
"2833",24764,1,3,0,0,0
"2834",24766,1,2,0,0,0
"2835",24776,1,4,0,0,0
"2836",24780,1,3,0,0,0
"2837",24782,1,3,0,0,0
"2838",24784,1,2,0,0,0
"2839",24787,1,6,0,0,0
"2840",24808,1,5,0,0,0
"2841",24809,1,2,0,0,0
"2842",24812,1,6,0,0,0
"2843",24816,1,4,0,0,0
"2844",24823,1,3,0,0,0
"2845",24825,1,5,0,0,0
"2846",24832,1,6,1,0,0
"2847",24836,1,6,0,0,0
"2848",24844,1,3,1,0,0
"2849",24844,1,4,0,0,0
"2850",24847,1,4,0,0,0
"2851",24850,1,5,0,0,0
"2852",24874,1,3,0,0,0
"2853",24900,1,5,0,0,0
"2854",24901,1,4,0,0,0
"2855",24903,1,4,0,0,0
"2856",24910,1,4,1,0,0
"2857",24914,1,3,0,0,0
"2858",24921,1,6,0,0,0
"2859",24922,1,5,1,0,0
"2860",24924,1,4,0,0,0
"2861",24946,1,5,0,0,0
"2862",24946,1,6,0,0,0
"2863",24957,1,4,0,0,0
"2864",24964,1,3,0,0,0
"2865",24968,1,3,0,0,0
"2866",24990,1,5,0,0,0
"2867",25002,1,3,0,0,0
"2868",25002,1,4,0,0,0
"2869",25018,1,3,0,0,0
"2870",25021,1,6,1,0,0
"2871",25037,1,5,1,0,0
"2872",25047,1,2,0,0,0
"2873",25058,1,5,0,0,0
"2874",25061,1,3,0,0,0
"2875",25062,1,4,0,0,0
"2876",25568,1,5,0,0,0
"2877",25573,1,5,0,0,0
"2878",25590,1,3,1,0,0
"2879",25590,1,4,1,0,0
"2880",25592,1,6,1,0,0
"2881",25598,1,3,0,0,0
"2882",25601,1,5,0,0,0
"2883",25612,1,3,0,0,0
"2884",25614,1,3,0,0,0
"2885",25630,1,3,0,0,0
"2886",25635,1,7,0,0,0
"2887",25642,1,2,0,0,0
"2888",25644,2,2,0,0,0
"2889",25665,1,3,0,0,0
"2890",25683,1,6,0,0,0
"2891",25688,1,3,0,0,0
"2892",25698,1,3,0,0,0
"2893",25704,1,2,1,0,0
"2894",25725,1,4,0,0,0
"2895",25746,1,3,0,0,0
