"","vivienda","hogar","ind","jardin","tiempo_jardin","tiempo_esparcimiento_ninos"
"4472",41225,1,3,0,0,0
"4473",41225,1,4,0,0,0
"4474",41228,1,7,0,0,0
"4475",41228,1,8,0,0,0
"4476",41228,1,11,0,0,0
"4477",41245,1,3,0,0,0
"4478",41246,1,3,1,2,0
"4479",41248,1,4,1,0,0
"4480",41251,1,5,1,0,0
"4481",41257,1,3,0,0,0
"4482",41257,1,4,0,0,0
"4483",41269,1,3,0,0,0
"4484",41280,1,3,1,0,0
"4485",41282,1,7,0,0,0
"4486",41289,1,6,0,0,0
"4487",41290,1,4,0,0,0
"4488",41298,1,7,0,0,0
"4489",41309,1,4,1,1,0
"4490",41322,1,3,0,0,0
"4491",41322,1,4,0,0,0
"4492",41331,1,4,1,0,0
"4493",41336,1,3,0,0,0
"4494",41337,1,3,0,0,0
"4495",41338,1,5,0,0,0
"4496",41343,1,3,0,0,0
"4497",41352,1,3,0,0,0
"4498",41369,1,6,1,0,0
"4499",41385,1,4,0,0,0
"4500",41401,1,4,1,0,0
"4501",41405,1,3,0,0,0
"4502",41420,1,2,1,0,0
"4503",41430,1,4,0,0,0
"4504",41440,1,4,1,0,0
"4505",41441,1,4,0,0,0
"4506",41453,1,2,0,0,0
"4507",41460,1,4,0,0,0
"4508",41471,1,3,1,0,0
"4509",41484,1,4,0,0,0
"4510",41501,1,3,1,0,0
"4511",41505,1,4,0,0,0
"4512",41513,1,4,0,0,0
"4513",41516,1,8,0,0,0
"4514",41526,1,5,1,0,0
"4515",41534,1,4,0,0,0
"4516",41534,1,5,0,0,0
"4517",41542,1,5,0,0,0
"4518",41546,1,5,0,0,0
"4519",41555,1,6,0,0,0
"4520",41567,1,4,1,0,0
"4521",41567,1,7,1,0,0
"4522",41572,1,3,0,0,0
"4523",41602,1,4,0,0,0
"4524",41610,1,4,1,0,0
"4525",41613,1,5,0,0,0
"4526",41626,1,2,0,0,0
"4527",41626,1,5,0,0,0
"4528",41629,1,4,0,0,0
"4529",41630,1,4,1,0,0
"4530",41634,1,3,1,0,0
"4531",41641,1,3,0,0,0
"4532",41649,1,3,0,0,0
"4533",41656,1,4,0,0,0
"4534",41675,1,5,1,0,0
"4535",41676,1,3,0,0,0
"4536",41689,1,5,0,0,0
"4537",41690,1,5,0,0,0
"4538",41716,1,4,0,0,0
"4539",41719,1,3,0,0,0
"4540",41764,1,3,0,0,0
"4541",41770,1,3,0,0,0
"4542",41771,1,4,0,0,0
"4543",41781,1,6,0,0,0
"4544",41785,1,6,0,0,0
"4545",41786,1,8,0,0,0
"4546",41786,1,9,0,0,0
"4547",41788,1,3,0,0,0
"4548",41802,1,7,0,0,0
"4549",41821,1,7,0,0,0
"4550",41825,1,4,0,0,0
"4551",41841,1,3,0,0,0
"4552",41845,1,2,1,0,0
"4553",41845,1,3,1,0,0
"4554",41854,1,5,0,0,0
"4555",41855,1,4,1,0,0
"4556",41869,1,3,0,0,0
"4557",41870,1,3,0,0,0
"4558",41872,1,3,0,0,0
"4559",41872,1,4,0,0,0
"4560",41872,1,5,0,0,0
"4561",41887,1,5,1,0,0
"4562",41894,1,4,0,0,0
"4563",41909,1,4,0,0,0
"4564",41910,1,3,0,0,0
"4565",41919,1,4,1,0,0
"4566",41930,1,3,0,0,0
"4567",41937,1,4,1,2,0
"4568",41937,1,5,1,2,0
"4569",41938,1,3,1,2,0
"4570",41951,1,2,0,0,0
"4571",41952,1,3,0,0,0
"4572",41953,1,4,0,0,0
"4573",41988,1,3,0,0,0
"4574",42004,1,4,1,0,0
"4575",42022,1,9,1,0,0
"4576",42022,1,12,1,0,0
"4577",42033,1,4,0,0,0
"4578",42045,1,5,1,4,0
"4579",42059,1,3,1,0,0
"4580",42068,1,4,0,0,0
"4581",42078,1,3,0,0,0
"4582",42099,1,6,0,0,0
"4583",42188,1,3,0,0,0
"4584",42296,1,3,0,0,0
"4585",42309,1,6,0,0,0
"4586",42353,1,5,0,0,0
"4587",42373,1,6,0,0,0
"4588",42399,1,7,0,0,0
"4589",42399,1,8,0,0,0
"4590",42411,1,4,0,0,0
"4591",42432,1,3,0,0,0
"4592",42453,1,4,0,0,0
"4593",42469,1,5,0,0,0
"4594",42495,1,5,0,0,0
"4595",42531,1,3,0,0,0
"4596",42536,1,6,0,0,0
"4597",42544,1,3,1,0,0
"4598",42544,1,4,0,0,0
"4599",42546,1,4,1,0,0
"4600",42563,1,3,1,4,0
"4601",42579,1,4,1,0,0
"4602",42581,1,4,0,0,0
"4603",42582,1,3,1,1,0
"4604",42584,1,3,0,0,0
"4605",42587,1,5,0,0,0
"4606",42595,1,4,1,0,0
"4607",42599,1,3,1,0,0
"4608",42602,1,3,0,0,0
"4609",42604,1,2,0,0,0
"4610",42612,1,6,0,0,0
"4611",42616,1,4,0,0,0
"4612",42629,1,5,1,0,0
"4613",42631,1,3,1,0,0
"4614",42635,1,5,0,0,0
"4615",42640,1,3,0,0,0
"4616",42640,1,4,0,0,0
"4617",42642,1,4,0,0,0
"4618",42659,1,5,0,0,0
"4619",42671,1,3,0,0,0
"4620",42703,1,3,0,0,0
"4621",42719,1,4,0,0,0
"4622",42734,1,7,0,0,0
"4623",42743,1,4,1,0,0
"4624",42755,1,4,0,0,0
"4625",42756,1,5,1,0,0
"4626",42761,1,4,0,0,0
"4627",42766,1,4,0,0,0
"4628",42780,1,4,0,0,0
"4629",42796,1,8,0,0,0
"4630",42799,1,6,1,0,0
"4631",42851,1,3,1,0,0
"4632",42893,1,5,0,0,0
"4633",42897,1,4,0,0,0
"4634",42900,1,7,0,0,0
"4635",42910,1,6,0,0,0
"4636",42910,1,7,0,0,0
"4637",42917,1,4,0,0,0
"4638",42921,1,4,0,0,0
"4639",42924,1,5,0,0,0
"4640",42925,1,5,0,0,0
"4641",42929,1,4,0,0,0
"4642",42933,1,5,0,0,0
"4643",42945,2,4,0,0,0
"4644",42945,2,5,0,0,0
"4645",42960,1,3,0,0,0
"4646",42963,1,4,1,0,0
"4647",42964,1,5,0,0,0
"4648",42965,1,7,1,3,0
"4649",42965,1,8,0,0,0
"4650",42970,1,3,0,0,0
"4651",42981,1,4,0,0,0
"4652",42992,1,4,1,0,0
"4653",42996,1,6,0,0,0
"4654",43007,1,4,1,0,0
"4655",43007,1,5,0,0,0
"4656",43016,1,2,1,0,0
"4657",43025,1,4,0,0,0
"4658",43027,2,3,0,0,0
"4659",43030,1,4,0,0,0
"4660",43040,1,3,0,0,0
"4661",43051,1,2,0,0,0
"4662",43072,1,4,0,0,0
"4663",43073,1,5,0,0,0
"4664",43075,1,5,0,0,0
"4665",43077,1,3,0,0,0
"4666",43084,1,4,0,0,0
"4667",43084,1,5,0,0,0
"4668",43094,1,4,1,1,0
"4669",43117,1,4,1,0,82
"4670",43124,1,3,0,0,0
"4671",43130,1,3,0,0,0
"4672",43159,1,3,0,0,0
"4673",43171,1,7,1,0,0
"4674",43172,1,5,0,0,0
"4675",43177,1,4,0,0,0
"4676",43178,1,3,0,0,0
"4677",43194,1,5,1,0,0
"4678",43197,2,4,0,0,0
"4679",43202,1,4,0,0,0
"4680",43208,1,2,1,0,0
"4681",43217,1,6,1,6,0
"4682",43223,1,3,1,0,0
"4683",43224,1,3,0,0,0
"4684",43232,1,4,0,0,0
"4685",43238,1,3,0,0,0
"4686",43238,1,4,0,0,0
"4687",43239,1,4,0,0,0
"4688",43248,1,4,0,0,0
"4689",43249,1,5,0,0,0
"4690",43296,1,4,0,0,0
"4691",43315,1,4,0,0,0
"4692",43327,1,3,0,0,0
"4693",43327,1,4,0,0,0
"4694",43328,1,7,0,0,24
"4695",43328,1,8,0,0,0
"4696",43364,1,6,0,0,0
"4697",43366,1,6,0,0,0
"4698",43377,1,4,0,0,0
"4699",43378,1,5,0,0,0
"4700",43406,1,4,0,0,0
"4701",43416,1,3,1,0,0
"4702",43430,1,2,0,0,0
"4703",43447,1,6,0,0,0
"4704",43481,1,5,1,0,0
"4705",43486,1,5,0,0,0
"4706",43489,1,5,0,0,0
"4707",43497,1,3,0,0,0
"4708",43505,1,3,0,0,0
"4709",43512,1,6,0,0,0
"4710",43527,1,4,0,0,0
"4711",43536,1,4,0,0,0
"4712",43623,1,3,0,0,0
"4713",43627,1,4,0,0,0
"4714",43632,1,2,0,0,0
"4715",43632,1,3,0,0,0
"4716",43636,1,4,0,0,0
"4717",43637,1,4,1,0,0
"4718",43637,1,5,0,0,0
"4719",43652,1,5,0,0,0
"4720",43655,1,5,0,0,0
"4721",43655,1,6,0,0,0
"4722",43659,1,6,0,0,0
"4723",43662,1,3,0,0,0
"4724",43681,1,4,0,0,0
"4725",43689,1,4,1,0,0
"4726",43703,1,4,0,0,0
"4727",43711,1,3,0,0,0
"4728",43740,1,3,1,0,0
"4729",43747,1,4,1,0,0
"4730",43755,1,3,1,0,0
"4731",43776,1,3,0,0,0
"4732",43813,1,2,0,0,0
"4733",43813,1,3,0,0,0
"4734",43824,1,3,1,0,0
"4735",43824,1,4,0,0,0
"4736",43833,1,5,0,0,0
"4737",43837,1,6,0,0,0
"4738",43850,1,4,1,0,0
"4739",43865,1,4,0,0,0
"4740",43865,1,5,0,0,0
"4741",43866,1,2,0,0,0
"4742",43871,1,3,0,0,0
"4743",43871,1,4,0,0,0
"4744",43874,1,5,0,0,0
"4745",43875,1,3,0,0,0
"4746",43879,1,4,0,0,0
"4747",43880,1,5,1,4,0
"4748",43885,1,3,0,0,0
"4749",43885,1,4,0,0,0
"4750",43887,1,4,0,0,0
"4751",43890,1,5,0,0,0
"4752",43891,1,5,0,0,0
"4753",43896,1,4,0,0,0
"4754",43904,1,6,0,0,0
"4755",43904,1,8,0,0,0
"4756",43904,1,9,0,0,0
"4757",43908,1,3,0,0,0
"4758",43917,1,3,0,0,0
"4759",43936,1,3,0,0,0
"4760",43948,1,5,0,0,0
"4761",43948,1,7,0,0,0
"4762",43948,1,8,0,0,0
"4763",43963,1,3,0,0,0
"4764",43982,1,3,0,0,0
"4765",43990,1,3,0,0,0
"4766",44028,1,3,0,0,0
"4767",44029,1,2,1,0,0
"4768",44032,1,5,1,0,0
"4769",44033,1,2,0,0,0
"4770",44035,1,4,0,0,0
"4771",44054,1,3,0,0,0
"4772",44060,1,3,0,0,0
"4773",44061,1,6,1,1,0
"4774",44066,1,3,0,0,0
"4775",44079,1,4,1,4,0
"4776",44080,1,3,0,0,0
"4777",44083,1,2,0,0,0
"4778",44083,1,3,0,0,0
"4779",44092,1,4,1,0,0
"4780",44106,1,5,0,0,0
"4781",44114,1,3,0,0,0
"4782",44116,1,4,0,0,0
"4783",44126,1,2,1,0,0
"4784",44133,1,5,0,0,0
"4785",44140,1,4,0,0,0
"4786",44143,1,3,0,0,0
"4787",44144,1,2,0,0,0
"4788",44151,1,5,0,0,0
"4789",44176,1,3,0,0,0
"4790",44177,1,3,0,0,0
"4791",44207,1,3,0,0,0
"4792",44217,1,5,0,0,0
"4793",44219,1,4,0,0,0
"4794",44225,1,5,0,0,0
"4795",44229,1,4,1,1,0
"4796",44244,1,4,0,0,0
"4797",44256,1,3,0,0,0
"4798",44280,1,4,1,0,0
"4799",44287,1,4,0,0,0
"4800",44290,1,3,0,0,0
"4801",44318,1,4,0,0,0
"4802",44342,1,3,1,0,0
"4803",44347,1,4,1,0,0
"4804",44355,1,3,0,0,0
"4805",44360,1,3,0,0,0
"4806",44361,1,4,0,0,0
"4807",44362,1,3,0,0,0
"4808",44374,1,4,0,0,0
"4809",44376,1,4,0,0,0
"4810",44377,1,4,1,0,0
"4811",44380,1,4,1,3,0
"4812",44404,1,5,0,0,0
"4813",44407,1,3,0,0,0
"4814",44417,1,3,0,0,0
"4815",44419,1,4,0,0,0
"4816",44426,1,3,0,0,0
"4817",44426,1,4,0,0,0
"4818",44428,1,3,1,8,0
"4819",44429,1,3,0,0,0
"4820",44430,1,5,1,3,0
"4821",44430,1,6,1,3,0
"4822",44434,1,5,0,0,0
"4823",44434,1,9,0,0,0
"4824",44442,1,9,1,0,0
"4825",44449,1,3,0,0,0
"4826",44449,1,4,0,0,0
"4827",44455,1,5,0,0,0
"4828",44455,1,6,0,0,0
"4829",44455,1,9,0,0,0
"4830",44456,1,4,0,0,0
"4831",44470,1,4,0,0,0
"4832",44475,1,3,0,0,0
"4833",44481,1,4,1,0,0
"4834",44482,1,3,0,0,0
"4835",44482,1,4,0,0,0
"4836",44491,1,5,0,0,0
"4837",44504,1,3,0,0,0
"4838",44509,1,4,0,0,0
"4839",44517,1,4,0,0,0
"4840",44519,1,2,0,0,0
"4841",44526,1,3,0,0,0
"4842",44526,1,4,0,0,0
"4843",44526,1,7,0,0,0
"4844",44528,1,3,1,0,0
"4845",44530,1,3,0,0,0
"4846",44535,1,4,0,0,0
"4847",44546,1,3,1,0,0
"4848",44554,1,6,0,0,0
"4849",44567,1,3,0,0,0
"4850",44569,1,6,1,5,0
"4851",44570,1,3,1,0,0
"4852",44576,2,4,0,0,0
"4853",44580,1,3,0,0,0
"4854",44583,1,3,0,0,0
"4855",44586,1,6,1,3,0
"4856",44588,1,5,1,0,0
"4857",44588,1,6,0,0,0
"4858",44597,1,5,0,0,0
"4859",44601,1,3,1,0,0
"4860",44643,1,4,0,0,0
"4861",44644,1,4,0,0,0
"4862",44644,1,5,0,0,0
"4863",44647,1,3,1,0,0
"4864",44648,1,4,0,0,0
"4865",44650,1,3,0,0,0
"4866",44667,1,5,1,0,0
"4867",44675,1,3,0,0,0
"4868",44687,1,6,0,0,0
"4869",44687,1,7,0,0,0
"4870",44695,1,3,0,0,0
"4871",44696,1,2,0,0,0
"4872",44704,1,4,0,0,0
"4873",44725,1,3,0,0,0
"4874",44733,1,3,0,0,0
"4875",44733,1,4,0,0,0
"4876",44736,1,6,0,0,0
"4877",44739,1,5,0,0,0
"4878",44748,1,3,0,0,0
"4879",44760,1,6,0,0,0
"4880",44767,1,4,0,0,0
"4881",44788,1,4,0,0,0
"4882",44794,1,4,0,0,0
"4883",44795,1,6,0,0,0
"4884",44805,1,5,0,0,0
"4885",44824,1,4,1,0,0
"4886",44840,1,4,0,0,0
"4887",44860,1,3,1,0,0
"4888",44860,1,4,0,0,0
"4889",44872,1,2,0,0,0
"4890",44873,1,3,0,0,0
"4891",44878,1,6,0,0,0
"4892",44886,1,3,0,0,0
"4893",44887,1,5,0,0,0
"4894",44897,1,6,1,0,0
"4895",44898,1,4,0,0,0
"4896",44900,1,4,1,0,0
"4897",44922,1,3,0,0,0
"4898",44941,1,3,0,0,0
"4899",44941,1,4,0,0,0
"4900",44944,1,3,0,0,0
"4901",44944,1,4,0,0,0
"4902",44948,1,6,0,0,0
"4903",44949,1,6,0,0,0
"4904",44955,1,3,0,0,0
"4905",44966,1,4,0,0,0
"4906",44992,1,5,1,4,0
"4907",45025,1,4,1,0,0
"4908",45028,1,3,1,2,0
"4909",45037,1,5,1,0,0
"4910",45063,1,3,0,0,0
"4911",45066,1,5,0,0,0
"4912",45068,1,3,0,0,0
"4913",45074,1,7,0,0,0
"4914",45077,1,6,0,0,0
"4915",45083,1,3,0,0,0
"4916",45096,1,3,0,0,0
"4917",45096,1,4,0,0,0
"4918",45100,1,3,1,1,0
"4919",45102,1,5,0,0,0
"4920",45102,1,6,0,0,0
"4921",45110,1,4,1,8,0
"4922",45115,1,4,0,0,0
"4923",45116,1,4,0,0,0
"4924",45118,1,3,0,0,0
"4925",45132,1,3,1,6,0
"4926",45144,1,5,0,0,0
"4927",45147,1,4,1,0,0
"4928",45185,1,3,0,0,0
"4929",45205,1,4,1,0,0
"4930",45205,1,5,1,0,0
"4931",45207,1,5,0,0,0
"4932",45209,1,5,0,0,0
"4933",45216,1,3,0,0,0
"4934",45217,1,3,0,0,0
"4935",45223,1,5,0,0,0
"4936",45233,1,3,1,0,0
"4937",45240,1,5,0,0,0
"4938",45248,1,6,0,0,0
"4939",45255,1,3,1,0,0
"4940",45262,1,3,0,0,0
"4941",45265,1,5,0,0,0
"4942",45269,1,3,0,0,0
"4943",45275,1,2,0,0,0
"4944",45285,1,6,1,8,0
"4945",45287,1,5,0,0,0
"4946",45296,1,5,1,3,0
"4947",45335,1,3,1,4,0
"4948",45335,1,4,0,0,0
"4949",45339,1,7,0,0,0
"4950",45340,1,4,0,0,0
"4951",45344,1,3,1,2,0
"4952",45353,1,4,0,0,0
"4953",45356,1,3,0,0,0
"4954",45371,1,5,0,0,0
"4955",45378,1,4,0,0,0
"4956",45379,1,3,1,0,0
"4957",45389,1,3,0,0,0
"4958",45392,1,2,0,0,0
"4959",45392,1,3,0,0,0
"4960",45399,1,5,0,0,0
"4961",45411,1,3,1,0,0
"4962",45427,1,4,0,0,0
"4963",45429,1,7,0,0,0
"4964",45429,1,8,1,0,0
"4965",45431,1,7,1,0,0
"4966",45437,1,3,0,0,0
"4967",45437,1,4,0,0,0
"4968",45440,1,5,0,0,0
"4969",45454,1,3,0,0,0
"4970",45454,1,4,0,0,0
"4971",45455,1,4,0,0,0
"4972",45456,1,4,0,0,0
"4973",45461,1,4,0,0,0
"4974",45465,1,5,0,0,0
"4975",45472,1,3,1,4,0
"4976",45478,1,6,1,0,0
"4977",45480,1,5,0,0,0
"4978",45491,1,3,1,0,0
"4979",45510,1,4,0,0,0
"4980",45518,1,3,1,0,0
"4981",45519,1,3,0,0,0
"4982",45523,1,3,0,0,0
"4983",45530,2,4,0,0,0
"4984",45530,3,3,1,3,0
"4985",45531,1,4,0,0,0
"4986",45534,1,7,0,0,0
"4987",45535,1,9,1,0,0
"4988",45538,1,2,0,0,0
"4989",45538,1,3,0,0,0
"4990",45559,1,3,0,0,0
"4991",45563,1,3,0,0,0
"4992",45565,1,4,1,2,0
"4993",45570,1,4,1,0,0
"4994",45574,1,6,1,0,0
"4995",45577,1,3,0,0,0
"4996",45582,1,5,1,4,0
"4997",45584,1,5,1,0,0
"4998",45600,1,3,0,0,0
"4999",45601,1,4,0,0,0
"5000",45607,1,8,0,0,0
"5001",45607,1,9,0,0,0
"5002",45607,1,10,0,0,0
"5003",45609,1,5,0,0,0
"5004",45612,1,3,0,0,0
"5005",45618,1,3,1,0,0
"5006",45628,1,6,0,0,0
"5007",45631,1,4,0,0,0
"5008",45631,1,5,0,0,0
"5009",45632,1,3,0,0,0
"5010",45633,1,4,1,3,0
"5011",45638,1,7,0,0,0
"5012",45646,1,3,0,0,0
"5013",45662,1,4,0,0,0
"5014",45670,1,4,0,0,0
"5015",45679,1,2,1,0,0
"5016",45692,1,4,0,0,0
"5017",45700,1,6,0,0,0
"5018",45712,1,4,0,0,0
"5019",45717,1,3,1,0,0
"5020",45718,1,2,1,4,0
"5021",45728,1,3,1,2,0
"5022",45728,1,4,0,0,0
"5023",45732,1,4,1,0,0
"5024",45741,1,3,1,9,0
"5025",45751,1,4,0,0,0
"5026",45756,1,3,0,0,0
"5027",45756,1,4,0,0,0
"5028",45766,1,5,1,0,0
"5029",45776,1,5,1,6,0
"5030",45783,1,2,1,0,0
"5031",45792,1,5,0,0,0
"5032",45804,1,3,0,0,0
"5033",45807,1,5,1,6,0
"5034",45809,1,4,1,0,0
"5035",45809,1,5,1,0,0
"5036",45812,1,4,0,0,0
"5037",45819,1,4,0,0,0
"5038",45822,1,2,0,0,0
"5039",45822,1,3,0,0,0
"5040",45829,1,3,0,0,0
"5041",45830,1,3,0,0,0
"5042",45839,1,3,0,0,0
"5043",45844,1,3,1,0,0
"5044",45844,1,6,1,1,0
"5045",45850,1,4,0,0,0
"5046",45854,1,3,1,0,0
"5047",45860,1,5,0,0,0
"5048",45869,1,4,1,0,0
"5049",45880,1,4,0,0,0
"5050",45885,1,2,0,0,0
"5051",45885,1,3,0,0,0
"5052",45887,1,5,0,0,0
"5053",45889,1,3,1,0,0
"5054",45901,1,4,0,0,0
"5055",45913,1,2,0,0,0
"5056",45917,1,4,0,0,0
"5057",45947,1,2,0,0,0
"5058",45951,1,3,0,0,0
"5059",45956,1,4,0,0,0
"5060",45960,1,2,1,0,0
"5061",45969,1,3,0,0,0
"5062",45977,1,2,1,0,0
"5063",45977,1,3,1,0,0
"5064",46006,1,4,0,0,0
"5065",46008,1,4,0,0,0
"5066",46010,1,4,1,0,0
"5067",46029,1,3,0,0,0
"5068",46033,1,3,0,0,0
"5069",46049,1,4,0,0,0
"5070",46054,1,4,0,0,0
"5071",46062,1,3,0,0,0
"5072",46064,1,5,1,0,0
"5073",46064,1,6,0,0,0
"5074",46064,1,9,1,0,0
"5075",46064,1,10,0,0,0
"5076",46067,1,3,0,0,0
"5077",46070,1,3,0,0,0
"5078",46077,1,3,0,0,0
"5079",46082,1,4,1,5,0
"5080",46084,1,6,1,0,0
"5081",46093,1,7,1,0,0
"5082",46093,1,8,0,0,0
"5083",46093,1,10,0,0,0
"5084",46093,1,11,0,0,0
"5085",46099,1,5,1,0,0
"5086",46105,1,3,1,4,0
"5087",46108,1,3,1,0,24
"5088",46109,1,3,0,0,0
"5089",46115,1,3,1,6,0
"5090",46115,1,4,0,0,0
"5091",46118,1,4,0,0,0
"5092",46122,1,3,1,0,0
"5093",46137,1,6,1,0,0
"5094",46146,1,6,0,0,0
"5095",46158,1,3,1,0,0
"5096",46159,1,3,1,5,0
"5097",46159,1,4,0,0,0
"5098",46160,1,3,1,5,0
"5099",46160,1,4,0,0,0
"5100",46165,1,4,0,0,0
"5101",46169,1,3,0,0,0
"5102",46172,1,4,1,3,0
"5103",46183,1,5,0,0,0
"5104",46199,1,6,1,0,0
"5105",46202,1,2,0,0,0
"5106",46203,1,2,0,0,0
"5107",46211,1,2,0,0,0
"5108",46212,1,2,0,0,0
"5109",46213,1,3,0,0,0
"5110",46215,1,3,1,0,0
"5111",46219,1,2,0,0,0
"5112",46226,1,4,0,0,0
"5113",46229,1,5,0,0,0
"5114",46229,1,6,0,0,0
"5115",46238,1,4,1,0,0
"5116",46251,1,3,0,0,0
"5117",46254,1,4,0,0,0
"5118",46264,1,2,1,1,0
"5119",46271,1,3,0,0,0
"5120",46273,1,4,0,0,0
"5121",46279,1,3,0,0,0
"5122",46293,1,3,1,2,0
"5123",46297,1,4,0,0,0
"5124",46298,1,2,0,0,0
"5125",46298,1,3,0,0,0
"5126",46307,1,3,1,0,24
"5127",46314,1,4,0,0,0
"5128",46315,1,4,1,5,0
"5129",46319,1,3,0,0,0
"5130",46322,1,3,0,0,0
"5131",46329,1,3,0,0,0
"5132",46329,1,4,0,0,0
"5133",46332,1,4,1,0,0
"5134",46339,1,7,1,4,0
"5135",46346,1,4,0,0,0
"5136",46348,1,4,0,0,0
"5137",46352,1,3,1,5,0
"5138",46360,1,5,1,0,0
"5139",46360,1,6,0,0,0
"5140",46363,1,5,1,5,0
"5141",46366,1,6,1,0,0
"5142",46369,1,3,0,0,0
"5143",46371,1,5,1,0,0
"5144",46384,2,2,1,3,0
"5145",46402,1,4,1,0,0
"5146",46402,1,7,0,0,0
"5147",46422,1,2,1,0,0
"5148",46426,1,5,0,0,0
"5149",46432,1,3,0,0,0
"5150",46437,1,6,0,0,0
"5151",46437,1,7,0,0,0
"5152",46440,1,5,1,0,0
"5153",46441,1,5,0,0,0
"5154",46483,1,3,0,0,0
"5155",46494,1,4,1,0,0
"5156",46496,1,5,0,0,0
"5157",46500,1,4,0,0,0
"5158",46503,1,3,0,0,0
"5159",46504,1,4,0,0,0
"5160",46504,1,5,0,0,0
"5161",46513,1,4,1,0,0
"5162",46513,1,5,0,0,0
"5163",46526,1,5,0,0,0
"5164",46544,1,7,0,0,0
"5165",46546,1,3,0,0,0
"5166",46553,1,5,0,0,0
"5167",46557,1,3,0,0,0
"5168",46562,1,5,0,0,0
"5169",46569,1,3,0,0,0
"5170",46570,1,5,0,0,0
"5171",46575,1,3,0,0,0
"5172",46575,1,4,0,0,0
"5173",46575,1,8,0,0,0
"5174",46577,1,5,1,0,0
"5175",46579,1,5,0,0,0
"5176",46587,1,3,0,0,0
"5177",46595,1,2,0,0,0
"5178",46600,1,2,0,0,0
"5179",46607,1,7,0,0,0
"5180",46609,1,3,0,0,0
"5181",46613,1,3,0,0,0
"5182",46616,1,4,0,0,0
"5183",46616,1,5,0,0,0
"5184",46628,1,4,0,0,0
"5185",46629,1,3,0,0,0
"5186",46631,1,3,0,0,0
"5187",46633,1,5,0,0,0
"5188",46638,1,5,0,0,0
"5189",46646,3,3,0,0,0
"5190",46651,1,4,0,0,0
"5191",46651,1,5,0,0,0
"5192",46661,1,4,1,0,0
"5193",46706,1,3,0,0,0
"5194",46715,1,6,1,0,0
"5195",46717,1,4,1,0,0
"5196",46720,1,4,1,0,0
"5197",46725,1,3,1,3,0
"5198",46730,1,4,0,0,0
"5199",46744,1,5,0,0,0
"5200",46750,1,5,1,0,0
"5201",46753,1,2,1,0,0
"5202",46754,2,3,0,0,0
"5203",46771,1,5,1,0,0
"5204",46779,1,3,1,0,0
"5205",46791,1,4,0,0,0
"5206",46793,1,5,0,0,0
"5207",46794,1,4,1,0,0
"5208",46796,1,3,1,0,23
"5209",46798,1,3,0,0,0
"5210",46800,1,4,1,0,0
"5211",46813,1,3,0,0,0
"5212",46813,1,4,0,0,0
"5213",46814,1,3,0,0,0
"5214",46833,1,2,1,0,0
"5215",46833,1,3,0,0,0
"5216",46842,1,2,0,0,0
"5217",46845,1,4,1,0,0
"5218",46850,1,3,1,0,0
"5219",46914,1,3,0,0,0
"5220",46921,1,4,0,0,0
"5221",46927,1,3,0,0,0
"5222",46928,1,6,1,0,0
"5223",46929,1,4,1,0,0
"5224",46930,1,7,0,0,100
"5225",46934,1,3,0,0,0
"5226",46958,1,3,0,0,0
"5227",46972,1,7,0,0,0
"5228",46976,1,3,1,0,0
"5229",47008,1,4,0,0,0
"5230",47012,1,6,1,0,0
"5231",47020,1,3,0,0,0
"5232",47027,1,6,0,0,0
"5233",47035,1,4,0,0,0
"5234",47037,1,3,1,0,0
"5235",47041,1,3,0,0,0
"5236",47050,1,6,1,0,0
"5237",47054,1,3,1,0,0
"5238",47071,1,3,0,0,0
"5239",47079,1,4,0,0,0
"5240",47106,1,4,1,2,0
"5241",47117,2,4,1,0,0
"5242",47117,2,5,1,0,0
"5243",47124,1,3,1,0,0
"5244",47124,1,4,1,8,0
"5245",47139,1,4,0,0,0
"5246",47148,1,5,0,0,0
"5247",47157,1,4,0,0,0
"5248",47163,1,3,0,0,0
"5249",47169,1,4,0,0,0
"5250",47171,1,3,0,0,0
"5251",47172,1,4,0,0,0
"5252",47184,1,2,0,0,0
"5253",47190,1,6,0,0,0
"5254",47214,1,3,1,3,0
"5255",47228,1,4,0,0,0
"5256",47231,1,3,0,0,0
"5257",47253,1,3,1,0,0
"5258",47253,1,4,0,0,0
"5259",47255,1,4,1,0,0
"5260",47255,1,7,0,0,0
"5261",47264,1,3,0,0,0
"5262",47296,1,4,0,0,0
"5263",47311,1,3,1,0,0
"5264",47311,1,4,0,0,0
"5265",47315,1,4,0,0,0
"5266",47321,1,6,0,0,0
"5267",47334,1,3,1,0,0
"5268",47334,1,4,1,0,0
"5269",47334,1,5,1,0,0
"5270",47337,1,3,0,0,0
"5271",47338,1,2,0,0,0
"5272",47345,1,5,1,0,0
"5273",47350,1,3,1,0,0
"5274",47350,1,4,1,0,0
"5275",47356,1,8,0,0,0
"5276",47370,1,5,0,0,0
"5277",47371,1,7,0,0,0
"5278",47380,1,4,0,0,0
"5279",47410,1,6,0,0,0
"5280",47421,1,4,0,0,0
"5281",47432,1,7,1,0,0
"5282",47446,1,3,0,0,0
"5283",47454,1,3,1,2,0
"5284",47473,1,2,1,0,0
"5285",47473,1,3,0,0,0
"5286",47479,1,4,0,0,0
"5287",47481,1,6,0,0,0
"5288",47484,1,3,0,0,0
"5289",47498,1,3,0,0,0
"5290",47503,1,5,0,0,0
"5291",47504,1,4,0,0,0
