"","vivienda","tipo_vivienda","electricidad","acueducto","alcantarillado","recoleccion_basuras","internet","gas","mes_ref","dia_ref","cabecera","region"
"38339",60504,2,1,1,1,1,1,1,6,3,1,5
"38340",60505,1,1,1,1,1,1,1,6,3,1,2
"38341",60506,3,1,1,0,1,0,0,6,6,0,2
"38342",60508,2,1,1,1,1,1,1,6,3,1,3
"38343",60509,1,1,0,0,1,1,0,6,8,1,6
"38344",60510,2,1,1,1,1,1,1,6,8,1,2
"38345",60511,1,1,1,1,1,1,1,6,3,1,1
"38346",60512,1,1,1,0,0,0,1,6,8,0,2
"38347",60513,2,1,1,1,1,1,1,6,4,1,2
"38348",60514,2,1,1,1,1,1,1,6,3,1,1
"38349",60515,1,1,1,1,1,1,1,6,1,1,3
"38350",60516,1,1,1,1,1,1,1,6,3,1,5
"38351",60517,1,1,1,1,1,1,0,6,3,1,4
"38352",60519,1,1,1,1,1,1,1,6,8,1,4
"38353",60520,2,1,1,1,1,1,1,6,3,1,5
"38354",60521,1,1,1,1,1,1,1,6,3,1,2
"38355",60522,2,1,1,1,1,1,1,6,6,1,5
"38356",60523,1,1,1,1,1,1,1,6,8,1,2
"38357",60524,2,1,1,1,1,1,1,6,3,1,4
"38358",60525,2,1,1,0,1,1,1,6,1,1,6
"38359",60526,1,1,1,1,1,1,1,6,8,1,3
"38360",60527,1,1,1,0,0,0,1,6,4,0,2
"38361",60529,2,1,1,1,1,1,1,6,8,1,4
"38362",60530,1,1,1,1,1,0,1,6,3,1,2
"38363",60531,2,1,1,1,1,1,0,6,8,1,2
"38364",60532,2,1,1,1,1,1,1,6,3,1,4
"38365",60533,1,1,1,1,0,0,1,6,7,0,2
"38366",60534,2,1,1,1,1,1,1,6,7,1,5
"38367",60535,2,1,0,0,1,1,1,6,6,0,4
"38368",60536,1,1,1,1,1,1,1,6,8,1,2
"38369",60537,1,1,1,1,0,0,0,6,3,0,1
"38370",60538,1,1,1,1,1,1,1,6,1,1,1
"38371",60539,1,1,1,0,0,0,0,6,4,0,2
"38372",60540,1,1,1,0,0,1,1,6,5,0,4
"38373",60541,2,1,1,1,1,1,1,6,6,1,2
"38374",60542,2,1,1,1,1,1,1,6,1,1,4
"38375",60543,2,1,1,1,1,1,1,6,8,1,2
"38376",60544,1,1,1,0,0,1,1,6,6,0,2
"38377",60546,2,1,1,1,1,1,1,6,8,1,5
"38378",60548,1,1,1,1,0,0,1,6,7,0,2
"38379",60549,1,1,1,1,1,1,1,6,1,1,2
"38380",60550,1,1,1,0,0,1,0,6,1,0,2
"38381",60554,2,1,1,1,1,1,1,6,3,1,1
"38382",60555,1,1,1,1,1,0,1,6,8,1,3
"38383",60556,1,0,0,0,1,0,0,6,1,0,4
"38384",60557,2,1,1,1,1,1,1,6,8,1,2
"38385",60558,2,1,1,1,1,0,1,6,5,1,5
"38386",60559,1,1,1,1,0,0,0,6,3,0,1
"38387",60560,2,1,1,1,1,1,1,6,7,1,1
"38388",60561,1,1,1,0,0,1,0,6,5,0,4
"38389",60562,1,1,1,1,1,1,1,6,8,1,1
"38390",60563,1,1,1,1,0,1,1,6,7,0,2
"38391",60564,1,1,1,1,0,1,0,6,7,0,2
"38392",60565,2,1,1,1,1,1,1,6,1,1,2
"38393",60566,2,1,1,1,1,1,1,6,1,1,2
"38394",60567,1,1,1,0,0,1,0,6,6,0,1
"38395",60569,1,1,1,0,0,1,0,6,3,0,2
"38396",60570,3,1,1,1,1,0,0,6,1,1,3
"38397",60571,1,1,1,0,0,1,0,6,6,0,2
"38398",60572,2,1,1,1,1,1,1,6,1,1,2
"38399",60573,1,1,1,1,0,1,0,6,3,0,1
"38400",60574,1,1,1,1,1,1,1,6,7,1,1
"38401",60575,1,1,1,1,0,0,0,6,7,0,2
"38402",60577,1,1,1,1,1,1,1,6,3,1,1
"38403",60578,1,1,1,0,0,0,0,6,6,0,2
"38404",60579,1,1,1,0,1,0,1,6,8,0,2
"38405",60580,2,1,1,1,1,1,1,6,8,1,3
"38406",60581,2,1,1,1,1,0,0,6,6,0,4
"38407",60582,2,1,1,1,1,1,1,6,3,1,2
"38408",60583,2,1,1,1,1,1,1,6,7,1,5
"38409",60584,2,1,1,1,1,1,1,6,8,1,1
"38410",60585,2,1,1,1,1,1,1,6,1,1,4
"38411",60586,2,1,1,1,1,1,1,6,3,1,4
"38412",60587,2,1,1,1,1,1,1,6,7,1,2
"38413",60588,1,1,1,1,1,1,1,6,3,0,2
"38414",60589,2,1,1,1,1,1,1,6,7,1,2
"38415",60590,2,1,1,1,1,1,1,6,5,1,2
"38416",60591,1,1,1,0,0,0,0,6,6,0,2
"38417",60593,1,1,1,1,0,1,1,6,7,0,2
"38418",60594,2,1,1,1,1,0,0,6,6,1,2
"38419",60595,1,1,1,1,1,1,1,6,3,0,1
"38420",60596,1,1,1,1,1,1,1,6,8,1,2
"38421",60597,1,1,0,0,0,0,0,6,8,1,4
"38422",60599,1,1,1,1,1,1,1,6,1,1,5
"38423",60600,2,1,1,1,1,1,1,6,8,1,2
"38424",60602,1,1,1,0,0,1,1,6,4,0,2
"38425",60603,1,1,1,0,1,0,1,6,6,0,2
"38426",60604,2,1,1,0,1,1,1,6,1,1,6
"38427",60605,1,1,1,1,1,0,0,6,3,0,4
"38428",60606,2,1,1,1,1,1,1,6,8,1,4
"38429",60607,2,1,1,1,1,1,1,6,3,1,5
"38430",60608,2,1,1,1,1,1,1,6,1,1,1
"38431",60609,2,1,1,1,1,1,1,6,7,1,2
"38432",60610,1,1,1,1,1,0,1,6,5,0,4
"38433",60611,1,1,1,0,0,0,0,6,7,0,1
"38434",60612,2,1,1,1,1,1,1,6,8,1,2
"38435",60613,2,1,1,1,1,1,1,6,4,1,5
"38436",60614,1,1,1,1,1,0,0,6,8,0,4
"38437",60615,1,1,1,1,1,0,1,6,8,1,4
"38438",60616,2,1,1,1,1,1,1,6,1,1,5
"38439",60617,1,1,1,0,0,0,0,6,3,0,1
"38440",60618,2,1,1,1,1,1,1,6,3,1,2
"38441",60619,2,1,1,1,1,1,1,6,8,1,1
"38442",60620,1,1,1,0,0,0,0,6,5,0,1
"38443",60621,1,1,1,1,1,0,1,6,4,0,1
"38444",60622,1,1,1,0,0,0,0,6,3,0,1
"38445",60623,2,1,1,1,1,1,1,6,1,1,1
"38446",60624,2,1,1,1,1,1,1,6,7,1,5
"38447",60626,2,1,1,1,1,1,1,6,5,1,2
"38448",60627,1,1,1,0,0,0,1,6,5,0,2
"38449",60629,1,1,1,0,0,0,0,6,7,0,1
"38450",60630,3,1,1,1,1,1,1,6,7,1,5
"38451",60631,2,1,1,1,1,1,1,6,5,1,5
"38452",60632,2,1,1,1,1,1,1,6,8,1,5
"38453",60633,2,1,1,1,1,0,0,6,3,1,2
"38454",60634,1,1,1,1,0,0,0,6,8,0,1
"38455",60635,2,1,1,1,1,1,1,6,1,1,5
"38456",60636,1,1,1,1,1,1,1,6,1,0,2
"38457",60637,2,1,1,1,1,1,1,6,4,1,5
"38458",60639,3,1,1,0,0,0,0,6,3,0,2
"38459",60640,1,1,1,1,1,1,1,6,8,1,3
"38460",60641,1,1,1,0,0,0,1,6,6,0,2
"38461",60643,1,1,1,1,0,0,1,6,7,0,2
"38462",60644,1,1,1,0,0,0,0,6,8,0,4
"38463",60645,2,1,1,1,1,1,1,6,1,1,5
"38464",60646,1,1,1,1,0,0,1,6,7,0,2
"38465",60647,2,1,1,0,1,1,0,6,3,0,4
"38466",60648,2,1,1,1,1,0,1,6,8,1,1
"38467",60649,1,1,1,0,0,1,0,6,7,0,2
"38468",60650,1,0,1,0,0,1,1,6,3,0,2
"38469",60651,2,1,1,1,1,1,1,6,7,1,5
"38470",60652,2,1,1,1,1,1,1,6,1,1,2
"38471",60653,1,1,0,0,1,0,1,6,7,0,4
"38472",60654,1,1,1,1,1,0,1,6,8,1,4
"38473",60655,2,1,1,1,1,1,1,6,8,1,2
"38474",60656,1,1,1,0,0,1,1,6,4,0,4
"38475",60657,2,1,1,1,1,1,1,6,3,1,2
"38476",60658,1,1,0,0,0,0,0,6,6,0,2
"38477",60659,1,1,1,1,1,1,1,6,7,0,4
"38478",60660,1,1,1,0,0,1,1,6,3,0,4
"38479",60661,1,1,1,1,1,1,0,6,1,0,4
"38480",60662,2,1,1,1,1,1,1,6,8,1,2
"38481",60664,1,1,1,1,1,1,1,6,4,0,4
"38482",60665,2,1,1,1,1,1,1,6,7,1,5
"38483",60666,1,1,1,0,0,0,0,6,4,0,4
"38484",60668,1,1,1,0,0,1,0,6,4,0,2
"38485",60670,1,1,1,0,0,0,1,6,4,0,2
"38486",60671,1,1,1,1,0,1,0,6,8,0,1
"38487",60672,1,1,1,1,0,0,1,6,3,0,1
"38488",60673,2,1,0,0,1,1,1,6,7,0,4
"38489",60674,1,1,1,0,0,0,0,6,7,0,4
"38490",60675,1,1,1,0,0,0,0,6,1,0,1
"38491",60676,2,1,1,1,1,1,1,6,8,1,4
"38492",60678,1,1,1,0,0,1,1,6,1,0,2
"38493",60680,1,1,1,1,1,1,1,6,7,0,1
"38494",60681,1,1,1,1,1,0,1,6,4,0,4
"38495",60682,1,1,1,0,0,1,1,6,4,0,2
"38496",60683,1,1,1,0,0,0,0,6,8,0,1
"38497",60684,1,1,1,1,1,1,1,6,1,1,2
"38498",60685,2,1,1,1,1,1,1,6,1,1,2
"38499",60686,2,1,1,1,1,1,1,6,7,0,4
"38500",60687,2,1,1,1,1,1,1,6,6,1,5
"38501",60688,1,1,1,0,1,0,1,6,3,0,2
"38502",60689,1,1,1,1,1,1,1,6,1,1,1
"38503",60690,2,1,1,1,1,1,1,6,8,1,5
"38504",60691,1,1,1,0,0,1,0,5,1,0,4
"38505",60692,1,1,1,0,0,0,0,6,1,0,4
"38506",60693,1,1,0,0,1,0,0,6,3,1,4
"38507",60694,2,1,1,1,1,1,1,6,1,1,5
"38508",60695,2,1,1,1,1,1,1,6,1,1,2
"38509",60696,1,1,1,0,0,1,1,6,6,0,2
"38510",60697,2,1,1,1,1,1,1,6,6,1,2
"38511",60698,1,1,1,0,0,1,0,6,6,0,4
"38512",60699,2,1,1,1,1,1,1,6,1,1,2
"38513",60700,2,1,1,1,1,1,1,6,7,1,5
"38514",60701,1,1,1,1,0,1,1,6,7,0,2
"38515",60703,2,1,1,1,1,1,1,6,1,1,2
"38516",60704,1,1,1,1,0,0,0,6,8,0,1
"38517",60705,1,1,0,0,1,1,1,6,1,0,4
"38518",60707,1,1,1,0,0,0,1,6,1,0,2
"38519",60708,2,1,1,1,1,1,1,6,1,1,2
"38520",60709,1,1,0,0,1,1,0,6,3,1,4
"38521",60710,1,1,1,0,1,1,1,6,3,0,2
"38522",60712,2,1,1,1,1,1,1,6,7,1,5
"38523",60713,1,1,0,0,1,0,1,6,8,1,4
"38524",60717,1,1,1,0,0,0,0,6,7,0,2
"38525",60718,1,1,1,1,0,1,1,6,1,0,2
"38526",60720,1,1,1,1,1,0,1,6,8,1,5
"38527",60721,2,1,1,1,1,0,0,6,1,1,2
"38528",60723,2,1,1,1,1,1,1,6,7,1,2
"38529",60724,2,1,1,1,1,1,1,6,1,1,2
"38530",60726,2,1,1,1,1,1,1,6,7,1,2
"38531",60727,1,1,0,0,0,0,1,6,5,0,2
"38532",60729,1,1,1,1,0,0,0,6,7,0,2
"38533",60730,2,1,1,0,1,1,1,6,8,1,6
"38534",60731,1,1,1,0,1,1,1,6,3,0,2
"38535",60732,1,1,1,0,0,0,0,6,5,0,4
"38536",60733,1,1,1,1,0,1,0,6,8,0,1
"38537",60734,1,1,0,0,1,1,1,6,6,0,4
"38538",60735,1,1,0,0,0,0,0,6,7,0,2
"38539",60737,2,1,1,1,1,1,0,6,1,1,3
"38540",60738,1,1,1,1,0,1,1,6,4,0,2
"38541",60739,1,1,1,0,0,1,1,6,6,0,4
"38542",60740,1,1,1,1,1,1,1,6,1,1,3
"38543",60741,1,1,1,0,0,1,1,6,7,0,2
"38544",60742,2,1,1,1,1,1,1,6,1,1,2
"38545",60743,1,1,1,1,1,1,1,6,8,1,1
"38546",60744,1,1,0,0,1,1,0,6,4,1,4
"38547",60745,1,1,1,0,1,0,1,6,3,0,2
"38548",60746,1,1,1,1,1,1,1,6,6,0,1
"38549",60747,2,1,1,1,1,1,1,6,7,1,2
"38550",60748,1,1,0,0,0,0,1,6,4,0,2
"38551",60750,1,1,1,0,0,0,0,6,8,0,1
"38552",60751,2,1,1,1,1,1,1,6,6,1,5
"38553",60752,2,1,1,1,1,1,1,6,8,1,5
"38554",60753,1,1,1,0,0,1,0,6,6,0,2
"38555",60754,1,1,1,1,1,0,1,6,1,1,3
"38556",60755,1,1,0,0,1,0,1,6,8,1,4
"38557",60756,1,1,1,1,1,1,1,6,6,0,4
"38558",60757,1,1,1,1,1,0,1,6,7,1,2
"38559",60758,2,1,0,0,1,0,0,6,3,0,2
"38560",60759,1,1,1,0,0,0,0,6,6,0,2
"38561",60760,2,1,1,1,1,1,1,6,8,1,5
"38562",60762,2,1,1,1,1,1,1,6,6,1,5
"38563",60763,2,1,1,1,1,1,1,6,7,1,2
"38564",60764,1,1,0,0,1,1,0,6,1,1,4
"38565",60765,2,1,1,1,1,1,0,6,6,1,3
"38566",60767,2,1,1,1,1,0,1,6,5,1,2
"38567",60768,1,1,0,0,1,1,0,6,6,0,4
"38568",60769,1,1,1,1,1,0,1,6,6,1,2
"38569",60770,1,1,1,0,0,0,0,6,6,0,2
"38570",60771,1,1,1,1,1,1,1,6,8,1,1
"38571",60772,2,1,1,1,1,1,1,6,6,1,5
"38572",60773,1,1,0,0,1,0,0,6,8,1,4
"38573",60774,2,1,1,1,1,1,0,6,6,0,4
"38574",60812,1,1,1,1,1,0,0,6,3,1,4
"38575",60813,1,1,1,1,1,0,1,6,5,1,2
"38576",60814,3,1,1,1,1,1,0,6,4,1,3
"38577",60815,2,1,1,1,1,1,1,6,5,1,5
"38578",60816,2,1,1,1,1,1,1,6,8,1,5
"38579",60817,1,1,0,0,0,1,0,6,1,0,3
"38580",60818,1,1,1,1,1,1,1,6,4,1,1
"38581",60819,1,1,1,1,1,1,1,6,6,1,2
"38582",60820,2,1,1,1,1,1,1,6,7,1,5
"38583",60822,1,1,1,1,1,0,1,6,8,1,5
"38584",60824,2,1,1,1,1,1,1,6,6,1,3
"38585",60825,2,1,1,1,1,0,1,6,5,1,5
"38586",60826,1,1,0,0,0,1,0,6,1,0,3
"38587",60827,2,1,1,1,1,1,1,6,4,1,1
"38588",60828,1,1,1,0,1,1,0,6,3,0,2
"38589",60829,1,1,0,0,0,0,1,6,5,0,2
"38590",60830,1,1,0,0,1,0,0,6,5,1,4
"38591",60831,2,1,1,1,1,1,1,6,7,1,5
"38592",60832,1,1,1,1,1,1,1,6,5,1,2
"38593",60834,1,1,1,1,1,0,1,6,8,1,4
"38594",60836,2,1,1,1,1,1,1,6,8,1,3
"38595",60838,1,1,1,1,1,1,1,6,6,1,5
"38596",60840,1,1,0,0,0,1,0,6,3,0,3
"38597",60841,1,1,1,0,1,0,0,6,4,0,4
"38598",60843,3,1,1,1,1,1,1,6,5,1,5
"38599",60844,2,1,1,1,1,1,1,6,5,1,5
"38600",60846,1,1,1,1,1,0,1,6,8,1,2
"38601",60847,2,1,1,1,1,1,1,6,1,1,5
"38602",60848,1,1,0,0,0,1,0,6,3,0,3
"38603",60849,1,1,1,1,1,1,1,6,6,1,5
"38604",60850,2,1,1,1,1,1,1,6,6,1,3
"38605",60851,1,1,0,0,0,1,0,6,5,0,3
"38606",60852,2,1,1,1,1,0,1,6,4,1,3
"38607",60853,2,1,1,1,1,1,1,6,3,1,5
"38608",60854,3,1,1,1,1,0,0,6,7,1,3
"38609",60855,2,1,1,1,1,0,1,6,8,1,2
"38610",60856,1,1,1,1,1,1,1,6,5,1,1
"38611",60857,2,1,1,1,1,0,1,6,5,1,2
"38612",60858,2,1,1,1,1,0,1,6,4,1,2
"38613",60859,1,1,1,1,1,1,1,6,3,1,4
"38614",60860,2,1,0,0,1,0,0,6,6,1,1
"38615",60861,1,1,1,1,1,0,1,6,4,1,2
"38616",60862,1,1,0,0,1,0,0,6,5,0,2
"38617",60863,1,1,1,0,1,1,1,6,8,0,2
"38618",60864,1,1,1,1,1,1,1,6,4,1,4
"38619",60865,2,1,1,1,1,1,1,6,8,1,2
"38620",60866,1,1,1,0,0,0,0,6,1,0,3
"38621",60867,3,1,1,1,1,1,1,6,3,1,2
"38622",60869,1,1,0,0,0,1,0,6,5,0,3
"38623",60870,2,1,1,1,1,1,1,6,6,1,2
"38624",60871,1,1,0,0,0,0,1,6,4,0,3
"38625",60872,1,1,1,1,1,1,1,6,4,1,1
"38626",60873,1,1,0,0,0,1,1,6,8,0,2
"38627",60874,1,1,1,1,1,1,0,6,6,1,4
"38628",60875,1,1,0,0,0,1,0,6,4,0,3
"38629",60876,1,1,1,1,1,1,1,6,7,1,5
"38630",60877,2,1,1,1,1,1,1,6,3,1,3
"38631",60878,2,1,1,1,1,0,1,6,1,1,5
"38632",60879,1,1,1,0,0,0,0,6,6,0,1
"38633",60881,1,1,0,0,1,0,0,6,3,0,2
"38634",60882,2,1,1,1,1,1,1,6,8,1,4
"38635",60883,2,1,1,1,1,1,1,6,3,1,5
"38636",60884,1,1,0,1,0,1,0,6,4,0,2
"38637",60885,2,1,1,1,1,0,1,6,3,1,5
"38638",60886,1,1,1,1,1,1,1,6,5,1,2
"38639",60887,2,1,1,1,1,0,1,6,3,1,2
"38640",60888,1,1,1,1,1,0,1,6,1,1,5
"38641",60889,1,1,0,0,0,0,0,6,7,0,2
"38642",60890,2,1,1,1,1,0,1,6,5,1,5
"38643",60891,2,1,1,1,1,0,1,6,4,1,5
"38644",60892,1,1,0,0,0,0,1,6,1,0,3
"38645",60893,2,1,1,1,1,0,1,6,7,1,2
"38646",60894,1,1,1,1,1,1,1,6,4,1,2
"38647",60895,1,1,1,1,1,1,1,6,5,1,2
"38648",60896,1,1,0,0,0,0,1,6,3,0,2
"38649",60897,2,1,1,1,1,1,1,6,1,1,2
"38650",60898,1,1,1,1,1,1,1,6,5,1,2
"38651",60899,2,1,1,1,1,1,1,6,4,1,3
"38652",60900,2,1,1,1,1,0,1,6,6,1,2
"38653",60901,3,1,1,1,1,0,0,6,5,1,2
"38654",60902,2,1,1,1,1,1,1,6,4,1,5
"38655",60903,2,1,1,0,0,0,0,6,6,0,1
"38656",60904,1,1,0,0,1,0,0,6,3,0,2
"38657",60905,1,1,1,1,1,1,1,6,5,1,3
"38658",60906,1,1,0,0,1,0,0,6,7,1,4
"38659",60907,1,1,1,1,1,0,1,6,8,1,1
"38660",60908,2,1,1,1,1,1,1,6,3,1,5
"38661",60909,3,1,1,1,1,1,0,6,3,1,3
"38662",60910,1,1,1,1,1,1,1,6,7,1,3
"38663",60911,1,1,1,1,1,0,1,6,3,1,2
"38664",60912,2,1,1,1,1,1,1,6,5,1,5
"38665",60913,1,1,1,1,1,1,1,6,5,1,2
"38666",60914,2,1,1,1,1,0,1,6,1,1,5
"38667",60916,1,1,1,1,1,0,1,6,4,1,2
"38668",60918,2,1,1,1,1,1,1,6,7,1,5
"38669",60919,2,1,1,1,1,1,1,6,3,1,3
"38670",60921,1,1,1,1,1,1,1,6,5,0,2
"38671",60922,1,1,1,1,1,1,1,6,3,1,3
"38672",60924,1,1,1,1,1,1,1,6,1,1,5
"38673",60926,2,1,1,1,1,1,1,6,4,1,5
"38674",60927,2,1,1,1,1,1,1,6,6,1,1
"38675",60928,1,1,1,1,1,1,1,6,4,1,5
"38676",60929,1,1,1,0,1,0,0,6,7,0,4
"38677",60930,1,1,1,1,1,1,1,6,8,1,2
"38678",60931,1,1,1,1,1,0,1,6,5,1,5
"38679",60932,1,1,1,1,1,1,1,6,3,1,3
"38680",60933,1,1,0,0,0,0,0,6,3,0,3
"38681",60934,2,1,1,0,1,1,1,6,5,1,6
"38682",60935,1,1,1,1,1,1,1,6,4,1,1
"38683",60936,1,1,1,1,1,1,1,6,3,1,5
"38684",60937,2,1,1,1,1,1,1,6,8,1,3
"38685",60938,1,1,1,1,1,1,1,6,6,1,5
"38686",60940,2,1,1,1,1,1,1,6,3,1,5
"38687",60941,2,1,1,1,1,1,1,6,1,1,5
"38688",60942,1,1,1,1,1,1,1,6,5,1,5
"38689",60943,1,1,1,0,0,0,0,6,5,0,2
"38690",60944,1,1,0,0,0,0,0,6,7,1,4
"38691",60945,1,1,0,0,1,1,0,6,3,1,6
"38692",60946,2,1,1,1,1,1,1,6,5,1,5
"38693",60947,2,1,1,1,1,0,1,6,4,1,2
"38694",60948,1,1,0,0,0,1,0,6,3,0,3
"38695",60949,2,1,1,1,1,0,1,6,7,1,3
"38696",60950,1,1,1,1,1,1,1,6,8,1,3
"38697",60951,1,1,0,0,0,0,1,6,7,0,2
"38698",60952,2,1,1,1,1,1,1,6,4,1,2
"38699",60953,1,1,0,0,1,0,0,6,6,1,4
"38700",60954,2,1,1,1,1,1,1,6,1,1,2
"38701",60955,1,1,1,0,0,0,1,6,5,1,1
"38702",60956,2,1,0,0,1,0,1,6,3,0,2
"38703",60957,2,1,1,1,1,1,1,6,5,1,5
"38704",60958,2,1,1,1,1,1,1,6,4,1,1
"38705",60959,1,1,1,1,1,1,1,6,5,1,5
"38706",60960,2,1,1,1,1,0,1,6,6,1,5
"38707",60961,1,1,1,1,1,1,1,6,7,1,3
"38708",60962,2,1,1,1,1,1,1,6,7,1,5
"38709",60964,2,1,1,1,1,1,1,6,3,1,5
"38710",60965,1,1,1,1,1,1,1,6,3,1,3
"38711",60967,1,1,1,1,1,1,1,6,1,1,2
"38712",60968,1,1,1,1,1,0,1,6,8,1,1
"38713",60969,2,1,1,1,1,1,0,6,6,1,4
"38714",60970,2,1,1,1,1,1,1,6,4,1,1
"38715",60971,2,1,1,1,1,0,1,6,3,1,2
"38716",60972,2,1,1,1,1,1,0,6,5,1,3
"38717",60974,2,1,1,1,1,1,1,6,5,1,3
"38718",60975,1,1,0,0,0,1,1,6,7,0,2
"38719",60976,1,1,1,1,1,1,1,6,3,1,3
"38720",60977,2,1,1,1,1,0,1,6,4,1,1
"38721",60978,1,1,0,0,1,1,0,6,4,1,6
"38722",60979,1,1,1,1,1,0,1,6,5,1,1
"38723",60980,1,1,1,1,1,1,1,6,8,1,3
"38724",60981,2,1,1,1,1,1,1,6,1,1,2
"38725",60982,2,1,1,1,1,1,1,6,1,1,2
"38726",60983,1,1,1,1,1,1,1,6,6,1,5
"38727",60984,2,1,1,0,1,1,1,6,7,1,6
"38728",60985,1,1,1,1,1,1,1,6,3,1,5
"38729",60986,2,1,1,1,1,1,1,6,3,1,2
"38730",60987,2,1,1,1,1,1,1,6,4,1,3
"38731",60988,2,1,1,1,1,1,1,6,5,1,3
"38732",60989,1,1,1,1,1,1,1,6,8,1,1
"38733",60990,1,1,1,1,1,1,1,6,7,1,5
"38734",60991,1,1,1,1,1,1,1,6,5,1,2
"38735",60992,1,1,1,0,0,0,0,6,4,0,3
"38736",60993,1,1,1,0,1,1,0,6,1,0,4
"38737",60994,1,1,1,1,1,0,1,6,8,1,2
"38738",60995,1,1,0,0,1,0,0,6,6,1,4
"38739",60996,1,1,0,0,1,1,0,6,4,1,6
"38740",60997,1,1,1,1,1,1,1,6,6,1,5
"38741",60998,1,1,1,1,1,1,1,6,7,1,1
"38742",60999,1,1,1,1,1,0,1,6,3,1,2
"38743",61001,2,1,1,1,1,1,1,6,3,1,2
"38744",61002,2,1,1,1,1,1,1,6,8,1,2
"38745",61003,1,1,1,0,0,0,0,6,6,0,2
"38746",61004,1,1,1,1,1,1,1,6,4,1,5
"38747",61005,1,1,0,0,0,0,0,6,4,0,3
"38748",61006,2,1,1,1,1,1,1,6,5,1,2
"38749",61008,1,1,1,1,1,0,1,6,4,1,1
"38750",61009,2,1,1,1,1,1,1,6,5,1,5
"38751",61010,2,1,1,1,1,1,1,6,8,1,5
"38752",61011,2,1,1,1,1,1,1,6,6,1,5
"38753",61012,1,1,1,1,1,1,1,6,3,1,3
"38754",61013,1,1,1,1,1,1,0,6,3,0,4
"38755",61014,1,1,1,1,1,1,1,6,7,1,2
"38756",61015,1,1,1,1,1,1,1,6,4,1,1
"38757",61016,1,1,1,1,1,1,1,6,5,1,3
"38758",61017,1,1,1,1,1,1,0,6,8,1,3
"38759",61018,2,1,1,1,1,1,1,6,4,1,3
"38760",61019,2,1,1,1,1,0,1,6,6,0,2
"38761",61020,1,1,0,0,0,1,0,6,5,0,3
"38762",61021,2,1,1,1,1,1,1,6,5,1,1
"38763",61022,2,1,1,1,1,1,1,6,4,1,2
"38764",61023,3,1,1,1,1,0,0,6,6,1,3
"38765",61024,1,1,1,1,1,1,0,6,4,1,3
"38766",61026,1,1,1,0,1,1,1,6,1,0,2
"38767",61028,2,1,1,0,0,0,0,6,5,0,2
"38768",61029,1,1,1,1,1,1,1,6,4,1,1
"38769",61030,1,1,1,0,0,1,0,6,5,0,2
"38770",61031,1,1,0,0,1,0,0,6,4,0,2
"38771",61032,1,1,1,1,1,0,1,6,1,1,2
"38772",61033,1,1,1,0,1,0,1,6,5,1,1
"38773",61035,1,1,1,1,1,1,0,6,5,1,5
"38774",61036,2,1,1,1,1,1,1,6,4,1,3
"38775",61037,2,1,1,1,1,1,1,6,3,1,2
"38776",61038,2,1,0,0,1,1,0,6,8,0,2
"38777",61040,2,1,1,1,1,0,1,6,4,1,5
"38778",61041,1,1,1,1,1,1,1,6,4,1,4
"38779",61042,2,1,1,1,1,1,1,6,5,1,2
"38780",61043,1,1,1,1,1,1,1,6,7,1,2
"38781",61044,2,1,1,1,1,1,1,6,6,1,5
"38782",61045,2,1,1,1,1,1,1,6,5,1,3
"38783",61046,1,1,1,1,1,1,1,6,5,1,1
"38784",61047,1,1,0,0,0,1,0,6,5,0,3
"38785",61048,1,1,1,1,1,1,1,6,4,1,2
"38786",61049,2,1,1,1,1,1,1,6,1,1,5
"38787",61050,2,1,1,1,1,1,1,6,7,1,2
"38788",61051,2,1,1,1,1,1,1,6,4,1,5
"38789",61053,2,1,1,1,1,1,1,6,3,1,5
"38790",61054,1,1,1,1,0,1,0,6,8,0,2
"38791",61055,1,1,1,0,1,1,0,6,4,0,2
"38792",61056,2,1,1,1,1,1,1,6,3,1,2
"38793",61057,2,1,1,1,1,1,1,6,3,1,3
"38794",61058,2,1,1,1,1,1,1,6,7,1,2
"38795",61059,1,1,1,1,1,1,1,6,6,1,1
"38796",61060,2,1,1,0,1,1,1,6,4,1,6
"38797",61061,1,1,1,1,1,1,0,6,1,1,4
"38798",61062,1,1,1,1,1,1,1,6,5,1,1
"38799",61063,1,1,0,0,0,1,1,6,5,0,3
"38800",61064,2,1,1,1,1,1,1,6,3,1,5
"38801",61065,1,1,1,1,1,1,0,6,5,0,4
"38802",61066,2,1,1,1,1,1,1,6,4,1,2
"38803",61067,2,1,1,0,1,1,1,6,3,1,6
"38804",61068,2,1,1,1,1,0,1,6,4,1,2
"38805",61069,1,1,1,1,1,1,1,6,7,1,2
"38806",61070,1,1,0,0,0,1,0,6,3,0,2
"38807",61071,2,1,1,1,1,1,0,6,8,1,5
"38808",61072,2,1,1,1,1,1,1,6,8,1,2
"38809",61073,1,1,0,0,0,0,1,6,4,0,3
"38810",61074,2,1,1,1,1,1,1,6,1,1,5
"38811",61075,2,1,1,1,1,1,1,6,6,1,5
"38812",61076,1,1,1,1,1,1,0,6,4,1,4
"38813",61078,1,1,1,1,1,1,1,6,5,1,1
"38814",61079,1,1,0,0,1,0,0,6,5,0,2
"38815",61080,2,1,1,1,1,1,1,6,5,1,2
"38816",61081,2,1,1,1,1,1,1,6,4,1,5
"38817",61082,1,1,1,1,1,0,1,6,7,1,1
"38818",61083,1,1,1,0,0,0,1,6,5,0,2
