"","vivienda","tipo_vivienda","electricidad","acueducto","alcantarillado","recoleccion_basuras","internet","gas","mes_ref","dia_ref","cabecera","region"
"1",3,2,1,1,1,1,1,1,9,5,1,2
"2",7,1,1,1,1,1,1,1,9,6,0,2
"3",11,2,1,1,1,1,1,1,9,4,0,2
"4",14,1,1,1,1,0,0,1,9,6,1,1
"5",17,1,1,1,1,1,1,1,9,6,1,1
"6",20,1,1,1,1,1,1,1,9,5,1,3
"7",23,2,1,1,1,1,0,1,9,4,0,2
"8",26,1,1,0,0,0,0,0,9,1,0,1
"9",27,1,1,1,1,1,0,1,9,4,1,1
"10",31,1,1,0,0,0,0,0,9,3,0,1
"11",38,1,1,1,1,1,0,0,9,3,1,3
"12",46,1,1,1,1,1,0,1,9,6,1,1
"13",54,2,1,1,1,1,1,1,9,1,1,3
"14",59,1,1,1,0,1,1,1,9,2,1,6
"15",60,1,1,1,1,1,1,1,9,7,1,1
"16",65,1,1,1,1,1,1,1,9,4,1,1
"17",68,1,1,0,0,1,1,1,9,2,1,6
"18",70,2,1,1,1,1,0,1,9,7,0,2
"19",73,1,1,1,1,1,1,1,9,3,1,4
"20",76,2,1,1,1,1,0,1,9,4,0,2
"21",77,2,1,1,1,1,1,1,9,3,1,6
"22",78,2,1,1,1,1,1,1,9,6,1,5
"23",80,1,1,1,1,1,1,1,9,1,1,3
"24",84,2,1,1,1,1,1,0,9,4,0,2
"25",87,2,1,1,1,1,0,0,9,6,0,2
"26",88,1,1,1,1,1,0,1,9,1,1,3
"27",92,2,1,1,1,1,1,1,9,1,0,2
"28",94,1,1,1,1,1,1,1,9,5,0,2
"29",96,1,1,1,1,1,1,1,9,5,1,1
"30",100,1,1,0,0,1,1,0,9,1,1,4
"31",101,1,1,0,0,1,0,0,9,3,1,4
"32",103,1,1,1,1,1,0,1,9,5,1,3
"33",104,2,1,1,1,1,1,1,9,1,1,3
"34",106,1,1,1,1,1,1,1,9,7,1,3
"35",107,2,1,1,1,1,1,1,9,7,1,1
"36",114,2,1,1,1,1,0,1,9,5,1,1
"37",115,2,1,1,1,1,1,1,9,1,1,6
"38",118,2,1,1,1,1,1,1,9,5,0,2
"39",125,2,1,0,1,1,1,1,9,1,1,6
"40",131,2,1,1,1,1,1,1,9,6,1,5
"41",135,1,1,1,1,1,1,1,9,3,1,2
"42",136,1,1,1,1,1,1,1,9,5,1,1
"43",140,2,1,1,1,1,0,0,9,6,0,2
"44",143,2,1,1,1,1,1,1,9,6,1,3
"45",144,1,1,0,0,0,0,0,9,3,1,1
"46",146,1,1,1,0,1,1,1,9,1,1,6
"47",147,2,1,1,1,1,1,1,9,6,1,2
"48",150,2,1,1,0,1,1,1,9,1,1,6
"49",151,1,1,1,1,1,0,1,9,5,0,2
"50",158,2,1,1,1,1,0,0,9,6,0,2
"51",160,1,1,1,1,0,0,1,9,5,1,1
"52",167,2,1,1,1,1,1,1,9,6,1,5
"53",178,1,1,1,0,1,1,1,9,3,1,6
"54",179,1,1,1,1,1,0,0,9,6,1,5
"55",180,2,1,1,1,1,1,1,9,7,1,3
"56",181,1,1,1,1,1,1,1,9,5,1,1
"57",183,1,1,1,1,1,0,0,9,3,1,1
"58",186,1,1,1,1,1,1,1,9,1,1,2
"59",187,1,1,1,1,0,0,1,9,4,1,1
"60",188,1,1,1,1,0,1,1,9,3,1,1
"61",189,2,1,1,1,1,1,1,9,2,1,1
"62",193,2,1,1,1,1,1,0,9,3,1,2
"63",194,1,1,1,1,1,1,0,9,3,1,3
"64",197,1,1,1,1,1,1,1,9,7,1,4
"65",200,2,1,1,1,1,0,0,9,7,1,4
"66",204,2,1,1,1,1,1,1,9,7,0,2
"67",208,2,1,1,1,1,0,1,9,1,1,2
"68",210,1,1,1,0,0,0,1,9,1,1,1
"69",214,2,1,1,1,1,1,0,9,1,1,3
"70",216,1,1,1,1,1,1,1,9,2,1,1
"71",219,1,1,1,1,0,1,1,9,7,1,1
"72",223,1,1,1,1,1,0,1,9,1,1,1
"73",224,2,1,1,1,1,0,1,9,4,1,2
"74",227,2,1,0,1,1,1,1,9,2,1,6
"75",229,2,1,1,1,1,1,1,9,3,0,2
"76",230,1,1,1,1,1,1,1,8,2,1,3
"77",232,1,1,1,1,1,0,1,9,2,1,1
"78",239,1,1,1,1,1,0,1,9,3,1,1
"79",241,1,1,1,1,1,1,1,9,1,1,1
"80",242,1,1,1,0,0,0,0,9,1,1,1
"81",243,2,1,1,1,1,1,1,9,7,1,1
"82",245,1,1,1,1,1,1,1,9,2,1,1
"83",246,3,1,1,1,1,0,0,9,7,1,4
"84",251,2,1,1,1,1,1,1,9,1,1,1
"85",252,2,1,1,1,1,1,1,8,2,1,1
"86",253,2,1,1,1,1,1,1,9,2,1,2
"87",256,2,1,1,1,1,1,1,9,7,1,5
"88",259,1,1,1,1,1,1,1,9,2,1,2
"89",263,2,1,1,1,1,1,1,9,7,1,5
"90",266,1,1,1,1,1,0,1,9,2,1,3
"91",267,2,1,1,1,1,0,1,9,7,1,3
"92",268,3,1,1,1,1,0,0,9,1,1,4
"93",272,1,0,0,0,0,0,0,9,2,0,1
"94",275,1,1,1,1,1,1,1,9,7,1,3
"95",277,1,1,1,1,1,1,1,9,2,1,3
"96",278,2,1,1,1,1,0,0,9,7,0,2
"97",282,1,1,1,1,1,1,1,9,2,1,3
"98",285,2,1,1,1,1,1,1,9,2,1,2
"99",288,2,1,1,1,1,1,1,9,1,0,2
"100",290,2,1,1,1,1,1,1,9,1,1,4
"101",293,1,1,1,1,1,0,1,9,2,1,2
"102",294,1,1,1,1,1,1,1,9,2,1,2
"103",309,1,1,1,1,1,0,1,9,3,1,1
"104",310,1,1,1,1,1,1,0,9,5,1,4
"105",312,1,1,0,0,1,1,1,9,4,1,6
"106",315,2,1,1,1,1,0,1,9,5,1,1
"107",319,1,1,0,1,1,0,1,9,4,1,6
"108",321,2,1,1,1,1,1,1,9,4,1,6
"109",324,1,1,0,0,1,0,0,9,7,1,4
"110",326,1,1,0,0,0,0,0,9,4,0,1
"111",327,2,1,1,1,1,1,1,9,7,1,1
"112",328,2,1,1,1,1,1,1,9,5,1,4
"113",329,2,1,1,1,1,0,0,9,5,1,5
"114",330,1,1,1,1,1,0,1,9,3,1,5
"115",333,2,1,1,1,1,0,1,9,7,1,1
"116",334,2,1,1,1,1,1,1,9,5,1,5
"117",341,1,1,1,1,1,0,1,9,5,1,1
"118",345,1,1,1,1,1,1,1,9,5,1,3
"119",347,1,1,1,1,1,1,0,9,3,1,4
"120",349,1,1,0,0,0,0,0,9,5,0,1
"121",350,1,1,0,0,0,0,0,9,5,0,1
"122",351,2,1,1,1,1,1,1,9,4,1,2
"123",353,1,1,0,0,0,0,0,9,4,0,1
"124",354,2,1,1,1,1,1,1,9,5,1,1
"125",358,1,1,1,1,1,1,1,9,5,1,3
"126",360,2,1,1,1,1,1,1,9,4,1,2
"127",364,2,1,1,1,1,1,1,9,4,1,1
"128",368,1,1,1,0,1,1,1,9,4,1,6
"129",369,1,1,1,1,1,1,1,9,5,1,3
"130",370,2,1,1,1,1,1,1,9,5,1,1
"131",371,3,1,1,1,1,1,1,9,4,1,4
"132",374,1,1,0,0,0,0,0,9,4,0,1
"133",375,1,1,1,1,1,1,1,9,5,0,3
"134",378,1,0,0,0,0,0,0,9,7,0,1
"135",380,2,1,1,1,1,1,1,9,6,1,2
"136",383,1,1,1,0,1,1,1,9,5,1,1
"137",387,2,1,1,1,1,0,1,9,7,1,2
"138",396,3,1,1,1,1,1,1,9,4,0,3
"139",397,2,1,1,1,1,0,1,9,3,1,2
"140",398,1,1,1,1,1,0,0,9,7,1,3
"141",400,1,1,1,1,1,1,1,9,4,1,1
"142",403,1,1,1,0,1,0,1,9,3,0,1
"143",404,2,1,1,1,1,0,1,9,7,1,2
"144",409,2,1,1,1,1,1,1,9,3,0,3
"145",411,1,1,1,1,1,0,1,9,5,1,1
"146",416,1,1,1,1,1,1,1,9,7,1,3
"147",417,1,1,0,0,0,0,0,9,5,1,1
"148",418,3,1,1,1,1,0,1,9,3,0,3
"149",420,1,1,1,1,1,0,1,9,5,1,5
"150",421,1,1,1,1,1,0,1,9,4,1,2
"151",426,2,1,1,1,1,0,1,9,4,1,1
"152",429,1,0,0,0,0,0,0,9,7,0,1
"153",431,1,1,1,0,1,0,1,9,5,0,1
"154",437,1,1,1,1,1,1,1,9,5,1,3
"155",439,1,1,0,0,1,0,0,9,5,1,4
"156",440,1,1,1,1,1,1,1,9,3,1,6
"157",441,1,1,1,1,1,1,1,9,5,1,5
"158",443,1,1,1,0,1,1,1,9,5,1,6
"159",446,3,1,1,1,1,1,0,9,5,1,5
"160",447,2,1,1,1,1,1,1,9,2,1,2
"161",449,2,1,1,1,1,1,1,9,5,1,6
"162",451,2,1,1,1,1,0,1,9,3,1,4
"163",452,1,1,1,0,0,0,0,9,5,1,1
"164",453,1,1,1,0,0,0,0,9,2,0,1
"165",455,3,1,1,1,1,1,0,9,6,1,5
"166",460,2,1,1,1,1,1,1,9,5,1,2
"167",462,1,1,0,0,1,0,1,9,5,1,6
"168",464,1,1,1,0,0,0,0,9,1,0,1
"169",465,1,1,1,1,1,0,1,9,2,1,2
"170",466,3,1,1,1,1,1,1,9,6,1,5
"171",467,1,1,1,1,1,0,1,9,5,1,1
"172",469,1,1,1,1,0,0,0,9,1,0,1
"173",470,1,1,1,1,1,1,1,9,5,1,3
"174",471,2,1,1,0,1,1,1,9,5,1,6
"175",472,3,1,1,1,1,0,0,9,2,1,4
"176",474,2,1,1,1,1,1,1,9,1,1,3
"177",477,2,1,1,1,1,0,1,9,5,1,2
"178",478,2,1,1,1,1,1,1,9,1,1,1
"179",484,1,1,1,1,1,1,1,9,7,1,3
"180",488,2,1,1,1,1,1,1,9,1,1,1
"181",491,2,1,0,0,1,0,1,9,1,1,6
"182",494,2,1,1,1,1,1,1,9,5,1,2
"183",495,1,1,1,1,1,0,0,9,7,1,4
"184",496,1,0,0,0,0,0,0,9,3,0,1
"185",498,1,1,1,1,1,1,1,9,1,1,2
"186",507,2,1,1,1,1,1,1,9,7,1,6
"187",508,1,1,0,0,1,0,0,9,4,1,4
"188",511,2,1,1,1,1,1,1,9,2,1,1
"189",512,2,1,1,1,1,0,1,9,7,1,4
"190",513,1,1,1,1,1,0,0,9,2,1,3
"191",517,1,1,1,1,1,1,1,9,4,1,2
"192",518,3,1,1,1,1,0,0,9,5,1,4
"193",525,1,1,1,1,1,1,1,9,5,1,1
"194",530,3,1,1,1,1,0,1,9,2,1,5
"195",534,2,1,1,1,1,1,0,9,4,1,2
"196",535,1,1,1,1,1,0,1,9,7,1,1
"197",536,2,1,1,1,1,1,1,9,2,0,3
"198",542,1,1,1,0,1,1,0,9,6,1,3
"199",546,2,1,1,1,1,0,1,9,7,1,2
"200",549,2,1,1,1,1,1,1,9,7,0,3
"201",552,2,1,1,1,1,1,1,9,5,1,2
"202",553,2,1,1,1,1,1,1,9,4,1,1
"203",555,1,1,1,1,1,1,1,9,7,1,1
"204",557,2,1,1,1,1,1,1,9,4,1,3
"205",563,1,1,1,0,1,0,1,9,7,1,1
"206",567,1,1,1,1,1,0,1,9,7,1,1
"207",568,1,1,1,1,1,0,1,9,6,1,1
"208",569,2,1,1,1,1,1,1,9,2,1,1
"209",577,1,1,1,0,0,0,0,9,6,0,1
"210",579,1,1,1,1,1,0,0,9,7,1,1
"211",583,1,1,1,1,1,1,1,9,1,1,3
"212",585,2,1,1,1,1,1,1,9,4,1,2
"213",587,2,1,1,1,1,1,0,9,4,1,5
"214",589,2,1,1,1,1,1,1,9,4,1,2
"215",592,1,0,0,0,0,0,0,9,2,0,1
"216",596,2,1,1,1,1,1,1,9,1,1,4
"217",597,2,1,1,1,1,0,1,9,4,1,2
"218",598,2,1,1,1,1,1,1,9,4,1,1
"219",599,1,1,1,0,1,1,0,9,6,1,4
"220",601,2,1,1,0,1,1,1,9,2,1,6
"221",604,2,1,1,1,1,1,1,9,6,1,1
"222",608,1,1,1,1,1,1,1,9,2,1,3
"223",612,1,1,1,1,1,0,1,9,4,1,5
"224",616,1,1,1,0,0,0,1,9,4,0,1
"225",622,2,1,1,1,1,0,1,9,6,1,1
"226",626,1,1,0,0,1,0,0,9,4,1,1
"227",629,1,1,1,1,1,0,1,9,5,1,3
"228",635,1,1,1,0,0,0,0,9,4,1,1
"229",638,1,0,0,0,0,0,1,9,5,1,4
"230",643,1,1,1,1,1,0,1,9,3,1,2
"231",644,2,1,1,1,1,0,1,9,6,1,2
"232",646,1,1,1,0,1,0,1,9,4,0,1
"233",648,2,1,1,1,1,0,1,9,3,1,1
"234",649,1,1,1,0,1,0,1,9,6,0,1
"235",651,2,1,1,1,1,1,1,9,4,1,1
"236",655,2,1,1,0,1,0,1,9,6,1,6
"237",658,1,1,1,1,1,1,1,9,3,1,2
"238",662,2,1,1,1,1,1,1,9,5,1,2
"239",665,1,1,1,1,1,0,1,9,6,1,1
"240",669,1,1,1,1,1,0,0,9,6,1,2
"241",671,2,1,1,1,1,1,1,9,1,1,2
"242",672,1,1,1,1,1,1,1,9,6,1,1
"243",673,2,1,1,1,1,1,1,9,4,1,4
"244",675,1,1,1,0,1,0,0,9,4,1,4
"245",677,2,1,1,1,1,1,1,9,4,1,2
"246",682,1,1,0,0,0,1,0,9,4,0,1
"247",684,1,1,1,0,1,1,1,9,4,1,4
"248",685,2,1,1,1,1,1,1,9,1,1,5
"249",686,1,1,1,1,1,0,1,9,4,1,3
"250",688,1,1,1,1,1,0,1,9,6,1,3
"251",693,1,1,0,0,0,0,0,9,6,0,1
"252",696,1,1,1,1,1,0,1,9,1,1,1
"253",697,2,1,1,1,1,1,1,9,6,1,4
"254",699,1,1,1,1,1,0,1,9,6,1,3
"255",704,1,1,1,0,1,1,1,9,4,1,4
"256",710,1,1,0,0,0,0,0,9,6,1,1
"257",712,2,1,1,1,1,1,1,9,1,1,1
"258",713,1,1,1,1,1,0,0,9,6,1,3
"259",714,2,1,1,1,1,0,1,9,6,1,2
"260",717,1,1,1,1,1,1,1,9,6,1,2
"261",719,1,1,1,1,1,0,1,9,6,1,1
"262",722,1,1,0,0,0,0,1,9,6,0,1
"263",727,1,1,1,1,1,0,1,9,6,1,4
"264",1413,1,1,1,1,1,0,1,9,3,1,3
"265",1414,2,1,1,1,1,1,1,9,2,1,1
"266",1416,2,1,1,1,1,1,1,9,7,1,3
"267",1417,1,1,1,1,1,1,0,9,1,1,4
"268",1418,1,0,0,0,0,0,0,9,3,0,1
"269",1421,1,1,1,1,1,1,1,9,2,1,1
"270",1423,2,1,1,1,1,1,1,9,5,1,5
"271",1424,1,1,1,0,1,0,0,9,1,0,2
"272",1425,1,1,1,0,0,1,0,9,7,0,1
"273",1426,1,1,0,0,0,0,0,9,3,0,1
"274",1429,3,1,0,0,1,0,1,9,1,1,2
"275",1431,1,1,1,0,1,0,1,9,7,0,2
"276",1434,1,1,1,1,1,0,1,9,5,1,2
"277",1435,1,1,1,1,1,0,0,9,3,0,1
"278",1441,2,1,0,0,1,1,1,9,2,1,6
"279",1442,1,1,1,0,1,0,1,9,5,0,2
"280",1444,1,1,1,0,1,0,0,9,1,1,2
"281",1449,2,1,0,1,1,1,1,9,3,1,6
"282",1450,2,1,1,1,1,1,1,9,7,1,4
"283",1453,1,1,1,1,1,1,1,9,1,1,3
"284",1454,2,1,1,1,1,0,1,9,5,1,5
"285",1456,1,1,1,0,0,0,0,9,2,0,1
"286",1457,1,1,1,0,1,1,0,9,1,0,2
"287",1460,2,1,1,1,1,0,0,9,3,1,6
"288",1461,1,1,1,1,1,0,1,9,1,1,1
"289",1462,1,1,0,0,0,0,0,9,5,0,2
"290",1465,1,1,1,0,1,0,0,9,7,1,2
"291",1469,2,1,1,1,1,0,1,9,3,1,5
"292",1470,2,1,1,1,1,1,1,9,1,1,5
"293",1477,1,1,1,1,1,1,1,9,2,1,2
"294",1478,2,1,1,1,1,1,1,9,1,1,1
"295",1479,1,1,1,0,1,0,0,9,7,1,2
"296",1483,1,1,0,0,0,0,0,9,3,0,1
"297",1484,2,1,1,1,1,1,1,9,7,1,5
"298",1487,1,1,1,1,1,0,1,9,2,1,1
"299",1490,1,1,0,0,0,0,0,9,1,0,2
"300",1491,1,1,0,0,0,0,0,9,5,0,3
"301",1492,1,1,1,0,0,0,0,9,1,0,1
"302",1495,1,1,1,1,1,0,0,9,1,0,1
"303",1501,1,1,1,1,1,0,1,9,2,1,1
"304",1502,1,1,1,0,1,0,0,9,4,0,2
"305",1503,2,1,1,1,1,1,1,9,3,1,1
"306",1505,2,1,1,1,1,1,1,9,4,1,3
"307",1506,2,1,1,1,1,0,1,9,2,1,1
"308",1510,1,1,1,1,1,0,1,9,2,1,1
"309",1511,1,1,1,1,1,1,1,9,3,1,1
"310",1512,3,1,1,1,1,1,1,9,1,1,3
"311",1517,1,1,1,1,1,0,1,9,2,1,1
"312",1519,3,1,1,1,1,0,0,9,1,1,4
"313",1520,1,1,1,0,1,0,1,9,1,0,2
"314",1521,2,1,0,1,1,1,1,9,1,1,6
"315",1526,1,1,1,1,1,1,1,9,1,1,3
"316",1528,1,1,1,0,1,0,0,9,5,0,2
"317",1529,2,1,1,1,1,1,1,9,1,1,5
"318",1531,2,1,1,1,1,1,1,9,5,1,3
"319",1532,2,1,1,1,1,1,1,9,7,1,5
"320",1534,1,1,1,1,1,1,0,9,3,1,3
"321",1538,2,1,1,1,1,1,1,9,2,1,1
"322",1539,1,1,1,0,1,1,1,9,5,0,1
"323",1543,2,1,1,1,1,1,1,9,7,1,1
"324",1544,1,1,1,1,1,0,1,9,3,1,1
"325",1546,1,1,1,0,1,0,0,9,1,0,2
"326",1547,2,1,1,0,0,0,0,9,4,0,2
"327",1549,1,1,1,1,1,1,1,9,1,1,1
"328",1551,2,1,0,1,1,0,1,9,2,1,6
"329",1552,1,1,1,1,1,1,1,9,3,1,1
"330",1553,1,1,1,1,1,1,1,9,1,1,1
"331",1555,2,1,1,1,1,1,1,9,2,1,3
"332",1557,1,1,1,1,1,1,1,9,3,1,2
"333",1559,1,1,0,0,0,0,0,9,7,0,3
"334",1562,1,1,0,0,1,0,0,9,2,1,4
"335",1565,2,1,1,1,1,1,0,9,2,1,4
"336",1566,1,1,1,0,0,0,0,9,4,0,3
"337",1567,2,1,1,1,1,0,1,9,7,1,5
"338",1569,2,1,1,1,1,1,1,9,1,1,2
"339",1570,1,1,0,0,1,0,0,9,4,1,2
"340",1571,2,1,1,1,1,1,1,9,2,1,1
"341",1577,1,1,1,1,0,0,0,9,2,0,1
"342",1579,1,1,0,0,0,0,0,9,7,0,2
"343",1581,3,1,1,1,1,0,1,9,1,1,3
"344",1585,1,1,1,1,1,1,1,9,2,1,1
"345",1586,3,1,1,1,1,0,0,9,2,1,2
"346",1587,1,1,1,0,1,0,1,9,7,0,2
"347",1589,3,1,1,1,1,0,0,9,4,1,2
"348",1591,1,1,1,0,0,0,0,9,7,0,3
"349",1592,2,1,1,1,1,1,0,9,2,1,4
"350",1597,2,1,1,1,1,0,0,9,7,1,2
"351",1600,1,1,1,0,1,0,1,9,3,0,2
"352",1601,2,1,1,1,1,1,1,9,7,1,5
"353",1604,1,1,1,1,1,0,1,9,2,1,1
"354",1605,1,1,1,1,1,1,1,9,3,1,2
"355",1606,1,1,1,1,1,1,1,9,7,1,3
"356",1607,1,1,1,1,0,1,0,9,3,0,1
"357",1610,2,1,1,1,1,1,1,9,2,1,4
"358",1612,1,1,1,1,1,1,1,9,3,1,2
"359",1614,3,1,1,1,1,0,1,9,6,1,5
"360",1615,3,1,1,1,1,1,1,9,2,1,3
"361",1616,1,1,1,0,1,0,0,9,6,0,2
"362",1620,2,1,1,1,1,1,1,9,2,1,3
"363",1622,2,1,1,1,1,0,1,9,6,1,5
"364",1623,1,1,1,0,0,0,0,9,3,0,1
"365",1624,1,1,1,1,1,1,1,9,7,1,2
"366",1626,1,1,1,1,1,1,1,9,3,1,3
"367",1627,1,1,1,0,0,0,0,9,3,0,3
"368",1628,2,1,1,1,1,0,1,9,3,1,3
"369",1629,2,1,1,1,1,1,1,9,1,1,2
"370",1630,1,1,1,1,1,1,1,9,6,1,3
"371",1631,1,1,1,1,0,0,0,9,2,0,1
"372",1632,1,1,1,0,0,0,0,9,3,1,2
"373",1635,2,1,1,1,1,1,1,9,1,1,2
"374",1636,2,1,1,0,0,0,0,9,6,0,2
"375",1638,2,1,1,1,1,0,1,9,6,1,5
"376",1643,1,1,1,1,1,1,1,9,3,1,1
"377",1644,1,1,1,0,0,0,0,9,2,0,3
"378",1647,1,1,1,0,0,0,0,9,2,0,3
"379",1648,1,1,0,0,0,0,0,9,2,0,1
"380",1651,1,1,1,0,1,0,0,9,2,0,2
"381",1652,1,1,1,1,1,1,1,9,3,1,1
"382",1654,2,1,1,1,1,1,1,9,3,1,1
"383",1658,1,1,1,0,1,0,0,9,6,1,2
"384",1661,1,1,1,0,0,0,0,9,2,0,3
"385",1662,1,1,1,0,0,1,0,9,6,0,1
"386",1663,1,1,1,0,1,0,1,9,2,1,2
"387",1664,2,1,1,1,1,1,1,9,6,1,2
"388",1665,1,1,1,0,0,0,0,9,1,0,3
"389",1667,1,1,1,1,1,1,1,9,1,1,1
"390",1669,1,1,1,1,1,1,1,9,2,1,1
"391",1670,1,1,0,0,1,0,0,9,6,1,2
"392",1673,1,1,1,1,1,0,0,9,1,1,3
"393",1675,1,1,1,1,1,0,1,9,2,1,3
"394",1676,1,1,1,0,0,0,0,9,6,0,3
"395",1677,1,1,1,0,1,0,0,9,4,0,2
"396",1680,2,1,1,1,1,1,1,9,7,1,3
"397",1682,2,1,1,1,1,1,1,9,4,1,2
"398",1685,2,1,1,1,1,1,1,9,2,1,2
"399",1688,1,1,0,0,0,0,0,9,6,0,2
"400",1689,2,1,1,1,1,1,1,9,4,1,5
"401",1690,2,1,1,1,1,1,1,9,2,1,3
"402",1695,2,1,1,1,0,0,1,9,1,1,5
"403",1698,2,1,1,1,1,0,1,9,4,1,5
"404",1699,1,1,1,0,0,0,0,9,6,0,3
"405",1703,1,1,0,0,0,0,0,9,4,0,2
"406",1704,1,1,1,0,1,0,0,9,2,0,2
"407",1705,2,1,1,1,1,0,1,9,2,1,2
"408",1711,2,1,1,1,1,0,1,9,1,1,3
"409",1719,1,1,0,0,1,1,0,9,2,1,2
"410",1720,1,1,1,0,0,0,0,9,3,0,2
"411",1726,1,1,1,0,0,0,0,9,3,0,3
"412",1729,1,1,1,1,1,0,1,9,7,1,5
"413",1731,1,1,0,0,0,0,0,9,3,0,2
"414",1732,1,1,1,0,0,1,0,9,5,0,1
"415",1736,2,1,1,1,1,0,1,9,1,1,2
"416",1740,1,1,1,0,1,0,0,9,4,0,2
"417",1742,1,1,1,0,1,0,0,9,5,1,2
"418",1745,2,1,1,1,1,1,0,9,5,1,5
"419",1749,1,1,0,0,0,0,0,9,5,0,1
"420",1750,2,1,1,1,1,0,1,9,6,1,5
"421",1751,1,1,0,0,1,0,0,9,6,1,2
"422",1752,2,1,1,1,1,1,1,9,1,1,5
"423",1753,2,1,1,1,1,1,1,9,3,1,5
"424",1768,1,1,0,0,1,1,0,9,3,0,2
"425",1771,1,1,1,0,0,0,0,9,1,0,3
"426",1773,2,1,1,1,1,1,1,9,1,1,1
"427",1774,1,1,1,0,0,1,1,9,6,0,1
"428",1775,1,1,0,0,0,0,0,9,4,0,3
"429",1776,3,1,1,1,1,0,0,9,3,0,4
"430",1777,3,1,1,1,1,0,1,9,7,1,2
"431",1779,1,1,1,0,0,0,0,9,4,0,1
"432",1782,1,1,1,0,1,1,0,9,4,0,4
"433",1783,1,1,0,1,1,1,1,9,7,1,6
"434",1784,1,1,1,1,1,1,0,9,3,0,4
"435",1785,1,1,1,0,0,0,1,9,4,0,1
"436",1788,1,1,0,0,0,0,0,9,7,0,1
"437",1791,1,1,1,0,0,0,0,9,1,0,3
"438",1793,1,1,1,1,1,1,1,9,5,1,1
"439",1795,1,1,0,0,0,0,0,9,2,0,3
"440",1796,2,1,1,1,1,0,1,9,4,1,1
"441",1798,1,1,1,1,0,1,0,9,4,0,1
"442",1800,1,1,1,1,1,1,1,9,7,1,1
"443",1801,1,1,0,0,0,0,1,9,1,0,1
"444",1803,1,1,1,1,1,1,1,9,4,1,1
"445",1805,3,1,1,1,1,1,0,9,3,1,4
"446",1807,2,1,1,1,1,0,1,9,7,1,3
"447",1810,1,1,0,0,0,0,0,9,4,0,1
"448",1812,2,1,1,1,1,1,1,9,3,1,2
"449",1814,2,1,1,1,1,0,0,9,4,1,4
"450",1815,1,1,0,0,1,0,0,9,3,0,2
"451",1816,2,1,1,1,1,0,0,9,6,1,1
"452",1817,3,1,1,1,1,0,1,9,4,1,5
"453",1819,1,1,1,1,1,1,1,9,7,1,1
"454",1820,1,1,0,0,0,0,0,9,3,0,3
"455",1821,2,1,1,1,1,1,1,9,4,1,4
"456",1822,2,1,1,1,1,0,0,9,6,1,2
"457",1825,2,1,1,1,1,1,1,9,1,1,3
"458",1828,2,1,1,1,1,0,1,9,1,1,2
"459",1834,2,1,1,1,1,1,1,9,4,1,5
"460",1836,2,1,1,1,1,1,1,9,5,1,5
"461",1837,2,1,1,1,1,0,0,9,3,1,2
"462",1839,2,1,1,1,1,0,1,9,1,1,5
"463",1840,1,1,0,0,0,0,1,9,6,0,3
"464",1841,2,1,1,1,1,1,1,9,3,1,2
"465",1846,1,1,1,1,0,0,0,9,7,0,1
"466",1847,1,1,1,1,1,0,0,9,3,0,4
"467",1849,1,1,1,0,0,1,0,9,2,0,3
"468",1852,1,1,0,0,0,0,0,9,1,0,3
"469",1853,2,1,1,1,1,0,1,9,4,1,3
"470",1854,1,1,1,0,0,0,0,9,2,0,3
"471",1857,2,1,1,1,1,0,1,9,2,0,3
"472",1858,1,1,1,1,1,1,1,9,3,1,4
"473",1859,1,1,1,1,1,0,1,9,4,1,1
"474",1861,1,1,1,1,1,0,1,9,7,1,3
"475",1862,2,1,1,1,1,1,0,9,2,0,4
"476",1863,3,1,1,1,1,0,0,9,4,1,3
"477",1864,1,1,0,0,0,0,1,9,2,0,3
"478",1866,2,1,1,1,1,1,1,9,3,1,3
"479",1867,2,1,1,1,1,1,1,9,2,0,3
"480",1868,1,1,1,0,0,1,0,9,4,0,3
"481",1870,1,1,1,0,0,1,0,9,6,0,4
"482",1873,2,1,1,1,1,1,0,9,6,1,3
"483",1874,2,1,0,0,1,1,0,9,7,1,6
"484",1877,1,1,0,0,1,0,0,9,2,0,2
"485",1878,1,1,1,1,1,0,1,9,3,1,4
"486",1880,1,1,1,0,0,0,0,9,6,0,4
"487",1883,1,1,1,0,0,0,0,9,2,0,4
"488",1884,1,1,1,0,0,0,0,9,4,0,1
"489",1887,3,1,1,1,1,1,1,9,4,0,3
"490",1890,2,1,1,1,1,0,1,9,7,1,1
"491",1891,2,1,1,1,1,1,1,9,4,1,3
"492",1895,1,1,1,0,0,0,0,9,7,0,3
"493",1901,2,1,1,1,1,1,1,9,4,0,3
"494",1903,2,1,1,1,1,1,0,9,6,1,3
"495",1904,1,1,0,0,0,0,0,9,2,0,2
"496",1905,2,1,1,1,1,1,1,9,4,0,3
"497",1906,1,1,0,0,0,0,0,9,7,0,1
"498",1907,2,1,1,1,1,1,1,9,6,1,2
"499",1908,2,1,1,1,1,1,1,9,4,0,3
"500",1909,1,1,1,0,0,1,0,9,2,0,4
"501",1911,2,1,1,1,1,1,0,9,6,1,3
"502",1912,1,1,1,1,1,1,1,9,2,1,5
"503",1913,2,1,1,1,1,1,1,9,4,1,3
"504",1918,1,1,0,0,0,0,0,9,4,0,1
"505",1920,3,1,1,1,1,0,0,9,6,1,4
"506",1922,2,1,1,1,1,1,1,9,6,1,4
