DIRECTORIO,SECUENCIA_P,ORDEN,P1165,P1164,P1178,P1178S1,P1163_1,P1163S1,P1163_2,P1163S2,P1163_3,P1163S3,P1163_4,P1163S4,P1162S1,P1162S1A1,P1162S1A2,P1162S2,P1162S2A1,P1162S2A2,P1162S3,P1162S3A1,P1162S3A2,P1162S4,P1162S4A1,P1162S4A2,P1162S5,P1162S5A1,P1162S5A2,P1162S6,P1162S6A1,P1162S6A2,F_EXP
40493,1,3,2,,,,1,24,,,,,,,1,3,0,,,,1,5,0,,,,,,,,,,1264.5779052
40512,1,3,2,,,,1,24,,,,,,,,,,1,2,0,1,2,0,,,,,,,,,,226.20756451
40547,1,3,2,,,,1,24,,,,,,,1,4,0,1,6,0,1,10,0,,,,1,2,0,,,,371.7235212
40564,1,2,1,2,2,,1,24,,,,,,,1,3,0,1,4,0,1,10,0,,,,,,,,,,570.16524363
40568,1,3,1,1,1,2,1,24,,,,,,,1,2,0,1,6,0,1,12,0,,,,,,,,,,400.1038605
40581,1,4,1,1,2,,1,24,,,,,,,1,3,0,1,9,0,1,11,58,,,,,,,,,,62.408136497
40590,1,6,2,,,,1,24,,,,,,,,,,1,5,30,1,4,0,,,,,,,,,,263.63948384
40596,1,4,2,,,,1,24,,,,,,,1,4,0,1,8,0,1,11,58,,,,,,,,,,63.897858263
40600,1,4,2,,,,1,15,1,9,,,,,1,0,20,1,4,0,1,1,0,1,0,30,,,,,,,187.50681261
40621,1,4,1,3,2,,1,24,,,,,,,,,,1,10,55,1,13,0,,,,,,,,,,69.067903117
40623,1,4,2,,,,1,23,1,2,,,,,1,0,30,1,1,0,1,9,0,,,,,,,,,,507.49141377
40627,1,4,1,4,2,,1,24,,,,,,,1,3,0,1,2,0,1,9,0,1,2,0,,,,,,,361.67859417
40628,1,5,2,,,,1,24,,,,,,,1,2,0,1,3,0,1,9,0,,,,,,,,,,431.44165947
40630,1,3,2,,,,1,24,,,,,,,1,0,30,1,5,0,1,8,0,,,,,,,,,,724.56139233
40649,1,2,2,,,,1,14,1,10,,,,,1,1,0,1,8,0,1,9,0,,,,,,,,,,382.02079843
40651,1,4,2,,,,1,24,,,,,,,1,1,0,1,1,30,1,10,0,1,5,0,,,,1,1,30,391.09351283
40655,1,4,2,,,,1,24,,,,,,,1,2,0,1,3,0,1,9,0,,,,1,1,0,,,,421.67004633
40660,1,4,2,,,,1,24,,,,,,,,,,1,3,0,1,8,0,1,1,0,,,,,,,423.447487
40662,1,3,1,3,2,,1,16,1,8,,,,,1,1,0,1,2,0,1,10,0,,,,1,0,30,,,,243.83118012
40691,1,3,2,,,,1,24,,,,,,,1,3,0,1,10,0,1,10,0,1,1,0,,,,,,,201.29621939
40691,1,4,2,,,,1,24,,,,,,,,,,1,8,0,1,14,0,,,,,,,,,,201.29621939
40695,1,3,1,5,2,,1,24,,,,,,,,,,1,10,0,1,10,0,1,4,0,,,,,,,188.50329045
40704,1,3,1,4,2,,1,24,,,,,,,1,2,30,1,5,0,1,9,0,,,,,,,,,,960.09341123
40704,1,4,2,,,,1,24,,,,,,,1,0,30,1,5,0,1,12,0,,,,,,,,,,960.09341123
40706,1,4,2,,,,1,24,,,,,,,,,,1,2,0,1,11,0,,,,,,,,,,361.834364
40714,1,3,2,,,,1,24,,,,,,,1,1,0,1,3,0,1,12,0,1,0,40,1,1,30,,,,457.75915473
40756,1,2,2,,,,1,24,,,,,,,1,3,30,1,5,30,1,12,30,,,,,,,,,,422.21272643
40761,1,5,2,,,,1,24,,,,,,,,,,1,1,0,1,18,0,,,,,,,,,,415.41284557
40766,1,3,2,,,,1,24,,,,,,,1,3,0,1,3,0,1,12,0,1,2,0,1,3,0,,,,83.903255657
40767,1,4,2,,,,1,24,,,,,,,,,,,,,1,10,0,,,,1,4,0,,,,225.59603622
40767,1,5,2,,,,1,24,,,,,,,1,1,0,,,,1,9,0,,,,,,,,,,225.59603622
40781,1,6,2,,,,1,16,1,8,,,,,1,1,0,1,4,0,1,10,0,1,0,30,,,,,,,150.50390969
40781,1,7,2,,,,1,16,1,8,,,,,,,,,,,1,12,0,,,,,,,,,,150.50390969
40805,1,3,1,5,2,,1,23,1,1,,,,,1,2,0,1,8,0,1,12,0,,,,,,,,,,283.93018688
40811,1,4,1,1,2,,1,24,,,,,,,1,5,0,1,2,0,1,12,0,1,0,30,,,,,,,341.9245355
40826,1,3,2,,,,1,24,,,,,,,1,1,0,1,1,0,1,8,0,,,,,,,,,,166.19007754
40827,1,3,1,1,2,,1,24,,,,,,,1,2,0,1,0,30,,,,,,,1,3,0,,,,446.45241063
40835,1,4,2,,,,1,24,,,,,,,,,,1,6,0,,,,,,,,,,,,,234.24318369
40835,1,5,2,,,,1,24,,,,,,,,,,1,6,0,,,,,,,,,,,,,234.24318369
40838,1,3,2,,,,1,24,,,,,,,1,2,0,1,8,0,1,12,0,,,,,,,,,,253.9238262
40842,1,3,1,1,2,,1,24,,,,,,,1,1,0,1,2,0,1,10,0,,,,,,,,,,135.19662087
40842,1,4,1,1,2,,1,24,,,,,,,1,2,0,1,3,0,1,12,0,,,,,,,,,,135.19662087
40853,1,4,1,3,2,,1,19,,,,,,,,,,1,1,0,1,2,0,,,,1,1,0,,,,399.104255
40862,1,3,2,,,,1,20,1,4,,,,,,,,1,10,0,1,10,0,1,4,0,,,,,,,95.987139307
40866,1,3,1,3,2,,1,24,,,,,,,,,,1,8,0,1,14,0,1,2,0,,,,,,,472.04554717
40866,1,4,2,,,,1,24,,,,,,,,,,1,10,0,1,12,0,,,,,,,,,,472.04554717
40879,1,5,2,,,,1,24,,,,,,,,,,,,,1,12,0,,,,,,,,,,440.1581539
40883,1,4,2,,,,1,14,,,,,,,,,,1,3,0,1,1,45,,,,,,,,,,317.23669887
40883,1,5,2,,,,1,14,,,,,,,,,,1,3,0,1,2,0,,,,,,,,,,317.23669887
40909,1,3,2,,,,1,24,,,,,,,1,4,0,1,10,0,1,9,0,1,1,0,,,,,,,246.9294847
40919,1,4,2,,,,1,24,,,,,,,1,0,30,1,4,0,1,10,0,1,0,30,1,0,10,,,,468.75772757
40920,1,5,2,,,,1,24,,,,,,,,,,,,,1,14,0,,,,,,,,,,747.6209551
40921,1,4,2,,,,1,24,,,,,,,1,5,0,1,4,0,1,10,0,1,2,0,1,3,0,,,,13.757388812
40929,1,5,2,,,,1,24,,,,,,,1,4,0,1,2,0,1,12,0,,,,,,,,,,157.83527975
40936,1,3,2,,,,1,24,,,,,,,1,4,0,1,2,0,1,10,0,,,,1,2,0,,,,298.84298672
40959,1,3,1,2,2,,1,24,,,,,,,1,2,0,1,7,0,1,12,0,,,,,,,,,,141.43148769
40969,1,4,2,,,,1,24,,,,,,,,,,,,,1,20,0,,,,,,,,,,365.04337147
40980,1,3,2,,,,1,18,1,6,,,,,1,1,0,1,5,0,1,10,0,,,,,,,,,,357.7811337
40990,1,4,2,,,,1,24,,,,,,,,,,1,6,0,1,18,0,,,,,,,,,,177.62063254
40992,1,3,2,,,,1,24,,,,,,,1,6,0,1,6,0,1,12,0,,,,,,,,,,11.267633821
41001,1,7,1,3,1,2,1,24,,,,,,,1,2,0,1,2,0,1,8,0,,,,,,,,,,401.5583994
41001,1,8,2,,,,1,24,,,,,,,,,,1,2,0,1,10,0,,,,,,,,,,401.5583994
41002,1,6,2,,,,1,24,,,,,,,1,1,0,1,6,0,1,8,0,,,,1,0,30,,,,94.476798897
41007,1,3,2,,,,1,24,,,,,,,1,2,0,1,6,0,1,12,0,1,2,0,1,2,0,,,,610.49162807
41014,1,3,2,,,,1,24,,,,,,,,,,,,,1,10,0,,,,,,,,,,360.93436487
41043,1,4,1,3,1,1,1,16,,,,,,,1,1,0,1,2,0,1,10,0,1,0,15,1,3,0,,,,131.20362249
41060,1,3,2,,,,1,24,,,,,,,1,4,0,1,4,0,1,8,0,1,5,0,,,,1,3,0,247.84730373
41077,1,2,2,,,,1,24,,,,,,,1,2,0,1,5,0,1,11,0,1,1,0,1,2,0,,,,172.68729387
41104,1,4,2,,,,1,23,1,1,,,,,1,4,0,1,8,0,1,10,0,1,1,0,,,,,,,97.215194167
41110,1,2,1,1,2,,1,24,,,,,,,1,2,0,1,0,30,1,13,0,,,,,,,1,2,0,173.20121995
41119,1,4,2,,,,1,24,,,,,,,1,4,0,1,6,0,1,14,0,,,,,,,,,,220.71851397
41125,1,2,2,,,,1,24,,,,,,,1,1,0,1,4,0,1,12,0,1,1,0,,,,,,,617.50033447
41161,1,6,2,,,,1,24,,,,,,,1,1,0,1,3,0,1,8,0,1,1,0,1,3,0,,,,264.83068097
41188,1,4,2,,,,1,24,,,,,,,1,4,0,1,5,0,,,,1,9,30,,,,,,,281.13928231
41188,1,5,2,,,,1,24,,,,,,,1,1,0,1,2,0,1,7,30,,,,,,,,,,281.13928231
41197,1,4,1,1,2,,1,24,,,,,,,1,3,0,1,2,0,1,8,0,1,2,0,1,2,0,,,,321.17064864
41203,1,4,2,,,,1,24,,,,,,,1,4,0,1,5,0,1,9,0,1,3,0,,,,1,3,0,290.91330862
41216,1,4,1,4,1,5,1,24,,,,,,,1,0,30,1,3,0,1,10,0,1,0,20,1,0,30,,,,632.6796079
41225,1,3,2,,,,1,16,1,8,,,,,1,2,0,1,7,0,1,10,0,1,3,0,,,,,,,375.17592383
41225,1,4,2,,,,1,16,1,8,,,,,1,1,0,1,4,0,1,12,0,1,1,0,,,,,,,375.17592383
41228,1,7,2,,,,1,20,1,4,,,,,,,,1,4,0,1,9,0,,,,,,,,,,952.85604483
41228,1,8,2,,,,1,20,1,4,,,,,,,,1,2,0,1,9,0,,,,,,,,,,952.85604483
41228,1,11,2,,,,1,24,,,,,,,,,,1,8,0,1,10,0,,,,,,,,,,952.85604483
41245,1,3,2,,,,1,24,,,,,,,,,,1,6,0,1,9,0,,,,,,,,,,369.94398657
41246,1,3,1,2,1,2,1,14,1,8,,,1,2,1,2,0,1,3,0,1,11,0,1,0,30,,,,,,,505.79103607
41248,1,4,1,5,2,,1,24,,,,,,,1,3,0,1,7,0,1,12,0,,,,,,,,,,274.09056728
41251,1,5,1,2,2,,1,24,,,,,,,,,,1,14,0,1,10,0,,,,,,,,,,208.87393368
41257,1,3,2,,,,1,24,,,,,,,1,2,0,1,2,0,1,9,0,,,,,,,,,,599.6799588
41257,1,4,2,,,,1,24,,,,,,,1,3,0,1,2,0,1,10,0,,,,,,,,,,599.6799588
41269,1,3,2,,,,1,20,1,4,,,,,,,,1,6,0,1,18,0,,,,,,,,,,150.39264071
41280,1,3,1,1,2,,,,1,24,,,,,,,,1,1,0,,,,,,,,,,,,,209.60428601
41282,1,7,2,,,,1,24,,,,,,,1,0,20,,,,1,1,0,,,,,,,,,,131.57598491
41289,1,6,2,,,,1,24,,,,,,,1,4,0,1,2,0,1,10,0,,,,,,,,,,576.95993863
41290,1,4,2,,,,1,24,,,,,,,1,4,0,1,10,0,1,10,0,,,,,,,,,,137.63117103
41298,1,7,2,,,,1,24,,,,,,,,,,1,3,0,1,12,0,1,1,0,1,1,0,,,,438.1469581
41309,1,4,1,1,1,1,1,24,,,,,,,,,,1,5,0,1,10,0,,,,,,,,,,243.34727799
41322,1,3,2,,,,1,24,,,,,,,1,3,0,1,4,0,1,9,0,1,2,0,,,,,,,342.1988851
41322,1,4,2,,,,1,24,,,,,,,,,,1,5,0,1,13,0,,,,,,,,,,342.1988851
41331,1,4,1,3,2,,1,24,,,,,,,1,4,0,1,5,0,1,8,0,,,,,,,,,,257.67204469
41336,1,3,2,,,,1,24,,,,,,,1,4,0,1,6,0,1,12,0,1,2,0,,,,,,,469.78369253
41337,1,3,2,,,,1,24,,,,,,,1,5,0,1,6,0,1,9,0,1,4,0,,,,,,,615.14927487
41338,1,5,2,,,,1,24,,,,,,,1,2,0,1,6,0,1,9,0,,,,,,,,,,308.77003013
41343,1,3,2,,,,1,22,,,,,1,2,1,3,0,1,4,0,1,10,0,1,2,0,1,0,30,,,,233.14144784
41352,1,3,2,,,,1,24,,,,,,,1,3,0,1,7,0,1,12,0,1,1,0,,,,1,1,0,229.42302785
41369,1,6,1,1,2,,1,24,,,,,,,1,6,0,1,5,0,1,10,0,,,,,,,,,,338.4165391
41385,1,4,2,,,,1,24,,,,,,,,,,,,,1,7,0,,,,,,,,,,347.9541631
41401,1,4,1,1,2,,1,24,,,,,,,1,2,0,1,4,0,1,10,0,,,,,,,,,,544.80038767
41405,1,3,2,,,,1,24,,,,,,,1,0,20,1,2,0,1,10,0,,,,1,1,0,,,,594.03555877
41420,1,2,1,1,2,,1,24,,,,,,,1,2,0,1,4,0,1,10,0,,,,,,,,,,577.30189397
41430,1,4,2,,,,1,12,,,,,,,,,,,,,1,11,0,,,,,,,,,,152.46965838
41440,1,4,1,2,2,,1,24,,,,,,,1,3,0,1,6,0,1,13,0,1,2,0,,,,,,,216.29671722
41441,1,4,2,,,,1,24,,,,,,,1,1,0,1,3,8,1,10,0,,,,,,,,,,740.07811543
41453,1,2,2,,,,1,24,,,,,,,,,,1,10,0,1,14,0,,,,,,,,,,225.67413391
41460,1,4,2,,,,1,24,,,,,,,,,,,,,1,12,0,,,,,,,,,,288.14229679
41471,1,3,1,1,2,,1,24,,,,,,,1,2,0,1,4,0,1,8,0,,,,,,,,,,264.17652543
41484,1,4,2,,,,1,24,,,,,,,1,4,0,1,16,0,1,4,0,,,,,,,,,,412.2851414
41501,1,3,1,1,2,,1,24,,,,,,,1,2,0,1,6,0,1,10,0,,,,,,,,,,509.46245087
41505,1,4,2,,,,1,24,,,,,,,,,,,,,1,6,0,,,,,,,,,,165.97940144
41513,1,4,2,,,,,,1,10,,,,,1,1,0,,,,1,3,0,,,,,,,,,,288.14229679
41516,1,8,2,,,,1,24,,,,,,,,,,1,1,0,1,10,30,,,,,,,,,,381.85975973
41526,1,5,1,2,2,,1,24,,,,,,,,,,1,4,0,1,10,0,,,,,,,,,,977.64421227
41534,1,4,2,,,,1,24,,,,,,,,,,1,10,0,1,14,0,,,,,,,,,,346.27918927
41534,1,5,2,,,,1,24,,,,,,,,,,1,8,0,1,16,0,,,,,,,,,,346.27918927
41542,1,5,2,,,,1,24,,,,,,,,,,,,,1,14,0,,,,,,,,,,700.36653093
41546,1,5,2,,,,1,12,,,,,,,1,6,0,1,3,0,1,12,0,1,1,0,,,,,,,102.96392952
41555,1,6,2,,,,1,24,,,,,,,,,,1,2,0,1,12,0,,,,,,,,,,1277.4089479
41567,1,4,1,1,2,,1,24,,,,,,,1,3,0,1,4,0,1,11,0,,,,,,,,,,133.82477406
41567,1,7,1,1,2,,1,24,,,,,,,,,,1,4,0,1,11,0,,,,,,,,,,133.82477406
41572,1,3,2,,,,1,24,,,,,,,1,3,0,1,6,0,1,13,0,1,2,0,,,,,,,236.47519699
41602,1,4,2,,,,1,24,,,,,,,,,,1,5,0,1,10,0,,,,,,,,,,249.84210422
41610,1,4,1,3,2,,1,24,,,,,,,1,4,0,1,6,0,1,10,0,1,2,0,,,,,,,56.95060624
41613,1,5,2,,,,1,24,,,,,,,,,,1,12,0,1,12,0,,,,,,,,,,556.16894443
41626,1,2,2,,,,1,24,,,,,,,1,3,0,1,7,0,1,12,0,1,2,0,,,,,,,201.59009841
41626,1,5,2,,,,1,24,,,,,,,1,3,0,1,7,0,1,12,0,1,2,0,,,,,,,201.59009841
41629,1,4,2,,,,1,24,,,,,,,,,,1,3,0,1,10,0,,,,,,,,,,577.31511937
41630,1,4,1,1,2,,1,24,,,,,,,1,1,0,1,4,0,1,8,0,1,0,30,,,,,,,236.68886635
41634,1,3,1,4,2,,1,12,,,,,,,1,6,0,1,4,0,1,10,0,1,1,0,1,1,0,,,,238.48732087
41641,1,3,2,,,,1,24,,,,,,,,,,1,2,0,1,8,0,,,,,,,,,,321.54561779
41649,1,3,2,,,,1,24,,,,,,,,,,1,1,0,1,12,0,,,,,,,,,,641.5994675
41656,1,4,2,,,,1,24,,,,,,,,,,1,7,0,1,10,0,,,,,,,,,,289.42050597
41675,1,5,1,2,2,,1,19,,,,,1,5,1,1,30,1,0,20,1,2,0,1,0,10,,,,,,,171.29461028
41676,1,3,2,,,,1,17,,,,,1,7,1,3,0,1,8,0,1,11,0,1,0,30,,,,,,,190.32176011
41689,1,5,2,,,,1,24,,,,,,,,,,,,,1,14,20,,,,,,,,,,494.6609815
41690,1,5,2,,,,1,24,,,,,,,1,3,0,1,4,0,1,11,0,,,,,,,,,,140.77711673
41716,1,4,2,,,,1,24,,,,,,,1,1,0,1,3,0,1,10,0,1,0,30,,,,,,,588.75454373
41719,1,3,2,,,,1,24,,,,,,,1,0,40,1,2,0,1,11,0,,,,,,,,,,284.17805725
41764,1,3,2,,,,1,24,,,,,,,,,,1,12,0,1,12,0,,,,,,,,,,204.97853669
41770,1,3,2,,,,1,24,,,,,,,1,5,0,1,7,0,1,10,0,1,2,0,,,,,,,253.38133521
41771,1,4,2,,,,1,24,,,,,,,1,1,0,1,8,0,1,13,0,1,0,20,,,,,,,332.85299497
41781,1,6,2,,,,1,24,,,,,,,1,5,0,1,7,0,1,12,0,,,,,,,,,,244.1023893
41785,1,6,2,,,,1,24,,,,,,,1,1,0,1,6,0,1,10,0,,,,,,,,,,475.31008303
41786,1,8,2,,,,1,23,1,1,,,,,1,1,0,1,5,0,1,10,30,,,,,,,,,,295.22020629
41786,1,9,2,,,,1,23,1,1,,,,,1,2,0,1,5,0,1,12,0,1,1,0,,,,,,,295.22020629
41788,1,3,2,,,,1,12,1,12,,,,,,,,1,3,0,1,8,0,,,,,,,,,,412.20334083
41802,1,7,2,,,,1,12,,,,,,,,,,,,,1,2,0,,,,,,,,,,207.81155611
41821,1,7,2,,,,1,24,,,,,,,,,,1,8,0,1,12,0,,,,,,,,,,329.47697492
41825,1,4,2,,,,1,24,,,,,,,1,2,0,1,6,30,1,10,0,,,,,,,,,,389.14253447
41841,1,3,2,,,,1,24,,,,,,,1,1,30,1,5,0,1,13,0,,,,1,1,0,,,,388.52087697
41845,1,2,1,5,2,,1,24,,,,,,,1,2,0,1,4,0,1,10,0,1,1,30,,,,,,,107.40055877
41845,1,3,1,5,2,,1,24,,,,,,,1,2,0,1,5,0,1,9,30,,,,1,0,30,,,,107.40055877
41854,1,5,2,,,,1,24,,,,,,,1,6,0,1,4,0,1,13,0,1,1,0,,,,,,,242.74090143
41855,1,4,1,1,2,,1,24,,,,,,,1,2,0,1,6,0,1,11,0,1,1,0,,,,,,,523.9238499
41869,1,3,2,,,,1,24,,,,,,,1,4,0,1,4,0,1,12,0,1,4,0,,,,,,,369.45403473
41870,1,3,2,,,,1,24,,,,,,,1,0,30,1,4,0,1,10,0,,,,,,,,,,270.69411105
41872,1,3,2,,,,1,24,,,,,,,1,1,0,1,4,0,1,9,0,,,,,,,,,,529.02986613
41872,1,4,2,,,,1,24,,,,,,,1,1,0,1,4,0,1,9,0,,,,,,,,,,529.02986613
41872,1,5,2,,,,1,24,,,,,,,,,,1,4,0,1,9,0,,,,,,,,,,529.02986613
41887,1,5,1,1,2,,1,24,,,,,,,1,2,0,1,3,0,1,9,0,1,1,0,,,,,,,171.38887899
41894,1,4,2,,,,1,24,,,,,,,,,,1,4,0,1,9,0,,,,,,,,,,389.95535047
41909,1,4,2,,,,1,24,,,,,,,1,2,0,1,10,0,1,8,0,,,,,,,,,,107.34832572
41910,1,3,2,,,,1,24,,,,,,,1,4,0,1,10,0,1,10,0,,,,,,,,,,407.1340662
41919,1,4,1,2,2,,1,24,,,,,,,,,,1,10,0,1,10,0,,,,,,,,,,44.293389
41930,1,3,2,,,,1,24,,,,,,,,,,,,,1,12,0,,,,,,,,,,195.75866312
41937,1,4,1,1,1,2,1,19,,,,,1,5,,,,1,8,0,1,11,0,1,0,40,,,,,,,207.53734818
41937,1,5,1,1,1,2,1,19,,,,,1,5,,,,1,8,0,1,10,0,1,0,20,,,,,,,207.53734818
41938,1,3,1,5,1,2,1,24,,,,,,,1,3,0,1,1,0,1,12,0,,,,,,,,,,194.95925654
41951,1,2,2,,,,1,24,,,,,,,1,4,0,1,6,0,1,8,0,1,1,30,,,,,,,413.99949007
41952,1,3,2,,,,1,24,,,,,,,1,6,0,1,5,0,1,12,0,1,1,0,,,,,,,94.47459665
41953,1,4,2,,,,1,24,,,,,,,1,5,0,1,8,0,1,13,0,1,0,15,,,,,,,170.51137884
41988,1,3,2,,,,1,24,,,,,,,1,4,0,1,3,0,1,11,0,1,0,45,1,1,0,,,,205.18097541
42004,1,4,1,4,2,,1,24,,,,,,,1,1,0,1,4,0,1,8,0,,,,,,,,,,800.85581997
42022,1,9,1,1,2,,1,24,,,,,,,1,1,0,1,2,0,1,12,0,1,0,20,1,0,20,,,,145.30788534
42022,1,12,1,1,2,,1,24,,,,,,,1,2,0,1,1,0,1,12,0,1,0,30,,,,,,,145.30788534
42033,1,4,2,,,,1,24,,,,,,,1,1,0,1,3,0,1,10,0,,,,,,,,,,636.81103467
42045,1,5,1,1,1,4,1,4,,,,,,,1,2,30,1,3,20,,,,1,0,40,1,1,0,,,,467.2963173
42059,1,3,1,1,2,,1,24,,,,,,,1,2,0,1,2,0,1,11,30,,,,,,,,,,334.22162633
42068,1,4,2,,,,1,24,,,,,,,,,,,,,1,12,0,,,,,,,,,,683.61149803
42078,1,3,2,,,,1,24,,,,,,,1,4,0,1,3,0,1,10,0,1,2,0,,,,,,,512.8418379
42099,1,6,2,,,,1,24,,,,,,,,,,1,3,0,1,8,0,1,2,0,,,,,,,309.73414528
42188,1,3,2,,,,1,24,,,,,,,1,3,0,1,3,0,1,10,0,1,2,0,,,,,,,258.83593828
42296,1,3,2,,,,1,24,,,,,,,,,,,,,1,10,0,,,,,,,,,,113.11027493
42309,1,6,2,,,,1,24,,,,,,,,,,1,9,0,1,10,0,,,,1,5,0,,,,197.97881011
42353,1,5,2,,,,1,24,,,,,,,,,,1,5,0,1,9,0,1,2,0,,,,,,,151.08804257
42373,1,6,2,,,,1,24,,,,,,,1,1,0,1,15,0,1,8,0,,,,,,,,,,374.09733433
42399,1,7,2,,,,1,24,,,,,,,,,,1,5,0,1,9,0,,,,,,,,,,325.11053548
42399,1,8,2,,,,1,24,,,,,,,,,,,,,1,10,0,,,,,,,,,,325.11053548
42411,1,4,2,,,,1,24,,,,,,,1,4,0,1,10,0,1,10,0,,,,,,,,,,279.44653117
42432,1,3,2,,,,1,24,,,,,,,,,,1,11,0,1,13,0,,,,,,,,,,188.50329045
42453,1,4,2,,,,1,24,,,,,,,1,3,0,1,3,0,1,4,0,,,,,,,,,,249.05193216
42469,1,5,2,,,,1,24,,,,,,,1,0,30,1,6,0,1,11,30,1,0,10,,,,,,,197.02253998
42495,1,5,2,,,,1,24,,,,,,,1,2,0,,,,1,11,0,,,,,,,,,,234.93028426
42531,1,3,2,,,,1,24,,,,,,,1,6,0,1,5,0,1,12,0,1,1,0,,,,,,,225.02315277
42536,1,6,2,,,,1,17,,,,,,,1,0,10,1,10,0,1,8,0,,,,,,,1,0,20,242.60253613
42544,1,3,1,1,2,,1,24,,,,,,,1,4,0,1,8,0,1,8,0,1,4,0,,,,,,,218.00331146
42544,1,4,2,,,,1,24,,,,,,,1,4,0,1,6,0,1,10,0,,,,,,,,,,218.00331146
42546,1,4,1,5,2,,1,24,,,,,,,1,1,0,1,4,0,1,12,0,,,,1,1,0,,,,453.24572463
42563,1,3,1,5,1,4,1,20,,,,,1,4,1,3,0,,,,1,9,0,1,2,0,,,,,,,248.14011263
42579,1,4,1,5,2,,,,1,8,,,,,1,2,0,1,3,0,1,3,0,,,,,,,,,,404.27917543
42581,1,4,2,,,,1,24,,,,,,,1,5,0,1,4,0,,,,1,2,0,,,,,,,149.23081154
42582,1,3,1,4,1,1,1,24,,,,,,,1,4,0,1,5,0,1,11,0,,,,1,3,0,,,,317.89356318
42584,1,3,2,,,,1,24,,,,,,,1,1,0,,,,1,12,0,,,,,,,,,,425.17717213
42587,1,5,2,,,,1,24,,,,,,,1,4,0,1,3,0,1,9,0,,,,1,2,0,,,,380.70554097
42595,1,4,1,2,2,,1,12,,,,,,,1,7,0,1,4,0,1,9,0,,,,,,,,,,200.04879619
42599,1,3,1,2,2,,1,24,,,,,,,1,2,0,1,2,0,1,12,0,1,0,20,,,,,,,391.79530597
42602,1,3,2,,,,1,24,,,,,,,1,8,0,1,4,0,1,12,0,,,,,,,,,,260.99898828
42604,1,2,2,,,,1,24,,,,,,,,,,1,4,0,1,14,0,,,,,,,,,,82.700711477
42612,1,6,2,,,,1,24,,,,,,,1,1,30,1,4,30,1,12,30,,,,,,,,,,380.92298783
42616,1,4,2,,,,1,24,,,,,,,1,1,0,1,5,0,1,7,0,,,,,,,,,,231.5947827
42629,1,5,1,2,2,,1,24,,,,,,,1,1,30,1,4,0,1,11,0,1,1,0,,,,,,,198.95100579
42631,1,3,1,2,2,,1,24,,,,,,,1,5,0,1,4,0,1,10,0,1,2,0,1,3,0,,,,669.3782111
42635,1,5,2,,,,1,24,,,,,,,1,2,0,1,4,0,1,9,0,1,4,0,1,5,0,,,,255.20321443
42640,1,3,2,,,,1,23,,,,,,,,,,1,5,0,1,11,30,,,,,,,,,,394.05719613
42640,1,4,2,,,,1,23,,,,,,,,,,1,6,0,1,10,0,,,,,,,,,,394.05719613
42642,1,4,2,,,,1,24,,,,,,,1,4,30,1,6,30,1,11,0,1,2,0,,,,,,,245.00496811
42659,1,5,2,,,,1,24,,,,,,,1,15,0,1,5,0,1,2,0,1,2,0,,,,,,,232.80029407
42671,1,3,2,,,,1,24,,,,,,,1,1,30,1,7,30,1,12,30,,,,,,,,,,294.38707318
42703,1,3,2,,,,,,1,24,,,,,1,2,30,1,3,0,1,9,0,,,,,,,,,,87.158301197
42719,1,4,2,,,,1,24,,,,,,,1,3,0,1,4,0,1,10,0,,,,,,,,,,433.9137032
42734,1,7,2,,,,1,24,,,,,,,,,,1,8,0,1,16,0,,,,,,,,,,434.3003632
42743,1,4,1,3,2,,1,24,,,,,,,1,1,30,1,6,0,1,11,0,,,,,,,,,,269.15344414
42755,1,4,2,,,,1,24,,,,,,,1,5,0,1,5,0,1,10,0,1,4,0,,,,,,,235.33559041
42756,1,5,1,1,2,,1,24,,,,,,,1,2,0,1,5,0,1,12,0,,,,,,,,,,318.40577967
42761,1,4,2,,,,1,2,,,,,,,1,2,0,1,5,0,1,8,0,,,,,,,,,,355.9002728
42766,1,4,2,,,,1,24,,,,,,,1,5,0,1,5,0,1,10,0,1,4,0,,,,,,,14.127013993
42780,1,4,2,,,,1,10,,,,,,,,,,,,,1,5,0,,,,,,,,,,422.18089863
42796,1,8,2,,,,1,20,1,4,,,,,,,,1,2,0,1,16,0,,,,,,,,,,628.73140667
42799,1,6,1,1,2,,1,24,,,,,,,1,2,0,1,8,0,1,12,0,1,2,0,,,,,,,209.70436487
42851,1,3,1,5,2,,1,24,,,,,,,1,3,0,1,2,0,1,10,0,,,,,,,,,,331.66607946
42893,1,5,2,,,,1,24,,,,,,,1,1,0,1,1,0,1,10,0,,,,,,,,,,439.5219928
42897,1,4,2,,,,1,24,,,,,,,,,,1,10,0,1,7,0,,,,,,,,,,502.272634
42900,1,7,2,,,,1,24,,,,,,,1,3,0,1,3,0,1,12,0,1,2,0,,,,,,,165.62360971
42910,1,6,2,,,,1,24,,,,,,,1,2,0,1,3,0,1,9,40,1,1,0,,,,,,,165.83908271
42910,1,7,2,,,,1,24,,,,,,,1,2,0,1,3,30,1,10,0,1,3,0,,,,,,,165.83908271
42917,1,4,2,,,,1,24,,,,,,,1,1,0,1,1,0,,,,,,,,,,,,,359.50236153
42921,1,4,2,,,,1,24,,,,,,,1,2,0,1,5,0,1,13,0,1,1,30,,,,,,,248.04691243
42924,1,5,2,,,,1,24,,,,,,,1,6,0,1,8,0,1,10,0,1,1,0,,,,,,,2488.6102261
